ID,age,year_sampling,year_of_birth,sex,HA,hapto,initial_lysis,pre-scan_absorbance,assay_batch_HAHL,assay_batch_hapto,storage_time_HAHL,storage_time_hapto
1,11,2017,2006,2,12.0,0.083366,1.0,0.174,2017.0,2018.0,0.0,1.0
1,12,2018,2006,2,14.0,0.730218,5.0,0.201,2018.0,2018.0,0.0,0.0
1,13,2019,2006,2,12.0,0.181307,3.0,0.134,2020.0,2020.0,1.0,1.0
2,8,2016,2008,1,10.0,0.12275,3.0,0.149,2018.0,2018.0,2.0,2.0
2,10,2018,2008,1,17.0,1.425807,6.0,0.4,2018.0,2018.0,0.0,0.0
2,11,2019,2008,1,11.0,0.192533,1.0,0.147,2020.0,2020.0,1.0,1.0
3,8,2018,2010,1,13.0,,5.0,,2019.0,,1.0,
3,9,2019,2010,1,12.0,0.423025,4.0,0.169,2020.0,2020.0,1.0,1.0
4,11,2008,1997,1,9.0,,4.0,,2017.0,,9.0,
4,12,2009,1997,1,13.0,,2.0,,2017.0,,8.0,
5,4,2014,2010,2,12.0,,1.0,,2017.0,,3.0,
5,7,2017,2010,2,13.0,,1.0,,2017.0,,0.0,
5,8,2018,2010,2,15.0,,5.0,,2018.0,,0.0,
6,14,2008,1994,2,10.0,,1.0,,2017.0,,9.0,
6,17,2011,1994,2,12.0,,5.0,,2017.0,,6.0,
6,18,2012,1994,2,12.0,,1.0,,2017.0,,5.0,
6,19,2013,1994,2,12.0,,1.0,,2017.0,,4.0,
7,8,2009,2001,2,12.0,,6.0,,2017.0,,8.0,
8,8,2018,2010,2,8.0,0.402443,2.0,0.116,2020.0,2020.0,2.0,2.0
8,9,2019,2010,2,9.0,0.059313,1.0,0.124,2020.0,2020.0,1.0,1.0
9,7,2008,2001,1,12.0,,1.0,,2017.0,,9.0,
9,8,2009,2001,1,13.0,,4.0,,2017.0,,8.0,
10,9,2019,2010,1,6.0,0.526433,5.0,0.184,2020.0,2020.0,1.0,1.0
11,16,2016,2000,2,12.0,0.50839,2.0,0.151,2017.0,2017.0,1.0,1.0
11,17,2017,2000,2,12.0,0.250491,1.0,0.126,2017.0,2017.0,0.0,0.0
11,18,2018,2000,2,12.0,0.838923,7.0,0.344,2018.0,2018.0,0.0,0.0
11,19,2019,2000,2,12.0,0.744444,3.0,0.196,2020.0,2020.0,1.0,1.0
12,8,2009,2001,2,12.0,1.6124,5.0,0.115,2017.0,2018.0,8.0,9.0
12,11,2012,2001,2,12.0,0.80887,6.0,0.226,2017.0,2018.0,5.0,6.0
12,13,2014,2001,2,10.0,4.615277,8.0,2.532,2017.0,2018.0,3.0,4.0
12,17,2018,2001,2,14.0,0.621513,2.0,0.17,2018.0,2018.0,0.0,0.0
12,18,2019,2001,2,11.0,0.271115,2.0,0.207,2020.0,2020.0,1.0,1.0
13,7,2008,2001,2,7.0,,1.0,,2017.0,,9.0,
13,8,2009,2001,2,12.0,,2.0,,2017.0,,8.0,
13,11,2012,2001,2,15.0,,8.0,,2017.0,,5.0,
13,12,2013,2001,2,12.0,,1.0,,2017.0,,4.0,
13,17,2018,2001,2,16.0,,2.0,,2018.0,,0.0,
13,18,2019,2001,2,9.0,0.161647,2.0,0.11,2020.0,2020.0,1.0,1.0
14,4,2017,2013,1,16.0,0.339399,4.0,0.196,2018.0,2018.0,1.0,1.0
14,5,2018,2013,1,10.0,0.424754,6.0,0.21,2018.0,2018.0,0.0,0.0
14,6,2019,2013,1,10.0,0.535056,3.0,0.229,2020.0,2020.0,1.0,1.0
15,11,2012,2001,1,12.0,,8.0,,2017.0,,5.0,
15,12,2013,2001,1,8.0,,1.0,,2017.0,,4.0,
16,3,2011,2008,1,10.0,,2.0,,2017.0,,6.0,
16,5,2013,2008,1,12.0,,8.0,,2017.0,,4.0,
17,5,2017,2012,1,11.0,0.024548,1.0,0.171,2018.0,2018.0,1.0,1.0
17,6,2018,2012,1,15.0,0.467415,7.0,0.213,2018.0,2018.0,0.0,0.0
17,7,2019,2012,1,10.0,0.136403,2.0,0.117,2020.0,2020.0,1.0,1.0
18,4,2014,2010,1,,0.294656,,0.133,,2020.0,,6.0
18,9,2019,2010,1,10.0,0.380569,2.0,0.134,2020.0,2020.0,1.0,1.0
19,9,2009,2000,1,10.0,,8.0,,2017.0,,8.0,
19,16,2016,2000,1,10.0,0.052107,1.0,0.139,2017.0,2017.0,1.0,1.0
19,17,2017,2000,1,12.0,0.124848,1.0,0.35,2017.0,2017.0,0.0,0.0
19,18,2018,2000,1,11.0,1.166315,7.0,0.289,2018.0,2018.0,0.0,0.0
19,19,2019,2000,1,14.0,0.478796,3.0,0.578,2020.0,2020.0,1.0,1.0
20,4,2017,2013,1,10.0,0.0,1.0,0.13,2018.0,2018.0,1.0,1.0
20,5,2018,2013,1,10.0,0.634302,7.0,0.324,2018.0,2018.0,0.0,0.0
20,6,2019,2013,1,9.0,0.088693,1.0,0.155,2020.0,2020.0,1.0,1.0
21,4,2017,2013,1,6.0,0.079433,2.0,0.117,2018.0,2018.0,1.0,1.0
21,5,2018,2013,1,12.0,1.238573,6.0,0.29,2018.0,2018.0,0.0,0.0
21,6,2019,2013,1,11.0,0.380569,3.0,0.145,2020.0,2020.0,1.0,1.0
22,7,2019,2012,2,12.0,0.480078,3.0,0.191,2020.0,2020.0,1.0,1.0
23,6,2018,2012,2,,1.228981,,0.247,,2018.0,,0.0
24,7,2008,2001,2,9.0,,2.0,,2017.0,,9.0,
24,8,2009,2001,2,12.0,,1.0,,2017.0,,8.0,
25,14,2009,1995,1,15.0,0.053296,2.0,0.144,2017.0,2017.0,8.0,8.0
25,15,2010,1995,1,10.0,,2.0,,2017.0,,7.0,
25,18,2013,1995,1,9.0,,3.0,,2017.0,,4.0,
25,22,2017,1995,1,13.0,0.089975,1.0,0.159,2017.0,2017.0,0.0,0.0
26,9,2008,1999,1,8.0,0.005613,1.0,0.138,2017.0,2017.0,9.0,9.0
26,10,2009,1999,1,12.0,,4.0,,2017.0,,8.0,
26,12,2011,1999,1,12.0,,5.0,,2017.0,,6.0,
26,13,2012,1999,1,13.0,,3.0,,2017.0,,5.0,
26,17,2016,1999,1,10.0,,1.0,,2017.0,,1.0,
26,18,2017,1999,1,12.0,0.031288,1.0,0.134,2017.0,2017.0,0.0,0.0
26,19,2018,1999,1,19.0,4.32656,6.0,0.743,2018.0,2018.0,0.0,0.0
26,20,2019,1999,1,11.0,0.481603,4.0,0.16,2020.0,2020.0,1.0,1.0
27,23,2017,1994,2,13.0,0.485245,3.0,0.151,2017.0,2017.0,0.0,0.0
28,6,2019,2013,2,,1.146882,,0.343,,2020.0,,1.0
29,9,2009,2000,2,12.0,,7.0,,2017.0,,8.0,
29,10,2010,2000,2,13.0,,8.0,,2017.0,,7.0,
29,12,2012,2000,2,8.0,,3.0,,2017.0,,5.0,
29,14,2014,2000,2,12.0,,5.0,,2017.0,,3.0,
29,18,2018,2000,2,17.0,,7.0,,2018.0,,0.0,
30,7,2008,2001,1,9.0,,1.0,,2017.0,,9.0,
30,8,2009,2001,1,12.0,,4.0,,2017.0,,8.0,
31,7,2018,2011,1,13.0,,6.0,,2019.0,,1.0,
31,8,2019,2011,1,7.0,0.323183,3.0,0.343,2020.0,2020.0,1.0,1.0
32,6,2018,2012,2,8.0,,4.0,,2019.0,,1.0,
33,14,2013,1999,2,7.0,0.045494,1.0,0.139,2017.0,2017.0,4.0,4.0
33,15,2014,1999,2,,,7.0,,2017.0,,3.0,
33,18,2017,1999,2,12.0,1.1333,5.0,0.25,2017.0,2017.0,0.0,0.0
33,19,2018,1999,2,13.0,2.01053,6.0,0.351,2018.0,2018.0,0.0,0.0
34,13,2016,2003,2,9.0,0.089673,1.0,0.124,2018.0,2018.0,2.0,2.0
34,15,2018,2003,2,18.0,2.280452,8.0,0.743,2018.0,2018.0,0.0,0.0
34,16,2019,2003,2,9.0,0.324439,2.0,0.228,2020.0,2020.0,1.0,1.0
35,5,2019,2014,2,10.0,0.569223,7.0,0.198,2020.0,2020.0,1.0,1.0
36,3,2011,2008,2,12.0,,3.0,,2017.0,,6.0,
36,5,2013,2008,2,4.0,,1.0,,2017.0,,4.0,
37,4,2014,2010,2,8.0,0.091784,2.0,0.132,2017.0,2017.0,3.0,3.0
37,6,2016,2010,2,12.0,0.600969,2.0,0.114,2017.0,2017.0,1.0,1.0
37,7,2017,2010,2,12.0,0.111622,1.0,0.122,2017.0,2017.0,0.0,0.0
37,8,2018,2010,2,12.0,0.503217,4.0,0.16,2018.0,2018.0,0.0,0.0
37,9,2019,2010,2,11.0,0.315198,2.0,0.173,2020.0,2020.0,1.0,1.0
38,12,2013,2001,1,13.0,0.70523,6.0,0.27,2018.0,2018.0,5.0,5.0
38,17,2018,2001,1,12.0,0.727021,6.0,0.267,2018.0,2018.0,0.0,0.0
38,18,2019,2001,1,11.0,0.969934,5.0,0.348,2020.0,2020.0,1.0,1.0
39,3,2017,2014,2,9.0,0.038387,1.0,0.126,2018.0,2018.0,1.0,1.0
39,4,2018,2014,2,8.0,1.508845,7.0,0.351,2018.0,2018.0,0.0,0.0
39,5,2019,2014,2,10.0,0.381505,2.0,0.124,2020.0,2020.0,1.0,1.0
40,9,2008,1999,2,,,1.0,,2017.0,,9.0,
40,10,2009,1999,2,12.0,,2.0,,2017.0,,8.0,
40,14,2013,1999,2,12.0,,1.0,,2017.0,,4.0,
41,6,2009,2003,1,12.0,0.815885,5.0,0.321,2017.0,2017.0,8.0,8.0
41,13,2016,2003,1,,0.38936,4.0,0.226,2017.0,2017.0,1.0,1.0
41,14,2017,2003,1,13.0,0.303393,1.0,0.173,2017.0,2017.0,0.0,0.0
41,15,2018,2003,1,12.0,0.683246,7.0,0.207,2018.0,2018.0,0.0,0.0
41,16,2019,2003,1,6.0,0.0,2.0,0.38,2020.0,2020.0,1.0,1.0
42,6,2014,2008,1,,0.746058,,0.223,,2018.0,,4.0
42,8,2016,2008,1,12.0,0.010848,1.0,0.104,2017.0,2018.0,1.0,2.0
42,9,2017,2008,1,14.0,0.741029,5.0,0.222,2017.0,2018.0,0.0,1.0
42,10,2018,2008,1,16.0,0.77653,7.0,0.431,2018.0,2018.0,0.0,0.0
43,9,2012,2003,2,9.0,,2.0,,2017.0,,5.0,
44,13,2009,1996,1,12.0,,2.0,,2017.0,,8.0,
44,15,2011,1996,1,14.0,,7.0,,2017.0,,6.0,
45,8,2017,2009,1,15.0,0.339764,5.0,0.234,2017.0,2017.0,0.0,0.0
45,9,2018,2009,1,13.0,0.400592,3.0,0.274,2018.0,2018.0,0.0,0.0
45,10,2019,2009,1,11.0,0.702566,4.0,0.296,2020.0,2020.0,1.0,1.0
46,7,2008,2001,1,10.0,0.009281,2.0,0.116,2017.0,2017.0,9.0,9.0
46,9,2010,2001,1,12.0,,3.0,,2017.0,,7.0,
46,11,2012,2001,1,9.0,0.299045,2.0,0.171,2017.0,2017.0,5.0,5.0
46,17,2018,2001,1,14.0,0.207923,3.0,0.113,2018.0,2018.0,0.0,0.0
47,3,2017,2014,1,6.0,1.8957,3.0,0.14,2020.0,2020.0,3.0,3.0
47,5,2019,2014,1,14.0,0.507137,3.0,0.153,2020.0,2020.0,1.0,1.0
48,12,2009,1997,2,10.0,,2.0,,2017.0,,8.0,
48,15,2012,1997,2,9.0,,1.0,,2017.0,,5.0,
49,12,2008,1996,1,9.0,0.0,1.0,0.27,2017.0,2017.0,9.0,9.0
49,13,2009,1996,1,9.0,,3.0,,2017.0,,8.0,
49,16,2012,1996,1,13.0,,4.0,,2017.0,,5.0,
49,17,2013,1996,1,13.0,,1.0,,2017.0,,4.0,
49,18,2014,1996,1,12.0,0.053296,1.0,0.214,2017.0,2017.0,3.0,3.0
50,9,2016,2007,1,10.0,,1.0,,2017.0,,1.0,
50,10,2017,2007,1,12.0,,5.0,,2017.0,,0.0,
50,12,2019,2007,1,8.0,1.885003,7.0,0.362,2020.0,2020.0,1.0,1.0
51,4,2014,2010,1,12.0,,1.0,,2017.0,,3.0,
51,6,2016,2010,1,,,1.0,,2017.0,,1.0,
52,4,2017,2013,2,15.0,0.204463,1.0,0.211,2018.0,2018.0,1.0,1.0
52,5,2018,2013,2,8.0,0.176783,2.0,0.111,2018.0,2018.0,0.0,0.0
52,6,2019,2013,2,13.0,0.953832,6.0,0.361,2020.0,2020.0,1.0,1.0
53,5,2011,2006,2,14.0,,8.0,,2017.0,,6.0,
53,10,2016,2006,2,7.0,,2.0,,2017.0,,1.0,
54,13,2012,1999,2,,1.073441,,0.249,,2018.0,,6.0
54,14,2013,1999,2,10.0,,5.0,,2017.0,,4.0,
54,19,2018,1999,2,17.0,1.304711,6.0,0.555,2018.0,2018.0,0.0,0.0
55,5,2016,2011,2,9.0,0.0,1.0,0.117,2018.0,2018.0,2.0,2.0
55,6,2017,2011,2,13.0,0.28753,4.0,0.17,2018.0,2018.0,1.0,1.0
55,7,2018,2011,2,15.0,5.211991,8.0,0.76,2018.0,2018.0,0.0,0.0
55,8,2019,2011,2,10.0,0.063434,1.0,0.293,2020.0,2020.0,1.0,1.0
56,3,2011,2008,1,10.0,,1.0,,2017.0,,6.0,
56,4,2012,2008,1,,,1.0,,2017.0,,5.0,
57,9,2009,2000,2,9.0,,2.0,,2017.0,,8.0,
57,13,2013,2000,2,16.0,,2.0,,2017.0,,4.0,
57,14,2014,2000,2,12.0,,4.0,,2017.0,,3.0,
58,5,2013,2008,1,9.0,,1.0,,2017.0,,4.0,
58,8,2016,2008,1,9.0,,5.0,,2017.0,,1.0,
59,4,2017,2013,1,13.0,0.010708,1.0,0.155,2018.0,2018.0,1.0,1.0
59,5,2018,2013,1,14.0,2.103948,5.0,0.321,2018.0,2018.0,0.0,0.0
60,3,2009,2006,2,16.0,,8.0,,2017.0,,8.0,
60,4,2010,2006,2,12.0,,8.0,,2017.0,,7.0,
60,5,2011,2006,2,12.0,,5.0,,2017.0,,6.0,
61,3,2014,2011,1,13.0,1.129211,6.0,0.283,2018.0,2018.0,4.0,4.0
61,7,2018,2011,1,16.0,2.379973,8.0,0.433,2018.0,2018.0,0.0,0.0
61,8,2019,2011,1,11.0,0.206566,1.0,0.23,2020.0,2020.0,1.0,1.0
62,9,2017,2008,2,11.0,0.29426,2.0,0.107,2019.0,2020.0,2.0,3.0
63,9,2017,2008,2,9.0,,2.0,,2019.0,,2.0,
63,11,2019,2008,2,12.0,0.084274,1.0,0.158,2020.0,2020.0,1.0,1.0
64,21,2017,1996,2,12.0,,1.0,,2017.0,,0.0,
65,7,2008,2001,1,,0.052412,,0.227,,2018.0,,10.0
65,13,2014,2001,1,,1.163806,,0.341,,2018.0,,4.0
65,16,2017,2001,1,12.0,0.395708,4.0,0.311,2017.0,2018.0,0.0,1.0
65,17,2018,2001,1,11.0,1.225133,4.0,0.272,2018.0,2018.0,0.0,0.0
65,18,2019,2001,1,13.0,0.540539,5.0,0.208,2020.0,2020.0,1.0,1.0
66,18,2018,2000,2,12.0,,5.0,,2018.0,,0.0,
67,3,2009,2006,2,13.0,4.899547,8.0,2.385,2017.0,2018.0,8.0,9.0
67,7,2013,2006,2,12.0,0.089115,1.0,0.13,2017.0,2018.0,4.0,5.0
67,8,2014,2006,2,,0.053615,,0.109,,2018.0,,4.0
67,11,2017,2006,2,9.0,0.04282,1.0,0.148,2017.0,2018.0,0.0,1.0
67,12,2018,2006,2,17.0,4.484697,8.0,2.848,2018.0,2018.0,0.0,0.0
67,13,2019,2006,2,11.0,0.997999,5.0,0.234,2020.0,2020.0,1.0,1.0
68,7,2008,2001,2,8.0,,2.0,,2017.0,,9.0,
68,8,2009,2001,2,12.0,,4.0,,2017.0,,8.0,
68,11,2012,2001,2,12.0,,2.0,,2017.0,,5.0,
69,9,2019,2010,2,14.0,,4.0,,2020.0,,1.0,
70,3,2011,2008,1,13.0,,7.0,,2017.0,,6.0,
70,5,2013,2008,1,12.0,0.531535,3.0,0.183,2017.0,2017.0,4.0,4.0
70,6,2014,2008,1,,,5.0,,2017.0,,3.0,
70,8,2016,2008,1,14.0,0.200895,2.0,0.229,2017.0,2017.0,1.0,1.0
70,9,2017,2008,1,14.0,0.432343,2.0,0.204,2017.0,2017.0,0.0,0.0
71,6,2016,2010,2,10.0,0.0,1.0,0.121,2017.0,2017.0,1.0,1.0
71,7,2017,2010,2,12.0,0.455488,2.0,0.245,2017.0,2017.0,0.0,0.0
71,8,2018,2010,2,14.0,0.484034,3.0,0.175,2018.0,2018.0,0.0,0.0
71,9,2019,2010,2,8.0,0.28379,2.0,0.149,2020.0,2020.0,1.0,1.0
72,5,2019,2014,1,13.0,0.480078,5.0,0.232,2020.0,2020.0,1.0,1.0
73,7,2018,2011,2,,0.658121,,0.198,,2018.0,,0.0
74,9,2008,1999,2,10.0,,2.0,,2017.0,,9.0,
74,10,2009,1999,2,12.0,,2.0,,2017.0,,8.0,
75,7,2018,2011,2,11.0,,5.0,,2019.0,,1.0,
76,15,2008,1993,1,19.0,,1.0,,2017.0,,9.0,
76,16,2009,1993,1,14.0,,7.0,,2017.0,,8.0,
77,5,2009,2004,1,12.0,,1.0,,2017.0,,8.0,
77,6,2010,2004,1,12.0,,7.0,,2017.0,,7.0,
77,8,2012,2004,1,12.0,0.134767,1.0,0.135,2017.0,2017.0,5.0,5.0
77,9,2013,2004,1,12.0,,1.0,,2017.0,,4.0,
77,12,2016,2004,1,12.0,0.0,1.0,0.132,2017.0,2017.0,1.0,1.0
77,13,2017,2004,1,13.0,0.197588,1.0,0.126,2017.0,2017.0,0.0,0.0
77,14,2018,2004,1,12.0,0.775346,5.0,0.211,2018.0,2018.0,0.0,0.0
77,15,2019,2004,1,11.0,0.28379,3.0,0.142,2020.0,2020.0,1.0,1.0
78,3,2014,2011,2,12.0,0.0,1.0,0.144,2018.0,2018.0,4.0,4.0
78,6,2017,2011,2,12.0,0.067688,1.0,0.199,2018.0,2018.0,1.0,1.0
78,7,2018,2011,2,12.0,0.536613,3.0,0.17,2018.0,2018.0,0.0,0.0
78,8,2019,2011,2,13.0,0.214985,2.0,0.127,2020.0,2020.0,1.0,1.0
79,16,2008,1992,1,10.0,0.0,2.0,0.13,2017.0,2017.0,9.0,9.0
79,17,2009,1992,1,12.0,,1.0,,2017.0,,8.0,
79,20,2012,1992,1,12.0,,2.0,,2017.0,,5.0,
79,21,2013,1992,1,12.0,0.100978,2.0,0.161,2017.0,2017.0,4.0,4.0
80,3,2017,2014,2,9.0,0.070011,2.0,0.103,2019.0,2020.0,2.0,3.0
81,3,2017,2014,2,16.0,0.12275,1.0,0.155,2018.0,2018.0,1.0,1.0
81,4,2018,2014,2,9.0,0.162944,2.0,0.187,2018.0,2018.0,0.0,0.0
82,8,2018,2010,2,8.0,,2.0,,2019.0,,1.0,
82,9,2019,2010,2,10.0,0.212643,2.0,0.111,2020.0,2020.0,1.0,1.0
83,3,2011,2008,1,12.0,,5.0,,2017.0,,6.0,
83,5,2013,2008,1,9.0,,3.0,,2017.0,,4.0,
84,13,2009,1996,2,9.0,0.04596,1.0,0.176,2017.0,2017.0,8.0,8.0
84,15,2011,1996,2,12.0,,5.0,,2017.0,,6.0,
84,16,2012,1996,2,15.0,,1.0,,2017.0,,5.0,
84,17,2013,1996,2,15.0,,6.0,,2017.0,,4.0,
84,18,2014,1996,2,12.0,,6.0,,2017.0,,3.0,
84,21,2017,1996,2,8.0,0.25503,3.0,0.138,2017.0,2017.0,0.0,0.0
85,9,2017,2008,1,12.0,0.001257,1.0,0.114,2018.0,2018.0,1.0,1.0
85,10,2018,2008,1,15.0,0.868541,7.0,0.382,2018.0,2018.0,0.0,0.0
85,11,2019,2008,1,14.0,1.316771,6.0,0.26,2020.0,2020.0,1.0,1.0
86,13,2008,1995,1,12.0,,4.0,,2017.0,,9.0,
86,16,2011,1995,1,14.0,,6.0,,2017.0,,6.0,
86,18,2013,1995,1,12.0,,5.0,,2017.0,,4.0,
87,6,2016,2010,2,10.0,0.0,1.0,0.128,2018.0,2018.0,2.0,2.0
87,8,2018,2010,2,15.0,1.263192,6.0,0.273,2018.0,2018.0,0.0,0.0
87,9,2019,2010,2,8.0,0.021337,1.0,0.136,2020.0,2020.0,1.0,1.0
88,8,2018,2010,2,11.0,1.349053,7.0,0.284,2020.0,2018.0,2.0,0.0
88,9,2019,2010,2,10.0,0.137219,2.0,0.131,2020.0,2020.0,1.0,1.0
89,6,2016,2010,1,9.0,0.019043,1.0,0.104,2017.0,2017.0,1.0,1.0
89,7,2017,2010,1,12.0,0.121541,1.0,0.164,2017.0,2017.0,0.0,0.0
89,8,2018,2010,1,12.0,0.353483,2.0,0.211,2018.0,2018.0,0.0,0.0
89,9,2019,2010,1,9.0,0.161647,1.0,0.187,2020.0,2020.0,1.0,1.0
90,6,2016,2010,2,7.0,,2.0,,2017.0,,1.0,
90,7,2017,2010,2,12.0,0.475326,1.0,0.163,2017.0,2017.0,0.0,0.0
90,8,2018,2010,2,10.0,0.26023,6.0,0.318,2018.0,2018.0,0.0,0.0
90,9,2019,2010,2,14.0,0.184114,2.0,0.206,2020.0,2020.0,1.0,1.0
91,14,2009,1995,1,,,6.0,,2017.0,,8.0,
92,10,2011,2001,2,14.0,,7.0,,2017.0,,6.0,
93,4,2014,2010,2,12.0,0.0,1.0,0.132,2017.0,2018.0,3.0,4.0
93,7,2017,2010,2,14.0,0.121079,1.0,0.31,2017.0,2018.0,0.0,1.0
93,8,2018,2010,2,15.0,0.64733,6.0,0.212,2018.0,2018.0,0.0,0.0
93,9,2019,2010,2,10.0,0.81424,4.0,0.292,2020.0,2020.0,1.0,1.0
94,18,2017,1999,2,6.0,0.380235,2.0,0.242,2020.0,2020.0,3.0,3.0
95,7,2008,2001,2,10.0,0.0,1.0,0.126,2017.0,2017.0,9.0,9.0
95,11,2012,2001,2,12.0,0.038881,1.0,0.141,2017.0,2017.0,5.0,5.0
95,12,2013,2001,2,12.0,,1.0,,2017.0,,4.0,
95,16,2017,2001,2,14.0,0.197588,1.0,0.242,2017.0,2017.0,0.0,0.0
96,15,2010,1995,2,12.0,,8.0,,2017.0,,7.0,
96,16,2011,1995,2,12.0,,7.0,,2017.0,,6.0,
97,3,2017,2014,2,10.0,0.106764,2.0,0.123,2018.0,2018.0,1.0,1.0
97,4,2018,2014,2,10.0,1.735038,5.0,0.312,2018.0,2018.0,0.0,0.0
97,5,2019,2014,2,9.0,0.080273,1.0,0.114,2020.0,2020.0,1.0,1.0
98,10,2009,1999,1,12.0,,1.0,,2017.0,,8.0,
98,11,2010,1999,1,13.0,,4.0,,2017.0,,7.0,
99,11,2016,2005,1,8.0,,2.0,,2017.0,,1.0,
99,12,2017,2005,1,12.0,0.534841,3.0,0.203,2017.0,2017.0,0.0,0.0
99,13,2018,2005,1,10.0,0.370538,5.0,0.244,2018.0,2018.0,0.0,0.0
99,14,2019,2005,1,13.0,0.240244,2.0,0.13,2020.0,2020.0,1.0,1.0
100,3,2014,2011,1,8.0,1.521291,4.0,0.228,2020.0,2020.0,6.0,6.0
100,8,2019,2011,1,9.0,0.440831,6.0,0.266,2020.0,2020.0,1.0,1.0
101,4,2017,2013,1,11.0,0.083366,1.0,0.266,2018.0,2018.0,1.0,1.0
101,5,2018,2013,1,11.0,1.374178,5.0,0.303,2018.0,2018.0,0.0,0.0
102,17,2018,2001,1,10.0,0.29918,2.0,0.123,2020.0,2020.0,2.0,2.0
102,18,2019,2001,1,7.0,0.161662,2.0,0.255,2020.0,2020.0,1.0,1.0
103,5,2008,2003,2,12.0,,6.0,,2017.0,,9.0,
103,8,2011,2003,2,13.0,,6.0,,2017.0,,6.0,
103,11,2014,2003,2,10.0,,3.0,,2017.0,,3.0,
103,13,2016,2003,2,10.0,,4.0,,2017.0,,1.0,
104,15,2011,1996,2,12.0,,5.0,,2017.0,,6.0,
105,8,2017,2009,2,8.0,,1.0,,2019.0,,2.0,
106,4,2016,2012,2,6.0,0.337446,2.0,0.122,2020.0,2020.0,4.0,4.0
106,5,2017,2012,2,8.0,0.360566,2.0,0.117,2020.0,2020.0,3.0,3.0
107,11,2008,1997,2,10.0,,1.0,,2017.0,,9.0,
107,16,2013,1997,2,7.0,,3.0,,2017.0,,4.0,
108,12,2013,2001,2,13.0,,6.0,,2017.0,,4.0,
108,16,2017,2001,2,14.0,0.17775,2.0,0.125,2017.0,2017.0,0.0,0.0
108,17,2018,2001,2,14.0,1.738265,4.0,0.363,2018.0,2018.0,0.0,0.0
108,18,2019,2001,2,5.0,0.224464,2.0,0.166,2020.0,2020.0,1.0,1.0
109,3,2010,2007,1,12.0,,1.0,,2017.0,,7.0,
109,4,2011,2007,1,12.0,,8.0,,2017.0,,6.0,
110,8,2009,2001,1,12.0,,2.0,,2017.0,,8.0,
111,6,2018,2012,1,10.0,,3.0,,2019.0,,1.0,
112,5,2014,2009,1,,,4.0,,2017.0,,3.0,
112,7,2016,2009,1,,0.008017,1.0,0.17,2017.0,2018.0,1.0,2.0
112,8,2017,2009,1,12.0,0.100666,2.0,0.182,2017.0,2018.0,0.0,1.0
112,9,2018,2009,1,12.0,0.658121,6.0,0.302,2018.0,2018.0,0.0,0.0
112,10,2019,2009,1,13.0,0.680864,4.0,0.275,2020.0,2020.0,1.0,1.0
113,7,2019,2012,1,8.0,0.476512,4.0,0.154,2020.0,2020.0,1.0,1.0
114,5,2017,2012,2,18.0,0.093975,1.0,0.179,2018.0,2018.0,1.0,1.0
114,6,2018,2012,2,12.0,0.773302,3.0,0.253,2018.0,2018.0,0.0,0.0
114,7,2019,2012,2,11.0,0.374525,2.0,0.162,2020.0,2020.0,1.0,1.0
115,7,2008,2001,1,8.0,,1.0,,2017.0,,9.0,
115,8,2009,2001,1,,,4.0,,2017.0,,8.0,
116,11,2008,1997,1,10.0,0.177103,3.0,0.129,2017.0,2018.0,9.0,10.0
116,16,2013,1997,1,,,8.0,,2017.0,,4.0,
116,21,2018,1997,1,12.0,0.947577,7.0,0.334,2018.0,2018.0,0.0,0.0
116,22,2019,1997,1,11.0,0.28379,2.0,0.169,2020.0,2020.0,1.0,1.0
117,11,2012,2001,2,12.0,4.279233,8.0,2.414,2017.0,2018.0,5.0,6.0
117,16,2017,2001,2,13.0,0.135265,3.0,0.165,2017.0,2018.0,0.0,1.0
117,17,2018,2001,2,13.0,3.991362,6.0,0.58,2018.0,2018.0,0.0,0.0
118,8,2008,2000,1,9.0,,1.0,,2017.0,,9.0,
118,9,2009,2000,1,12.0,,2.0,,2017.0,,8.0,
119,6,2016,2010,1,10.0,0.009124,1.0,0.109,2017.0,2017.0,1.0,1.0
119,7,2017,2010,1,15.0,0.34307,1.0,0.139,2017.0,2017.0,0.0,0.0
119,8,2018,2010,1,13.0,0.523075,6.0,0.239,2018.0,2018.0,0.0,0.0
119,9,2019,2010,1,10.0,0.383375,4.0,0.167,2020.0,2020.0,1.0,1.0
120,4,2017,2013,1,14.0,,6.0,,2019.0,,2.0,
121,5,2017,2012,1,15.0,0.065201,1.0,0.171,2018.0,2018.0,1.0,1.0
121,6,2018,2012,1,9.0,0.714652,6.0,0.251,2018.0,2018.0,0.0,0.0
121,7,2019,2012,1,13.0,0.437341,3.0,0.283,2020.0,2020.0,1.0,1.0
122,7,2013,2006,1,10.0,,5.0,,2017.0,,4.0,
123,11,2008,1997,2,12.0,,1.0,,2017.0,,9.0,
123,13,2010,1997,2,,,8.0,,2017.0,,7.0,
124,4,2012,2008,1,,,4.0,,2017.0,,5.0,
125,6,2014,2008,2,,0.646729,,0.184,,2020.0,,6.0
125,11,2019,2008,2,9.0,0.262851,2.0,0.308,2020.0,2020.0,1.0,1.0
126,5,2011,2006,1,,,7.0,,2017.0,,6.0,
126,7,2013,2006,1,10.0,,1.0,,2017.0,,4.0,
126,11,2017,2006,1,12.0,,2.0,,2017.0,,0.0,
126,12,2018,2006,1,11.0,,3.0,,2018.0,,0.0,
