ID,age,year_sampling,year_of_birth,sex,HA,hapto,initial_lysis,pre-scan_absorbance,assay_batch_HAHL,assay_batch_hapto,storage_time_HAHL,storage_time_hapto
355,11,2009,1998,2,12.0,,4.0,,2017.0,,8.0,
355,12,2010,1998,2,10.0,,8.0,,2017.0,,7.0,
355,14,2012,1998,2,8.0,,8.0,,2017.0,,5.0,
356,7,2008,2001,1,12.0,,2.0,,2017.0,,9.0,
357,5,2017,2012,2,12.0,0.098797,2.0,0.204,2018.0,2018.0,1.0,1.0
357,6,2018,2012,2,10.0,0.97602,4.0,0.26,2018.0,2018.0,0.0,0.0
357,7,2019,2012,2,17.0,2.645414,6.0,0.378,2020.0,2020.0,1.0,1.0
358,8,2009,2001,1,14.0,0.28058,2.0,0.147,2017.0,2018.0,8.0,9.0
358,11,2012,2001,1,10.0,0.020579,1.0,0.117,2017.0,2018.0,5.0,6.0
358,15,2016,2001,1,10.0,0.196453,4.0,0.144,2017.0,2018.0,1.0,2.0
358,17,2018,2001,1,10.0,0.884244,6.0,0.187,2018.0,2018.0,0.0,0.0
358,18,2019,2001,1,11.0,0.398954,6.0,0.338,2020.0,2020.0,1.0,1.0
359,23,2017,1994,1,13.0,0.29678,2.0,0.168,2017.0,2017.0,0.0,0.0
360,3,2012,2009,2,12.0,,1.0,,2017.0,,5.0,
361,18,2019,2001,1,9.0,0.629841,5.0,0.316,2020.0,2020.0,1.0,1.0
362,8,2018,2010,2,11.0,,5.0,,2019.0,,1.0,
363,3,2016,2013,1,10.0,,1.0,,2017.0,,1.0,
363,4,2017,2013,1,13.0,,2.0,,2017.0,,0.0,
364,16,2017,2001,2,13.0,0.125947,2.0,0.124,2018.0,2018.0,1.0,1.0
364,17,2018,2001,2,11.0,0.571212,2.0,0.139,2018.0,2018.0,0.0,0.0
364,18,2019,2001,2,9.0,0.056953,1.0,0.125,2020.0,2020.0,1.0,1.0
365,9,2008,1999,1,,,3.0,,2017.0,,9.0,
365,10,2009,1999,1,12.0,,6.0,,2017.0,,8.0,
366,9,2008,1999,2,9.0,,3.0,,2017.0,,9.0,
367,4,2018,2014,2,,1.277032,,0.257,,2018.0,,0.0
368,9,2008,1999,2,16.0,,2.0,,2017.0,,9.0,
368,10,2009,1999,2,15.0,,5.0,,2017.0,,8.0,
369,9,2008,1999,2,12.0,,1.0,,2017.0,,9.0,
369,10,2009,1999,2,12.0,,1.0,,2017.0,,8.0,
369,13,2012,1999,2,9.0,,6.0,,2017.0,,5.0,
370,7,2008,2001,2,8.0,,4.0,,2017.0,,9.0,
370,12,2013,2001,2,,,1.0,,2017.0,,4.0,
371,4,2014,2010,1,15.0,,5.0,,2017.0,,3.0,
371,7,2017,2010,1,10.0,,1.0,,2017.0,,0.0,
372,4,2014,2010,2,12.0,,8.0,,2017.0,,3.0,
372,6,2016,2010,2,12.0,0.075252,1.0,0.189,2017.0,2017.0,1.0,1.0
372,7,2017,2010,2,16.0,0.402585,1.0,0.187,2017.0,2017.0,0.0,0.0
372,8,2018,2010,2,11.0,1.975931,4.0,0.225,2018.0,2018.0,0.0,0.0
372,9,2019,2010,2,11.0,0.456344,4.0,0.143,2020.0,2020.0,1.0,1.0
373,7,2013,2006,1,13.0,,6.0,,2018.0,,5.0,
373,12,2018,2006,1,11.0,,6.0,,2018.0,,0.0,
374,6,2019,2013,1,8.0,0.476512,3.0,0.208,2020.0,2020.0,1.0,1.0
375,3,2017,2014,2,12.0,0.446656,3.0,0.148,2018.0,2018.0,1.0,1.0
375,4,2018,2014,2,12.0,0.934494,5.0,0.213,2018.0,2018.0,0.0,0.0
375,5,2019,2014,2,9.0,0.057821,2.0,0.139,2020.0,2020.0,1.0,1.0
376,5,2017,2012,1,13.0,0.392481,3.0,0.156,2018.0,2018.0,1.0,1.0
376,6,2018,2012,1,11.0,1.014769,4.0,0.222,2018.0,2018.0,0.0,0.0
376,7,2019,2012,1,10.0,0.726995,4.0,0.299,2020.0,2020.0,1.0,1.0
377,13,2013,2000,1,13.0,0.825804,5.0,0.291,2017.0,2017.0,4.0,4.0
377,14,2014,2000,1,12.0,0.103,2.0,0.167,2017.0,2017.0,3.0,3.0
377,16,2016,2000,1,10.0,0.065332,1.0,0.134,2017.0,2017.0,1.0,1.0
377,17,2017,2000,1,12.0,0.0,1.0,0.128,2017.0,2017.0,0.0,0.0
378,5,2013,2008,2,10.0,,2.0,,2017.0,,4.0,
378,8,2016,2008,2,,,3.0,,2017.0,,1.0,
378,10,2018,2008,2,12.0,,2.0,,2018.0,,0.0,
378,11,2019,2008,2,15.0,1.375094,7.0,0.305,2020.0,2020.0,1.0,1.0
379,5,2017,2012,1,,0.189161,,0.129,,2018.0,,1.0
380,12,2018,2006,1,,0.893275,,0.247,,2018.0,,0.0
380,13,2019,2006,1,7.0,0.102321,1.0,0.115,2020.0,2020.0,1.0,1.0
381,6,2016,2010,2,9.0,0.0,1.0,0.12,2017.0,2018.0,1.0,2.0
381,7,2017,2010,2,14.0,0.138725,2.0,0.136,2017.0,2018.0,0.0,1.0
381,8,2018,2010,2,10.0,0.642418,5.0,0.193,2018.0,2018.0,0.0,0.0
381,9,2019,2010,2,11.0,0.366536,7.0,0.395,2020.0,2020.0,1.0,1.0
382,5,2019,2014,1,13.0,1.288853,4.0,0.138,2020.0,2020.0,1.0,1.0
383,4,2018,2014,1,10.0,0.283959,3.0,0.108,2020.0,2020.0,2.0,2.0
383,5,2019,2014,1,8.0,0.405196,6.0,0.164,2020.0,2020.0,1.0,1.0
384,7,2018,2011,1,7.0,0.216209,1.0,0.195,2020.0,2020.0,2.0,2.0
384,8,2019,2011,1,9.0,0.070011,1.0,0.1,2020.0,2020.0,1.0,1.0
385,4,2017,2013,2,10.0,0.021088,1.0,0.131,2018.0,2018.0,1.0,1.0
385,5,2018,2013,2,13.0,0.803754,5.0,0.238,2018.0,2018.0,0.0,0.0
385,6,2019,2013,2,11.0,0.63626,5.0,0.176,2020.0,2020.0,1.0,1.0
386,12,2011,1999,1,14.0,,6.0,,2017.0,,6.0,
387,14,2008,1994,1,9.0,,8.0,,2017.0,,9.0,
387,15,2009,1994,1,12.0,,4.0,,2017.0,,8.0,
387,20,2014,1994,1,12.0,,6.0,,2017.0,,3.0,
387,25,2019,1994,1,8.0,0.130629,2.0,0.155,2020.0,2020.0,1.0,1.0
388,10,2009,1999,1,8.0,,8.0,,2017.0,,8.0,
388,14,2013,1999,1,10.0,,2.0,,2017.0,,4.0,
389,3,2014,2011,2,2.0,0.897276,6.0,0.168,2020.0,2020.0,6.0,6.0
389,8,2019,2011,2,2.0,0.821219,6.0,0.423,2020.0,2020.0,1.0,1.0
390,10,2008,1998,1,12.0,,3.0,,2017.0,,9.0,
390,14,2012,1998,1,12.0,,1.0,,2017.0,,5.0,
391,21,2009,1988,2,10.0,,7.0,,2017.0,,8.0,
391,22,2010,1988,2,12.0,,2.0,,2017.0,,7.0,
392,15,2011,1996,1,13.0,,6.0,,2017.0,,6.0,
393,6,2018,2012,1,10.0,,3.0,,2019.0,,1.0,
394,9,2017,2008,1,8.0,,1.0,,2019.0,,2.0,
395,8,2019,2011,1,13.0,0.398954,2.0,0.142,2020.0,2020.0,1.0,1.0
396,3,2017,2014,1,12.0,0.080251,1.0,0.145,2018.0,2018.0,1.0,1.0
396,4,2018,2014,1,11.0,0.875683,6.0,0.234,2018.0,2018.0,0.0,0.0
396,5,2019,2014,1,14.0,1.163582,6.0,0.332,2020.0,2020.0,1.0,1.0
397,8,2009,2001,2,12.0,,2.0,,2017.0,,8.0,
398,15,2012,1997,1,12.0,,2.0,,2017.0,,5.0,
398,16,2013,1997,1,7.0,,1.0,,2017.0,,4.0,
398,20,2017,1997,1,15.0,,6.0,,2017.0,,0.0,
399,6,2017,2011,1,14.0,0.458456,6.0,0.365,2018.0,2018.0,1.0,1.0
399,7,2018,2011,1,11.0,0.70523,5.0,0.195,2018.0,2018.0,0.0,0.0
399,8,2019,2011,1,11.0,0.182586,1.0,0.148,2020.0,2020.0,1.0,1.0
400,16,2016,2000,1,10.0,,3.0,,2018.0,,2.0,
400,18,2018,2000,1,10.0,,1.0,,2018.0,,0.0,
400,19,2019,2000,1,8.0,0.084274,2.0,0.125,2020.0,2020.0,1.0,1.0
401,7,2018,2011,1,13.0,,5.0,,2019.0,,1.0,
401,8,2019,2011,1,8.0,0.244735,3.0,0.204,2020.0,2020.0,1.0,1.0
402,5,2018,2013,1,9.0,,3.0,,2019.0,,1.0,
403,3,2011,2008,2,13.0,,8.0,,2017.0,,6.0,
404,3,2011,2008,2,12.0,0.474442,4.0,0.163,2017.0,2018.0,6.0,7.0
404,5,2013,2008,2,10.0,,1.0,,2017.0,,4.0,
404,8,2016,2008,2,12.0,0.007651,1.0,0.111,2017.0,2018.0,1.0,2.0
404,10,2018,2008,2,19.0,1.849238,7.0,0.325,2018.0,2018.0,0.0,0.0
404,11,2019,2008,2,11.0,0.13921,2.0,0.107,2020.0,2020.0,1.0,1.0
405,5,2016,2011,2,10.0,,2.0,,2017.0,,1.0,
405,6,2017,2011,2,12.0,,1.0,,2017.0,,0.0,
406,5,2012,2007,1,12.0,,8.0,,2017.0,,5.0,
406,7,2014,2007,1,10.0,,5.0,,2017.0,,3.0,
406,11,2018,2007,1,17.0,,7.0,,2018.0,,0.0,
406,12,2019,2007,1,6.0,0.231443,1.0,0.194,2020.0,2020.0,1.0,1.0
407,10,2019,2009,2,11.0,0.426591,5.0,0.169,2020.0,2020.0,1.0,1.0
