NestID,Year,Female ID,Reproductive Age,Clutch Number,Julian Oviposition Date,Clutch size,Depredated?,Number Alive Hatchlings,Plastron Length (mm),Avg Egg Mass (g),Total Clutch Mass (g),Avg Hatchling Mass (g),Nest distance to water (meter),Nest canopy cover (S + W)
2006144,2006,118,5,1,164,12,NO,9,143,6.31,75.68,4.18,37,121
2006156,2006,83,5,1,164,11,YES,0,143,6.05,66.52,,5,82
2006167,2006,54,5,1,165,10,NO,4,145,6.68,66.76,4.41,33,133
2006172,2006,88,5,3,165,11,NO,0,156,7.25,79.78,,58,148
2006174,2006,72,5,2,166,9,NO,8,160,UNK,UNK,4.14,70,69
2006177,2006,90,5,2,166,12,YES,0,153,6.36,76.33,,46,90
2006181,2006,2,5,1,167,12,NO,12,155,UNK,UNK,4.78,12,26
2006183,2006,112,5,2,167,UNK,YES,0,167,UNK,UNK,,48,56
2006198,2006,77,5,2,168,11,NO,9,145,UNK,UNK,3.48,35,96
2006203,2006,475,5,1,169,14,NO,6,170,UNK,UNK,4.38,71,96
2006204,2006,101,5,2,169,8,NO,6,144,5.69,45.48,3.65,12,110
2006207,2006,454,5,1,169,11,NO,11,151,UNK,UNK,4.61,UNK,70
2006210,2006,76,5,2,169,8,NO,8,144,UNK,UNK,4.23,50,109
2006211,2006,18,5,2,169,9,YES,0,161,6.92,62.27,,41,83
2006235,2006,460,5,2,174,9,YES,0,137,5.36,48.2,,5,75
2006244,2006,118,5,2,176,10,NO,8,144,5.83,58.33,4.18,51,113
2006246,2006,121,5,2,176,6,NO,6,144,UNK,UNK,5.34,37,119
2006249,2006,459,5,1,176,8,NO,0,145,5.53,44.27,,30,114
2006254,2006,468,5,1,178,10,NO,9,156,6.08,60.84,4.38,54,104
2007024,2007,512,5,1,148,10,YES,0,159,7.03,70.26,,78,71
2007026,2007,516,5,1,148,9,YES,0,148,6.55,58.95,,8,17
2007044,2007,385,5,1,150,UNK,YES,0,155,UNK,UNK,,57,104
2007047,2007,408,5,1,150,UNK,YES,0,147,UNK,UNK,,56,84
2007058,2007,509,5,1,149,8,NO,8,160,UNK,UNK,6.86,43,98
2007059,2007,506,5,1,149,8,YES,0,148,6.69,53.55,,53,69
2007061,2007,616,5,1,149,UNK,YES,0,143,UNK,UNK,,32,88
2007084,2007,597,5,1,151,14,YES,0,165,6.59,92.25,,78,113
2007145,2007,513,5,1,164,9,NO,7,148,6.81,61.33,4.92,23,129
2007174,2007,408,5,2,168,9,NO,0,147,6.16,55.48,,39,137
2007175,2007,398,5,1,167,7,NO,1,149,5.96,41.75,3.94,23,176
2007176,2007,597,5,2,167,10,NO,10,165,7,70.01,4.22,39,112
2007195,2007,385,5,2,169,9,NO,1,155,6.84,61.59,2.47,44,108
2007198,2007,509,5,2,170,8,NO,8,160,8.11,64.88,5.89,31,127
2007255,2007,513,5,2,178,7,NO,5,148,6.82,47.74,4.42,31,153
2008002,2008,403,5,1,154,13,NO,0,156,5.61,72.97,,13,126
2008006,2008,332,5,1,157,13,NO,0,157,6.05,78.68,,81,87
2008018,2008,609,5,1,159,8,NO,0,156,8.15,65.2,,61,97
2008026,2008,351,5,1,159,13,NO,0,UNK,7.35,95.58,,43,128
2008034,2008,355,5,1,160,9,NO,0,150,6.69,60.21,,36,130
2008054,2008,495,5,1,162,7,NO,0,152,8.15,57.02,,18,45
2008092,2008,332,5,2,175,11,YES,0,157,5.55,61.02,,40,73
2008123,2008,355,5,2,177,9,YES,0,150,6.68,60.08,,9,35
2008132,2008,351,5,2,178,11,YES,0,155,6.5,71.5,,16,12
2008161,2008,603,5,1,181,8,YES,0,150,6.81,54.5,,9,67
2009004,2009,465,5,1,146,9,NO,0,150,6.12,48.97,,45,45
2009032,2009,27,5,1,154,10,YES,0,143,7.88,78.76,,52,85
2009033,2009,741,5,1,154,9,YES,0,157,7.63,68.69,,69,80
2009238,2009,741,5,2,172,9,YES,0,157,6.96,55.65,,13,114
2009265,2009,583,5,1,174,9,YES,0,158,6.43,51.47,,8,77
2010034,2010,685,5,1,146,11,YES,0,152,7.87,86.59,,25,116
2010037,2010,284,5,1,146,10,YES,0,150,6.77,67.68,,42,62
2010041,2010,677,5,1,146,8,YES,0,149,7.86,62.9,,56,70
2010045,2010,290,5,1,146,11,YES,0,167,6.74,74.14,,58,66
2010061,2010,684,5,1,148,11,YES,0,158,7.48,82.29,,21,65
2010064,2010,667,5,1,148,6,YES,0,151,6.96,41.75,,44,57
2010075,2010,683,5,1,149,8,YES,0,144,7.83,62.62,,21,UNK
2010119,2010,276,5,1,152,8,YES,0,158,7.28,58.22,,52,120
2010120,2010,681,5,1,152,14,YES,0,164,6.6,92.37,,28,35
2010141,2010,313,5,1,153,15,YES,0,153,7.33,109.88,,5,32
2010171,2010,537,5,1,159,9,YES,0,167,7.85,70.67,,32,54
2010173,2010,677,5,2,159,9,YES,0,151,7.39,66.53,,58,49
2010196,2010,667,5,2,163,10,YES,0,UNK,6.11,61.12,,36,106
2010232,2010,293,5,1,169,11,YES,0,162,6.82,75.01,,38,116
2010260,2010,679,5,1,172,10,YES,0,159,5.77,57.71,,9,100
2002004,2002,617,6,1,150,13,NO,11,168,8.03,104.42,5.56,70,66
2002019,2002,622,6,1,151,7,NO,1,155,8.25,57.77,3.62,UNK,126
2002029,2002,618,6,1,152,10,NO,10,158,7.91,79.05,UNK,45,54
2002032,2002,234,6,1,152,12,NO,8,158,6.7,80.34,4.21,UNK,84
2002038,2002,650,6,1,152,9,NO,8,156,7.97,71.7,4.67,42,98
2002040,2002,648,6,1,153,10,NO,0,154,7.08,70.8,,68,135
2002041,2002,57,6,1,153,9,NO,5,UNK,7.79,70.07,4.13,32,140
2002045,2002,148,6,1,154,10,YES,0,157,7.08,70.75,,65,29
2002051,2002,624,6,1,157,11,NO,8,170,8.57,94.29,5.99,41,45
2002054,2002,644,6,1,158,9,NO,9,152,8,72.03,5.14,31,172
2002056,2002,199,6,1,158,8,YES,0,151,6.01,48.09,,9,47
2002059,2002,630,6,1,159,9,YES,5,148,7.43,66.84,5.21,81,92
2002061,2002,646,6,1,159,13,YES,0,172,8.05,104.61,,68,48
2002101,2002,24,6,1,161,14,NO,11,173,8.03,112.35,5.63,54,108
2002116,2002,697,6,1,161,12,NO,10,176,7.58,90.97,4.6,14,44
2002128,2002,643,6,1,161,12,YES,0,157,7.29,87.49,,54,72
2002159,2002,704,6,1,163,14,YES,0,164,7.21,100.96,,62,113
2002168,2002,618,6,2,165,11,NO,10,162,8.13,89.39,5.81,20,47
2002193,2002,57,6,2,170,11,NO,10,158,6.96,76.52,5.23,45,42
2002198,2002,619,6,1,170,10,YES,0,160,7.24,72.4,,47,116
2002203,2002,650,6,2,171,10,NO,9,155,6.87,68.74,4.29,41,104
2002218,2002,648,6,2,172,10,YES,0,154,7.26,72.59,,67,153
2002220,2002,705,6,1,172,14,YES,0,170,5.99,83.89,,20,169
2002223,2002,626,6,1,172,10,YES,0,157,6.93,69.34,,69,43
2002235,2002,644,6,2,173,11,NO,10,152,7.39,81.29,4.87,27,94
2002237,2002,630,6,2,173,11,NO,5,148,6.81,74.93,4.63,2,51
2002248,2002,148,6,2,174,10,NO,6,157,6.85,68.49,4.23,71,40
2002274,2002,631,6,1,175,8,YES,0,148,7.06,56.51,,56,77
2002276,2002,402,6,1,175,14,YES,0,177,6.94,97.13,,2,38
2002300,2002,697,6,2,176,12,NO,9,176,7.38,88.53,4.68,20,78
2002304,2002,643,6,2,176,13,YES,0,UNK,6.57,85.46,,42,58
2002312,2002,704,6,2,176,12,YES,0,163,7.39,88.64,,1,111
2002313,2002,637,6,1,176,12,YES,0,152,5.98,71.77,,0,130
2002352,2002,24,6,2,179,12,NO,10,174,7.72,92.64,5.54,26,58
2002371,2002,619,6,2,181,9,YES,0,161,6.51,58.62,,81,85
2002376,2002,650,6,3,182,7,YES,0,157,6.23,43.63,,40,98
2002384,2002,624,6,2,182,12,NO,9,170,6.5,78.05,4.34,35,62
2003011,2003,515,6,1,149,14,YES,0,177,7.21,100.95,,12,159
2003051,2003,127,6,1,158,10,NO,7,152,7.29,72.88,4.88,1,40
2003054,2003,20,6,1,159,12,YES,0,160,7.58,83.39,,7,139
2003082,2003,259,6,1,160,11,YES,5,154,7.02,77.24,4.88,27,96
2003102,2003,576,6,1,161,UNK,YES,0,158,UNK,UNK,,53,51
2003118,2003,711,6,1,161,UNK,YES,0,152,UNK,UNK,,12,56
2003133,2003,727,6,1,164,11,NO,7,151,6.8,74.84,5.13,10,20
2003141,2003,585,6,1,165,9,YES,0,173,8.22,73.96,,3,73
2003163,2003,710,6,1,167,8,YES,0,150,7.42,59.35,,3,112
2003183,2003,515,6,2,169,14,NO,1,176,7.28,101.96,4.44,57,117
2003237,2003,502,6,1,173,UNK,YES,0,161,UNK,UNK,,8,42
2003253,2003,623,6,1,174,12,NO,11,156,UNK,UNK,5.39,84,142
2003260,2003,127,6,2,174,9,NO,9,153,UNK,UNK,4.78,15,41
2003262,2003,20,6,2,174,UNK,YES,0,161,UNK,UNK,,2,39
2003313,2003,585,6,2,179,9,YES,0,174,7.19,64.7,,2,21
2003321,2003,576,6,2,181,UNK,YES,0,158,UNK,UNK,,1,128
2003323,2003,727,6,2,181,10,YES,0,150,6.83,68.27,,2,162
2004037,2004,305,6,1,152,16,YES,0,169,7.21,115.35,,UNK,77
2004080,2004,145,6,1,158,7,NO,7,145,UNK,UNK,5.58,UNK,UNK
2004128,2004,267,6,1,160,UNK,YES,0,169,UNK,UNK,,UNK,47
2004143,2004,140,6,1,162,10,NO,6,147,6.43,64.28,4.03,UNK,33
2004176,2004,305,6,2,166,14,YES,0,168,6.62,92.69,,UNK,167
2004209,2004,708,6,1,169,12,YES,0,168,7.32,80.53,,UNK,103
2004222,2004,145,6,2,175,10,YES,0,146,7.34,73.37,,UNK,51
2004235,2004,267,6,2,179,9,YES,0,170,6.66,59.94,,UNK,90
2005011,2005,190,6,1,150,8,YES,0,153,8.32,66.59,,14,40
2005015,2005,206,6,1,150,8,NO,7,167,7.39,59.15,5.09,66,49
2005016,2005,183,6,1,151,10,YES,0,147,6.4,63.99,,14,117
2005104,2005,139,6,1,156,13,YES,0,169,6.59,85.61,,UNK,17
2005143,2005,190,6,2,161,8,YES,0,154,7.48,52.39,,44,61
2005149,2005,173,6,1,162,13,YES,0,152,5.87,76.25,,12,131
2005160,2005,183,6,2,163,11,YES,0,147,5.96,65.59,,11,30
2005163,2005,206,6,2,163,11,YES,0,166,6.81,74.86,,39,143
2005204,2005,168,6,1,170,8,YES,0,145,6.15,49.19,,0,183
2005246,2005,212,6,1,173,11,YES,0,156,4.61,50.67,,5,38
2006006,2006,220,6,1,147,10,YES,0,144,5.68,56.79,,15,152
2006021,2006,48,6,1,149,UNK,YES,0,157,UNK,UNK,,13,60
2006025,2006,236,6,1,149,8,YES,0,150,7,55.96,,68,47
2006026,2006,25,6,1,149,UNK,YES,0,170,UNK,UNK,,7,159
2006037,2006,482,6,1,150,10,YES,0,148,7.36,73.58,,45,125
2006043,2006,166,6,1,150,UNK,YES,0,166,UNK,UNK,,30,85
2006049,2006,217,6,1,150,UNK,YES,0,167,UNK,UNK,,30,88
2006084,2006,452,6,1,155,10,YES,0,149,6.27,62.67,,6,96
2006085,2006,240,6,1,155,10,YES,0,148,6.85,68.47,,6,169
2006123,2006,211,6,1,158,13,NO,13,161,UNK,UNK,4.56,46,93
2006153,2006,25,6,2,164,13,NO,11,169,7.62,99.07,5.33,15,33
2006155,2006,244,6,1,164,11,YES,0,157,6.43,70.68,,42,68
2006166,2006,236,6,2,165,10,NO,0,150,7.87,70.83,,55,102
2006173,2006,220,6,2,166,10,NO,7,144,5.31,53.12,3.83,63,123
2006185,2006,647,6,1,167,3,NO,3,172,UNK,UNK,4.22,67,51
2006192,2006,166,6,2,168,UNK,YES,0,167,UNK,UNK,,58,76
2006212,2006,452,6,2,170,10,NO,0,149,UNK,UNK,,20,82
2006231,2006,224,6,1,172,11,NO,11,151,8.1,89.05,5.08,26,104
2006253,2006,25,6,3,177,8,NO,8,169,8.15,65.16,5.27,10,26
2006261,2006,244,6,2,180,7,NO,7,156,7.26,50.84,5.12,45,110
2007016,2007,479,6,1,144,10,NO,9,175,6.67,66.65,4.05,30,145
2007018,2007,438,6,1,144,10,NO,10,164,6.86,68.64,4.64,39,73
2007025,2007,458,6,1,148,8,YES,0,142,7.33,58.66,,8,84
2007036,2007,468,6,1,149,9,NO,8,156,7.13,64.14,5.02,35,111
2007037,2007,112,6,1,149,14,YES,0,169,8.21,114.99,,57,83
2007050,2007,88,6,1,150,13,YES,0,157,7.33,95.27,,71,118
2007056,2007,59,6,1,150,UNK,YES,0,146,UNK,UNK,,21,71
2007064,2007,436,6,1,149,UNK,YES,0,141,UNK,UNK,,60,125
2007078,2007,68,6,1,152,5,NO,5,149,7.55,37.76,4.72,6,43
2007080,2007,454,6,1,152,5,NO,5,153,UNK,UNK,4.54,21,89
2007089,2007,451,6,1,151,11,YES,0,153,6.68,73.49,,38,65
2007094,2007,121,6,1,152,7,YES,0,145,7.67,53.71,,25,133
2007097,2007,101,6,1,153,8,NO,8,146,7.32,58.53,4.71,26,189
2007103,2007,54,6,1,153,8,YES,0,150,7.47,59.73,,3,56
2007123,2007,88,6,2,158,8,NO,3,179,8.84,70.68,6.63,40,127
2007128,2007,124,6,1,161,10,NO,10,147,5.26,52.57,3.83,25,102
2007138,2007,118,6,1,164,11,YES,0,146,6.4,70.45,,60,76
2007155,2007,90,6,1,165,2,NO,0,155,6.2,12.39,,21,85
2007156,2007,112,6,2,165,13,NO,13,170,8,103.97,5.42,46,138
2007164,2007,68,6,2,167,8,YES,0,150,6.59,52.71,,9,49
2007171,2007,88,6,3,167,13,NO,10,157,7.15,92.97,5,50,113
2007178,2007,475,6,1,167,13,NO,13,172,6.69,86.93,5.14,21,114
2007196,2007,54,6,2,169,8,NO,6,154,7.54,60.34,5.26,11,62
2007197,2007,45,6,1,169,11,NO,7,158,7.51,82.6,4.5,58,151
2007204,2007,121,6,2,170,6,NO,5,145,UNK,UNK,4.62,27,75
2007211,2007,69,6,1,169,10,NO,5,153,6.3,63.01,2.97,6,82
2007222,2007,42,6,1,169,10,NO,8,152,6.43,64.26,4.63,UNK,141
2007227,2007,18,6,1,170,8,NO,7,161,7.18,57.46,5.55,48,118
2007234,2007,124,6,2,173,7,NO,7,153,5.02,35.13,3.32,28,126
2007241,2007,595,6,1,174,11,NO,11,162,6.42,70.61,4.3,10,37
2007242,2007,72,6,1,176,9,YES,0,163,7.16,64.44,,73,51
2007244,2007,83,6,1,177,8,NO,4,145,6.35,50.77,4.55,9,40
2007247,2007,118,6,2,177,11,YES,0,147,5.73,63.01,,80,86
2007266,2007,18,6,2,179,10,NO,8,155,7.27,72.66,3.92,69,127
2007268,2007,68,6,3,180,6,NO,3,150,6.45,38.7,3.78,7,36
2008012,2008,512,6,1,158,10,NO,0,160,7.56,75.59,,71,58
2008024,2008,506,6,1,159,10,NO,0,149,6.57,65.66,,37,49
2008027,2008,367,6,1,160,10,NO,0,151,6.82,68.22,,70,65
2008051,2008,385,6,1,161,11,NO,0,157,7.42,81.61,,64,147
2008083,2008,512,6,2,174,UNK,YES,0,159,UNK,UNK,,20,58
2008117,2008,408,6,1,177,12,YES,0,148,5.94,71.27,,45,92
2009061,2009,602,6,1,158,12,YES,0,158,5.69,68.28,,24,80
2009065,2009,603,6,1,158,10,YES,0,152,6.88,68.84,,16,42
2009079,2009,356,6,1,158,15,YES,0,169,7.3,109.48,,3,31
2009114,2009,355,6,1,160,6,YES,0,UNK,6.68,40.08,,27,97
2009141,2009,613,6,1,163,12,NO,7,178,8.17,89.9,5.23,7,82
2009157,2009,495,6,1,166,8,YES,0,153,7.77,54.4,,3,3
2009220,2009,351,6,1,171,12,YES,0,156,6.9,62.09,,24,132
2009259,2009,608,6,1,174,15,YES,0,176,7.65,107.11,,49,UNK
2010027,2010,440,6,1,145,9,YES,0,151,6.19,55.74,,35,102
2010039,2010,741,6,1,146,9,YES,0,158,7.75,69.73,,55,130
2010206,2010,741,6,2,164,9,NO,0,157,7.64,61.14,,19,55
2010272,2010,527,6,1,180,6,NO,0,UNK,6.44,38.66,,45,96
2003002,2003,618,7,1,148,10,NO,2,162,8.07,80.7,4.96,UNK,3
2003015,2003,234,7,1,152,11,YES,6,160,7.04,77.46,4.99,14,101
2003023,2003,630,7,1,156,11,NO,4,149,7.28,80.1,4.81,5,30
2003028,2003,619,7,1,156,10,NO,5,160,7,70,5.36,51,33
2003030,2003,648,7,1,157,9,NO,4,153,7.68,69.08,5.21,56,104
2003032,2003,624,7,1,157,9,NO,3,170,8.61,77.48,4.75,42,58
2003053,2003,704,7,1,159,14,YES,0,163,6.37,89.18,,29,113
2003069,2003,24,7,1,160,14,YES,0,173,7.56,105.79,,2,89
2003079,2003,626,7,1,160,UNK,YES,0,157,UNK,UNK,,33,61
2003081,2003,697,7,1,160,12,YES,3,178,7.97,95.6,5.27,0,89
2003086,2003,235,7,1,160,UNK,YES,0,164,UNK,UNK,,8,42
2003091,2003,635,7,1,160,UNK,YES,0,162,UNK,UNK,,9,76
2003115,2003,148,7,1,161,12,NO,9,157,6.98,83.74,5.05,59,75
2003120,2003,643,7,1,163,13,NO,7,157,6.96,90.48,5.41,74,45
2003149,2003,111,7,1,166,15,NO,15,159,8.05,120.76,5.46,4,37
2003168,2003,617,7,1,167,11,YES,1,169,7.88,86.63,4.59,13,177
2003204,2003,57,7,1,169,UNK,YES,0,158,UNK,UNK,,26,90
2003216,2003,630,7,2,172,8,NO,1,148,7.14,57.08,4.88,4,25
2003230,2003,648,7,2,173,UNK,YES,0,154,UNK,UNK,,64,136
2003239,2003,624,7,2,174,14,NO,1,169,7.92,110.83,4.96,56,125
2003251,2003,704,7,2,174,UNK,YES,0,163,UNK,UNK,,33,164
2003255,2003,631,7,1,174,UNK,YES,0,149,UNK,UNK,,64,142
2003267,2003,626,7,2,175,7,NO,6,157,UNK,UNK,5.27,40,107
2003270,2003,642,7,1,175,9,NO,9,148,UNK,UNK,4.28,37,76
2003304,2003,235,7,2,178,10,YES,0,165,7.33,73.3,,6,174
2003307,2003,644,7,1,179,10,NO,0,153,7.55,75.53,,9,111
2004006,2004,723,7,1,148,10,YES,0,149,7.24,72.37,,UNK,124
2004020,2004,729,7,1,151,12,NO,12,165,7.56,83.11,4.63,UNK,99
2004022,2004,718,7,1,151,UNK,YES,0,156,UNK,UNK,,UNK,65
2004034,2004,299,7,1,152,13,,0,178,UNK,UNK,,UNK,140
2004055,2004,127,7,1,155,9,YES,0,152,7.67,69.01,,UNK,63
2004060,2004,727,7,1,156,9,YES,0,151,7,63,,UNK,UNK
2004092,2004,715,7,1,159,15,NO,5,168,7.04,105.62,4.95,UNK,UNK
2004116,2004,487,7,1,159,8,NO,2,166,6.5,52.02,4.73,UNK,193
2004119,2004,515,7,1,160,13,YES,0,179,7.06,91.78,,UNK,99
2004132,2004,576,7,1,161,12,NO,0,158,7.26,87.13,,UNK,36
2004161,2004,255,7,1,165,UNK,YES,0,166,UNK,UNK,,UNK,UNK
2004175,2004,623,7,1,166,12,NO,11,157,7.19,86.29,4.87,UNK,71
2004200,2004,127,7,2,167,UNK,YES,0,UNK,UNK,UNK,,UNK,29
2004239,2004,728,7,1,181,13,YES,0,167,6.74,87.64,,UNK,UNK
2004247,2004,576,7,2,180,9,YES,0,159,7.04,63.38,,UNK,119
2004252,2004,715,7,2,182,13,YES,0,167,6.2,80.6,,UNK,29
2004269,2004,623,7,2,183,10,YES,0,157,5.67,56.67,,UNK,UNK
2005043,2005,305,7,1,154,15,YES,0,168,7.54,113.11,,60,192
2005044,2005,555,7,1,154,12,YES,0,179,7.83,94.01,,1,152
2005077,2005,141,7,1,156,9,YES,0,148,7.72,69.44,,15,139
2005086,2005,145,7,1,156,8,YES,0,146,7.39,51.75,,35,78
2005126,2005,140,7,1,159,12,YES,0,147,6.47,77.58,,46,98
2005186,2005,305,7,2,166,15,YES,0,169,6.81,102.18,,56,53
2005203,2005,145,7,2,170,12,YES,0,146,7.07,84.83,,8,176
2005210,2005,153,7,1,170,10,YES,0,132,4.82,48.19,,10,182
2005238,2005,306,7,1,172,9,YES,0,157,6.91,55.27,,2,30
2006005,2006,212,7,1,147,12,YES,0,155,6.7,80.39,,55,145
2006031,2006,173,7,1,149,UNK,YES,0,152,UNK,UNK,,6,113
2006052,2006,139,7,1,151,9,YES,0,170,7.86,62.89,,46,51
2006147,2006,173,7,2,164,12,YES,0,152,5.58,66.9,,30,82
2006202,2006,139,7,2,169,13,NO,13,170,UNK,UNK,4.82,49,56
2006241,2006,173,7,3,176,11,NO,11,152,UNK,UNK,4.2,16,90
2007006,2007,25,7,1,144,8,NO,8,169,8.83,70.65,5.79,7,164
2007012,2007,209,7,1,144,13,NO,12,175,7.84,101.93,5.06,10,116
2007041,2007,48,7,1,150,13,NO,12,160,UNK,UNK,4.45,19,83
2007042,2007,222,7,1,150,13,NO,1,150,6.27,81.52,3.52,19,91
2007048,2007,482,7,1,150,11,NO,11,149,7.11,78.17,5,5,129
2007066,2007,240,7,1,150,9,YES,0,149,7.06,63.53,,51,70
2007086,2007,236,7,1,151,11,YES,0,150,6.92,76.12,,22,79
2007139,2007,452,7,1,164,9,NO,8,150,6.54,58.89,4.62,2,123
2007141,2007,48,7,2,163,14,NO,9,160,5.59,78.31,4,21,89
2007150,2007,25,7,2,165,10,NO,8,169,7.83,78.32,5.36,11,86
2007163,2007,236,7,2,167,10,YES,0,151,7.36,73.61,,42,96
2007191,2007,240,7,2,169,8,NO,0,149,7.15,57.22,,28,89
2007207,2007,166,7,2,169,9,NO,9,167,7.9,71.08,6.2,79,111
2007223,2007,247,7,1,169,8,NO,5,147,7.02,56.14,4.45,14,69
2007224,2007,306,7,1,169,7,NO,7,157,8.22,57.53,5.2,3,126
2007225,2007,482,7,2,170,9,NO,7,147,7.94,71.5,5.1,15,59
2007257,2007,48,7,3,178,14,YES,0,160,5.21,73,,8,54
2007262,2007,452,7,2,178,10,NO,10,150,5.96,59.64,4.26,3,82
2008001,2008,124,7,1,154,9,NO,0,150,11.59,104.3,,15,38
2008004,2008,468,7,1,157,9,NO,0,157,7.57,68.16,,60,88
2008013,2008,72,7,1,158,11,NO,0,165,6.93,76.22,,60,89
2008019,2008,118,7,1,159,12,NO,0,148,7.36,88.31,,80,101
2008020,2008,88,7,1,159,13,NO,0,159,7.75,100.78,,62,100
2008021,2008,115,7,1,159,11,NO,0,147,7.11,78.16,,58,68
2008023,2008,18,7,1,159,11,NO,0,162,7.03,77.3,,42,83
2008041,2008,121,7,1,161,6,NO,0,146,9.46,56.75,,57,125
2008044,2008,112,7,1,161,15,NO,0,170,9.43,141.39,,33,86
2008055,2008,59,7,1,162,8,NO,0,148,7.93,63.43,,19,15
2008056,2008,454,7,1,163,9,NO,0,149,7.76,69.84,,18,55
2008057,2008,475,7,1,163,16,NO,0,179,7.13,114.08,,27,97
2008061,2008,90,7,1,163,11,NO,0,162,7.17,78.9,,34,63
2008082,2008,68,7,1,174,UNK,YES,0,150,UNK,UNK,,19,56
2008091,2008,18,7,2,175,9,YES,0,162,6.74,60.68,,28,83
2008095,2008,595,7,1,175,11,YES,0,162,5.99,65.93,,28,92
2008119,2008,88,7,2,177,15,YES,0,159,7.56,113.45,,57,116
2008127,2008,59,7,2,178,10,YES,0,148,6.16,61.64,,17,70
2008139,2008,454,7,2,179,9,YES,0,148,6.97,62.74,,16,62
2008170,2008,451,7,1,181,9,YES,0,154,6.8,61.23,,19,33
2008173,2008,475,7,2,183,13,NO,0,177,7.2,93.58,,40,87
2009015,2009,597,7,1,152,10,YES,0,167,8.27,82.74,,68,91
2009017,2009,512,7,1,152,12,YES,0,162,7.03,84.37,,52,104
2009018,2009,408,7,1,152,11,YES,0,151,6.84,75.23,,26,126
2009021,2009,398,7,1,152,8,YES,0,151,6.58,52.62,,83,138
2009054,2009,367,7,1,157,11,YES,0,151,7.07,77.75,,72,110
2009062,2009,509,7,1,158,7,YES,0,162,9.06,63.4,,35,101
2009132,2009,616,7,1,162,12,YES,0,154,5.14,56.49,,25,112
2009207,2009,512,7,2,170,8,YES,0,161,7.22,50.55,,38,66
2009217,2009,408,7,2,171,11,YES,0,150,6.78,67.77,,84,137
2009256,2009,516,7,1,173,8,YES,0,149,6.53,45.71,,27,87
2009282,2009,616,7,2,175,11,YES,0,155,5.35,53.54,,41,107
2010009,2010,332,7,1,144,9,YES,0,157,6.45,58.08,,56,39
2010016,2010,600,7,1,145,10,YES,0,149,6.86,68.56,,6,10
2010026,2010,355,7,1,145,8,YES,0,153,7.24,57.89,,80,81
2010104,2010,495,7,1,150,6,NO,0,153,8.59,51.56,,1,92
2010155,2010,348,7,1,155,6,YES,0,134,5,29.98,,22,48
2010176,2010,600,7,2,160,11,YES,0,151,6.92,76.06,,84,71
2010197,2010,495,7,2,163,8,YES,0,159,8.38,67.02,,19,77
2010211,2010,602,7,1,164,12,YES,0,163,6.31,75.75,,24,100
2010231,2010,426,7,1,169,12,YES,0,160,6.74,74.09,,29,79
2010263,2010,600,7,3,174,9,YES,0,149,6.92,62.31,,44,87
2004002,2004,617,8,1,148,12,NO,3,168,8.11,97.32,4.63,UNK,49
2004008,2004,234,8,1,148,UNK,YES,0,159,UNK,UNK,,UNK,UNK
2004012,2004,631,8,1,149,8,YES,8,150,7.75,61.98,5.68,UNK,39
2004021,2004,635,8,1,151,12,NO,11,168,6.91,76.01,4.74,UNK,134
2004033,2004,617,8,1,152,10,NO,7,UNK,8,80.04,5.33,UNK,54
2004039,2004,705,8,1,152,13,NO,13,171,6.07,78.85,4.24,UNK,48
2004043,2004,622,8,1,153,11,YES,0,157,6.74,74.15,,UNK,160
2004046,2004,148,8,1,154,13,YES,10,158,6.64,86.34,4.63,UNK,102
2004058,2004,644,8,1,155,11,YES,0,153,7.49,82.38,,UNK,172
2004077,2004,637,8,1,158,11,NO,8,153,6.82,75.01,4.38,UNK,99
2004084,2004,619,8,1,158,UNK,YES,0,160,UNK,UNK,,UNK,UNK
2004126,2004,57,8,1,161,9,NO,6,158,7.89,70.99,5.09,UNK,152
2004136,2004,649,8,1,161,10,YES,0,156,6.98,69.77,,UNK,UNK
2004152,2004,631,8,2,164,10,NO,9,148,7.7,77,5.26,UNK,146
2004157,2004,234,8,2,163,UNK,,0,UNK,UNK,UNK,,UNK,UNK
2004177,2004,648,8,1,166,9,NO,0,154,7.51,67.6,,UNK,36
2004184,2004,644,8,2,166,12,NO,11,153,6.74,80.88,4,UNK,142
2004191,2004,148,8,2,167,9,YES,0,170,6.99,62.87,,UNK,92
2004192,2004,705,8,2,167,12,YES,0,158,6.23,74.8,,UNK,49
2004212,2004,637,8,2,170,12,NO,2,153,6.41,76.86,4.17,UNK,66
2004213,2004,619,8,2,170,10,YES,0,160,6.64,66.38,,UNK,77
2004238,2004,57,8,2,181,8,NO,6,159,6.72,53.77,5.14,UNK,114
2004246,2004,704,8,1,180,10,YES,0,164,7.86,78.56,,UNK,157
2004256,2004,617,8,2,182,11,NO,0,166,6.66,73.31,,UNK,176
2005041,2005,727,8,1,153,11,YES,0,151,6.94,76.31,,6,150
2005057,2005,487,8,1,155,13,YES,0,166,6.43,83.63,,79,167
2005221,2005,487,8,2,171,10,YES,0,166,6.87,102.98,,62,93
2005264,2005,585,8,1,174,12,YES,0,174,7.18,86.19,,3,203
2005273,2005,515,8,1,176,9,YES,0,177,6.73,60.55,,46,180
2006015,2006,140,8,1,149,9,NO,3,147,7.34,66.02,4.43,41,63
2006051,2006,305,8,1,150,UNK,YES,0,170,UNK,UNK,,61,73
2006063,2006,145,8,1,152,UNK,YES,0,147,UNK,UNK,,40,114
