NestID,Year,Female ID,Reproductive Age,Clutch Number,Julian Oviposition Date,Clutch size,Depredated?,Number Alive Hatchlings,Plastron Length (mm),Avg Egg Mass (g),Total Clutch Mass (g),Avg Hatchling Mass (g),Nest distance to water (meter),Nest canopy cover (S + W)
2004150,2004,514,2,1,163,9,NO,8,159,5.74,51.67,3.58,UNK,40
2004156,2004,361,2,2,163,11,NO,5,149,6.13,67.46,4.41,UNK,126
2004167,2004,430,2,1,165,6,YES,0,131,6.38,38.28,,UNK,83
2004170,2004,616,2,1,165,10,YES,0,137,5.89,58.85,,UNK,155
2004172,2004,367,2,1,166,8,YES,0,141,5.42,43.36,,UNK,56
2004182,2004,512,2,2,166,10,YES,6,150,5.79,57.9,4.26,UNK,138
2004183,2004,363,2,2,166,9,YES,0,148,4.96,44.67,,UNK,96
2004189,2004,464,2,2,167,11,YES,0,163,6.65,73.17,,UNK,126
2004228,2004,513,2,2,175,7,YES,0,144,5.86,40.99,,UNK,37
2004234,2004,385,2,1,179,11,YES,0,149,5.38,59.15,,UNK,44
2004236,2004,390,2,1,180,UNK,YES,0,159,5.85,40.95,,UNK,34
2004240,2004,426,2,2,181,9,NO,9,149,4.82,38.56,3.38,UNK,124
2004243,2004,464,2,3,181,6,NO,1,153,6.98,34.9,4.47,UNK,100
2005046,2005,600,2,1,154,12,YES,0,144,5.1,61.14,,11,70
2005051,2005,309,2,1,155,9,YES,0,144,4.52,40.66,,5,148
2005055,2005,358,2,1,155,7,YES,0,143,6.5,45.53,,23,36
2005060,2005,350,2,1,155,8,YES,0,151,8,63.97,,44,98
2005064,2005,143,2,1,155,13,YES,0,162,7.4,96.15,,1,80
2005067,2005,357,2,1,155,8,YES,0,142,6.48,45.34,,41,132
2005068,2005,354,2,1,155,9,YES,0,143,5.65,50.82,,7,147
2005069,2005,311,2,1,155,11,YES,0,145,5.4,59.44,,5,145
2005097,2005,353,2,1,156,11,YES,0,144,5.76,63.34,,20,23
2005105,2005,415,2,1,156,8,YES,0,150,6.16,49.24,,28,43
2005109,2005,239,2,1,157,10,YES,0,157,7.41,74.14,,UNK,83
2005127,2005,309,2,2,159,6,YES,0,138,5.66,33.95,,27,27
2005129,2005,602,2,1,159,11,YES,0,151,4.89,53.79,,68,77
2005136,2005,355,2,1,160,10,YES,0,145,5.23,52.28,,26,53
2005148,2005,495,2,1,162,7,YES,0,150,6.84,47.85,,2,82
2005155,2005,605,2,1,163,9,YES,0,139,6.51,58.61,,4,112
2005175,2005,600,2,2,165,13,YES,0,144,5.52,66.26,,11,47
2005194,2005,311,2,2,169,10,YES,0,146,5.16,51.58,,13,108
2005224,2005,350,2,2,171,6,YES,0,151,7.58,45.46,,35,63
2005226,2005,332,2,1,171,12,YES,0,152,4.47,53.66,,2,157
2005229,2005,353,2,2,171,8,YES,0,144,5.65,45.19,,2,137
2005231,2005,351,2,1,171,10,YES,0,146,6.01,60.12,,10,111
2005236,2005,358,2,2,172,9,YES,0,143,5.92,53.28,,UNK,28
2005284,2005,598,2,1,177,5,YES,0,138,6.18,30.91,,1,152
2005285,2005,736,2,1,177,8,NO,8,149,5.46,43.64,3.83,33,69
2006012,2006,737,2,1,148,11,NO,8,151,6.53,71.81,3.86,27,133
2006022,2006,27,2,1,149,5,NO,1,163,UNK,UNK,5.15,41,102
2006029,2006,523,2,1,149,UNK,YES,0,148,UNK,UNK,,8,87
2006073,2006,449,2,1,153,UNK,YES,0,145,UNK,UNK,,14,48
2006076,2006,594,2,1,153,UNK,YES,0,143,UNK,UNK,,9,69
2006078,2006,461,2,1,154,10,YES,0,151,5.53,55.33,,8,75
2006088,2006,498,2,1,156,7,YES,0,146,6.07,36.42,,15,127
2006093,2006,661,2,1,156,UNK,YES,0,142,UNK,UNK,,12,134
2006099,2006,583,2,1,156,UNK,YES,0,151,UNK,UNK,,6,76
2006101,2006,660,2,1,156,UNK,YES,0,145,UNK,UNK,,4,87
2006137,2006,734,2,1,159,UNK,NO,0,152,UNK,UNK,,4,104
2006146,2006,447,2,1,164,12,YES,0,151,7.29,87.5,,27,52
2006159,2006,307,2,1,165,8,NO,7,160,UNK,UNK,5.43,19,10
2006180,2006,741,2,1,166,UNK,YES,0,151,UNK,UNK,,32,98
2006188,2006,523,2,2,168,11,NO,11,148,UNK,UNK,3.83,10,24
2006195,2006,535,2,1,168,11,NO,10,175,UNK,UNK,5.19,33,146
2006222,2006,583,2,2,170,12,NO,9,152,UNK,UNK,3.35,31,125
2006251,2006,542,2,1,176,11,NO,10,146,5.21,57.36,3.33,30,105
2007014,2007,293,2,1,145,10,YES,0,156,6.74,67.41,,57,41
2007021,2007,448,2,1,147,8,YES,0,153,6.83,54.6,,28,95
2007023,2007,674,2,1,148,10,YES,0,164,6.79,67.87,,15,32
2007027,2007,670,2,1,148,10,YES,0,137,5.51,55.09,,6,68
2007028,2007,279,2,1,149,13,YES,0,145,5.34,69.39,,8,8
2007029,2007,667,2,1,149,7,YES,0,144,6.4,44.78,,23,65
2007031,2007,295,2,1,149,14,YES,0,162,6.28,87.91,,21,100
2007045,2007,685,2,1,150,11,YES,0,145,6.5,71.46,,57,97
2007073,2007,290,2,1,150,8,YES,0,160,5.77,46.19,,60,95
2007085,2007,677,2,1,151,8,NO,7,145,7.01,56.04,4.59,27,130
2007090,2007,681,2,1,151,11,YES,0,155,6.37,70.07,,25,108
2007093,2007,283,2,1,152,9,YES,0,146,5.28,47.5,,58,36
2007099,2007,666,2,1,153,9,YES,0,148,6.68,60.11,,67,93
2007101,2007,686,2,1,153,5,NO,5,136,7.41,37.05,4.4,53,88
2007104,2007,280,2,1,154,10,NO,9,152,5.8,57.99,4.25,20,128
2007112,2007,271,2,1,155,12,YES,0,140,5.33,63.91,,27,87
2007116,2007,684,2,1,157,11,YES,0,149,5.62,61.81,,40,112
2007120,2007,291,2,1,159,8,YES,0,144,6.02,48.15,,14,74
2007122,2007,680,2,1,158,9,NO,9,148,6.49,58.41,4.32,25,116
2007125,2007,683,2,1,162,8,NO,8,141,6.04,48.33,4.51,57,92
2007126,2007,675,2,1,162,9,NO,9,153,5.6,50.38,3.93,14,56
2007127,2007,287,2,1,161,11,NO,9,157,5.88,64.72,4.11,5,172
2007135,2007,276,2,1,163,8,YES,0,153,6.58,52.63,,14,76
2007153,2007,674,2,2,166,12,YES,0,164,6.66,79.87,,35,114
2007154,2007,285,2,1,166,9,NO,9,159,6.06,54.54,4.3,68,58
2007158,2007,284,2,1,165,6,NO,0,144,5.68,34.09,,23,113
2007159,2007,292,2,1,166,8,NO,7,173,8.74,69.92,6,15,6
2007170,2007,293,2,2,167,10,NO,10,156,6.69,66.87,4.85,41,138
2007179,2007,667,2,2,168,10,NO,10,146,5.9,58.96,6.11,27,91
2007188,2007,328,2,1,169,10,NO,10,162,6.87,68.65,4.55,41,172
2007189,2007,685,2,2,169,8,YES,0,145,6.78,54.2,,42,112
2007190,2007,273,2,1,169,8,NO,4,142,5.39,43.08,3.11,21,139
2007209,2007,283,2,2,169,9,NO,4,146,5.27,47.47,3.07,21,47
2007210,2007,670,2,2,169,5,NO,2,137,5.66,28.32,2.68,35,74
2007214,2007,681,2,2,169,8,NO,6,155,5.74,45.9,3.7,26,158
2007228,2007,680,2,2,170,10,NO,9,149,5.93,59.27,4.21,42,72
2007230,2007,684,2,2,171,9,YES,0,150,5.3,47.66,,11,64
2007232,2007,276,2,2,173,7,NO,2,153,7.13,49.93,4,16,66
2007233,2007,688,2,1,173,7,NO,5,135,6.18,43.24,3.75,13,142
2007245,2007,287,2,2,177,9,NO,0,163,5.71,51.4,,25,77
2007246,2007,683,2,2,177,9,YES,0,140,5.16,46.46,,39,114
2007263,2007,291,2,2,178,10,NO,8,144,5.62,56.22,3.1,11,87
2007267,2007,677,2,2,180,7,YES,0,145,6.19,43.3,,72,50
2008053,2008,341,2,1,161,11,NO,0,152,7.01,77.14,,9,57
2008129,2008,339,2,1,178,9,YES,0,151,6.15,55.37,,12,107
2009037,2009,721,2,1,155,9,YES,0,135,5.16,46.42,,21,66
2009075,2009,690,2,1,158,10,YES,0,136,6.31,63.1,,15,42
2009078,2009,628,2,1,158,10,YES,0,145,5.02,50.18,,27,97
2009142,2009,627,2,1,163,11,YES,0,148,6,59.95,,7,64
2009168,2009,639,2,1,168,7,NO,7,148,6.18,37.05,4.19,UNK,105
2009212,2009,640,2,1,171,10,NO,9,148,5.14,46.22,3.36,12,83
2009234,2009,721,2,2,172,10,NO,4,144,4.83,43.43,3.43,35,68
2009236,2009,628,2,2,172,12,NO,12,146,5.47,49.2,3.11,29,45
2009275,2009,627,2,2,175,9,YES,0,148,5.9,47.18,,15,40
2010020,2010,752,2,1,145,9,YES,0,143,6.41,57.65,,3,63
2010046,2010,772,2,1,146,10,YES,0,145,5.94,59.39,,12,36
2010058,2010,759,2,1,148,13,YES,0,149,5.63,73.17,,34,44
2010076,2010,800,2,1,149,10,YES,0,147,5.36,53.6,,12,36
2010103,2010,840,2,1,150,8,YES,0,142,5.59,44.68,,54,120
2010109,2010,742,2,1,150,8,YES,0,144,7.02,56.12,,40,22
2010121,2010,804,2,1,152,10,YES,0,145,6.78,67.75,,58,131
2010125,2010,794,2,1,152,8,YES,0,145,5.57,44.54,,31,40
2010148,2010,762,2,1,153,11,YES,0,145,5.57,55.71,,24,99
2010154,2010,830,2,1,155,10,YES,0,156,6.1,60.95,,32,44
2010163,2010,773,2,1,157,10,YES,0,153,6.5,65.02,,38,136
2010164,2010,772,2,2,157,10,YES,0,145,5.41,54.13,,12,124
2010175,2010,835,2,1,160,13,YES,0,154,4.95,64.28,,52,70
2010182,2010,829,2,1,161,7,NO,0,146,5.09,35.63,,12,24
2010190,2010,759,2,2,162,11,YES,0,156,5.17,56.85,,4,62
2010213,2010,840,2,2,165,7,YES,0,143,5.36,32.13,,52,42
2010234,2010,805,2,1,169,10,NO,7,160,5.5,55.03,3.05,28,UNK
2010251,2010,830,2,2,171,9,YES,0,156,5.91,53.18,,30,56
2010255,2010,742,2,2,171,8,YES,0,145,6.9,55.22,,71,67
2010265,2010,777,2,1,175,9,YES,0,153,6.67,60.04,,46,131
2010270,2010,789,2,1,177,6,YES,0,145,6.3,37.79,,1,69
1999006,1999,617,3,1,147,11,NO,4,166,8.16,89.74,5.74,5,91
1999009,1999,234,3,1,148,10,YES,0,154,6.46,64.58,,62,130
1999016,1999,619,3,1,149,10,NO,4,157,6.82,68.15,4.59,37,52
1999018,1999,417,3,1,150,9,NO,4,156,7.46,67.13,4.63,15,9
1999023,1999,646,3,1,150,12,YES,0,171,8.21,98.5,,72,165
1999026,1999,624,3,1,150,12,YES,0,169,7.78,93.38,,7,110
1999045,1999,650,3,1,151,9,YES,0,152,7.29,65.59,,54,55
1999050,1999,488,3,1,151,12,YES,0,149,5.57,61.28,,22,105
1999059,1999,705,3,1,151,15,YES,0,165,5.63,84.49,,39,111
1999060,1999,235,3,1,151,15,YES,0,163,6.43,96.47,,33,78
1999068,1999,648,3,1,152,11,YES,0,151,6.18,68,,62,130
1999069,1999,626,3,1,152,12,YES,0,154,7.15,85.77,,33,67
1999070,1999,644,3,1,152,11,YES,0,149,6.26,68.89,,29,146
1999074,1999,57,3,1,153,10,YES,0,156,7.47,74.7,,60,10
1999075,1999,148,3,1,153,13,NO,0,155,6.69,86.99,,44,31
1999087,1999,630,3,1,157,8,YES,0,145,7.58,60.64,,1,166
1999094,1999,709,3,1,158,13,YES,0,162,6.92,90.01,,63,105
1999100,1999,87,3,1,161,12,YES,0,152,6.47,77.68,,64,108
1999111,1999,619,3,2,162,11,YES,0,157,6.8,74.77,,32,92
1999113,1999,624,3,2,162,17,YES,0,169,7.36,125.09,,23,132
1999115,1999,156,3,1,164,11,YES,0,153,6.1,67.11,,31,26
1999135,1999,57,3,2,171,11,YES,0,151,7.37,81.06,,27,170
1999141,1999,626,3,2,172,10,YES,0,UNK,7.25,72.53,,37,36
1999144,1999,201,3,1,172,7,NO,5,162,6.92,48.42,4.71,11,70
1999146,1999,648,3,2,172,9,YES,0,UNK,6.35,57.18,,76,91
1999158,1999,148,3,2,174,10,YES,0,UNK,6.9,68.97,,44,91
1999160,1999,24,3,1,174,14,NO,14,173,7.81,109.34,5.73,35,126
1999162,1999,631,3,1,174,10,YES,0,147,7.16,71.59,,62,143
1999164,1999,644,3,2,174,9,YES,0,UNK,7.38,66.41,,12,135
1999170,1999,643,3,1,175,14,NO,9,155,6.22,87.07,4.17,21,152
1999171,1999,617,3,2,175,11,NO,5,UNK,7.07,77.72,4.72,41,102
1999188,1999,619,3,3,178,9,YES,0,UNK,6.7,60.3,,45,17
1999192,1999,624,3,3,179,11,NO,11,UNK,6.48,71.3,4.1,56,72
1999200,1999,234,3,2,179,9,NO,9,UNK,6.4,57.58,3.55,UNK,89
1999205,1999,709,3,2,180,11,YES,0,UNK,7.08,77.85,,5,91
1999208,1999,87,3,2,181,8,YES,0,158,6.68,53.45,,76,53
1999211,1999,156,3,2,181,10,NO,3,UNK,6.65,66.45,3.8,35,UNK
2000026,2000,723,3,1,151,11,YES,0,146,6.37,70.06,,UNK,151
2000048,2000,715,3,1,158,12,YES,0,163,7.13,85.57,,2,126
2000049,2000,16,3,1,159,UNK,YES,0,154,UNK,UNK,,7,100
2000050,2000,725,3,1,160,8,NO,6,155,6.46,51.68,3.89,8,71
2000052,2000,728,3,1,160,11,NO,5,163,6.31,69.36,4.35,56,70
2000078,2000,727,3,1,162,10,YES,0,145,6.26,62.56,,4,116
2000107,2000,472,3,1,171,10,YES,0,UNK,6.6,66,,59,56
2000124,2000,576,3,1,172,12,YES,0,156,6.74,80.87,,69,170
2000132,2000,258,3,1,173,13,YES,0,UNK,6.46,83.92,,8,13
2000147,2000,515,3,1,175,9,YES,0,UNK,7.25,65.23,,25,64
2000154,2000,16,3,2,177,11,YES,0,154,7.97,87.67,,7,71
2000165,2000,727,3,2,178,8,YES,0,145,6.14,49.13,,8,113
2001035,2001,267,3,1,160,12,YES,0,165,6.57,78.81,,66,14
2001039,2001,303,3,1,160,13,YES,0,162,6.43,83.58,,19,58
2001051,2001,153,3,1,161,9,YES,0,150,4.75,42.76,,36,148
2001056,2001,555,3,1,161,11,YES,0,184,7.49,82.37,,12,29
2001098,2001,145,3,1,164,9,NO,0,143,6.33,56.93,,19,9
2001107,2001,708,3,1,165,9,YES,0,167,7.39,66.5,,38,78
2001113,2001,302,3,1,167,10,YES,0,154,7.29,72.9,,UNK,33
2001138,2001,267,3,2,173,13,NO,7,165,6.77,87.97,4.22,65,96
2001150,2001,153,3,2,174,8,YES,0,UNK,4.7,37.57,,11,39
2001155,2001,303,3,2,175,5,NO,2,163,6.45,32.24,4.58,11,65
2001178,2001,555,3,2,176,13,YES,0,UNK,7.84,101.95,,14,7
2001185,2001,305,3,1,176,6,YES,0,167,5.35,32.09,,11,92
2001240,2001,155,3,1,180,10,NO,10,151,5.66,56.57,4.04,38,44
2002005,2002,173,3,1,150,10,YES,0,148,5.55,55.49,,UNK,44
2002033,2002,183,3,1,152,8,YES,0,142,5.62,44.95,,5,117
2002058,2002,193,3,1,159,8,NO,5,UNK,6.53,52.23,4.22,23,73
2002087,2002,168,3,1,160,10,YES,0,142,5.32,53.15,,3,135
2002132,2002,212,3,1,162,12,NO,10,151,5.62,67.42,3.86,49,38
2002143,2002,169,3,1,162,13,YES,0,154,5.55,72.18,,80,75
2002154,2002,206,3,1,162,10,YES,0,164,6.3,62.95,,31,133
2002161,2002,178,3,1,163,14,YES,0,171,5.36,75.08,,11,37
2002166,2002,173,3,2,164,13,YES,0,148,5.12,66.51,,14,50
2002175,2002,204,3,1,168,10,NO,3,152,5.76,57.57,3.56,20,57
2002184,2002,190,3,1,169,8,YES,0,150,7.27,58.16,,72,34
2002201,2002,183,3,2,171,9,NO,9,142,5.7,45.6,3.69,9,65
2002219,2002,174,3,1,172,10,YES,0,146,5.97,59.72,,79,106
2002250,2002,168,3,2,174,7,YES,0,142,5.22,36.56,,1,142
2002290,2002,206,3,2,175,11,NO,11,165,6.09,67.02,4.44,48,129
2002292,2002,193,3,2,175,12,NO,4,UNK,5.59,67.11,3.65,2,47
2002367,2002,204,3,2,181,12,NO,9,152,5.31,63.77,3.87,20,57
2002372,2002,169,3,2,181,12,YES,9,155,5.2,62.39,3.62,45,85
2003001,2003,164,3,1,148,13,NO,9,156,5.29,68.73,4.05,UNK,47
2003027,2003,227,3,1,156,10,NO,5,149,5.95,59.45,3.74,9,2
2003043,2003,189,3,1,158,9,NO,2,158,7.52,67.67,5.28,53,50
2003046,2003,236,3,1,158,10,NO,6,145,5.94,59.42,4.13,14,41
2003068,2003,482,3,1,160,UNK,YES,0,146,UNK,UNK,,9,55
2003071,2003,222,3,1,160,12,YES,4,147,5.44,65.24,3.36,7,108
2003073,2003,166,3,1,160,10,NO,7,166,7.75,77.48,5.58,39,75
2003074,2003,48,3,1,160,UNK,YES,0,155,UNK,UNK,,79,64
2003077,2003,216,3,1,160,13,NO,0,153,5.79,75.3,,23,73
2003078,2003,240,3,1,160,9,NO,3,147,5.92,53.25,4.19,13,52
2003083,2003,25,3,1,160,UNK,YES,0,168,UNK,UNK,,13,136
2003100,2003,245,3,1,161,10,NO,9,147,UNK,UNK,4.14,27,57
2003105,2003,196,3,1,161,14,NO,6,162,7.02,98.22,4.92,27,137
2003106,2003,225,3,1,161,UNK,YES,0,148,UNK,UNK,,10,64
2003114,2003,215,3,1,161,11,YES,5,139,5.82,64.01,4.06,5,69
2003117,2003,51,3,1,161,UNK,YES,0,154,UNK,UNK,,13,22
2003121,2003,71,3,1,163,UNK,YES,0,145,UNK,UNK,,62,61
2003129,2003,250,3,1,164,9,YES,0,150,7.51,67.6,,4,165
2003136,2003,48,3,2,164,15,YES,0,166,4.99,74.83,,11,145
2003147,2003,647,3,1,166,12,YES,9,171,8.01,88.14,5.82,68,53
2003152,2003,241,3,1,166,16,NO,15,159,6.04,96.6,4.38,36,99
2003153,2003,239,3,1,166,11,NO,5,156,6.08,66.91,4.36,44,135
2003158,2003,56,3,1,167,13,NO,13,172,6.07,78.94,4.64,56,63
2003188,2003,164,3,2,169,13,NO,10,157,UNK,UNK,4.21,59,91
2003194,2003,211,3,1,169,8,NO,1,160,6.99,76.88,5.14,45,58
2003221,2003,209,3,1,172,10,YES,0,146,6.1,60.98,,10,13
2003232,2003,236,3,2,173,UNK,YES,0,146,UNK,UNK,,11,59
2003238,2003,25,3,2,174,10,YES,0,168,7.72,77.18,,3,125
2003265,2003,225,3,2,175,11,NO,11,149,UNK,UNK,3.74,12,38
2003272,2003,166,3,2,175,UNK,YES,0,166,UNK,UNK,,58,106
2003289,2003,196,3,2,176,UNK,YES,0,161,UNK,UNK,,24,50
2003300,2003,216,3,2,177,12,NO,4,153,5.44,65.33,3.77,14,85
2003306,2003,222,3,2,178,11,YES,3,147,5.12,56.29,3.18,15,44
2003309,2003,71,3,2,179,7,YES,0,146,6.51,45.54,,54,56
2003319,2003,164,3,3,181,9,YES,0,157,5.11,46.01,,40,77
2003322,2003,56,3,2,181,14,YES,0,172,5.6,78.39,,32,90
2004009,2004,468,3,1,148,UNK,YES,0,152,UNK,UNK,,UNK,UNK
2004025,2004,59,3,1,151,11,YES,8,UNK,5.81,63.91,3.35,UNK,38
2004028,2004,88,3,1,151,13,NO,5,151,6.09,79.19,3.94,UNK,32
2004029,2004,118,3,1,151,11,NO,2,139,5.52,60.7,3.58,UNK,112
2004040,2004,466,3,1,152,11,YES,0,147,6.03,66.28,,UNK,94
2004041,2004,458,3,1,153,10,YES,3,145,4.86,48.6,2.96,UNK,13
2004044,2004,108,3,1,153,9,YES,3,154,6.43,57.9,3.25,UNK,82
2004061,2004,110,3,1,156,10,YES,0,147,7.13,71.25,,UNK,26
2004065,2004,451,3,1,157,9,NO,0,147,5.91,53.22,,UNK,UNK
2004066,2004,77,3,1,157,10,YES,0,144,6.2,61.96,,UNK,UNK
2004073,2004,115,3,1,158,10,YES,0,140,5.66,56.59,,UNK,60
2004074,2004,485,3,1,157,9,YES,0,154,6.93,62.4,,UNK,167
2004075,2004,454,3,1,157,10,NO,4,144,6.43,64.25,3.95,UNK,19
2004078,2004,43,3,1,157,UNK,YES,0,UNK,UNK,UNK,,UNK,UNK
2004079,2004,83,3,1,157,8,NO,3,141,6.22,49.76,3.93,UNK,UNK
2004083,2004,475,3,1,158,UNK,YES,0,165,UNK,UNK,,UNK,UNK
2004086,2004,68,3,1,158,7,YES,0,144,6.55,45.85,,UNK,81
2004087,2004,90,3,1,158,9,YES,0,151,5.6,50.41,,UNK,73
2004090,2004,42,3,1,158,10,YES,0,150,6.21,62.07,,UNK,UNK
2004097,2004,91,3,1,158,9,NO,1,139,5.67,51.05,3.39,UNK,39
2004098,2004,481,3,1,158,12,NO,12,153,UNK,UNK,4.33,UNK,168
2004106,2004,89,3,1,159,8,NO,0,139,6.26,43.85,,UNK,76
2004120,2004,100,3,1,160,6,NO,5,UNK,6.68,40.05,3.99,UNK,56
2004137,2004,72,3,1,161,10,YES,0,156,6.15,61.45,,UNK,64
2004149,2004,18,3,1,163,11,NO,9,160,6.6,72.64,5.19,UNK,120
2004154,2004,122,3,1,165,10,YES,0,156,5.82,58.21,,UNK,52
2004158,2004,208,3,1,165,10,YES,0,147,5.9,58.98,,UNK,92
2004174,2004,59,3,2,166,9,YES,0,142,5.02,45.19,,UNK,23
2004179,2004,118,3,2,166,9,NO,5,139,5.58,50.2,3.98,UNK,56
2004186,2004,108,3,2,166,10,NO,0,154,5.89,58.87,,UNK,56
2004193,2004,466,3,2,167,11,YES,0,148,5.17,56.83,,UNK,39
2004199,2004,120,3,1,168,13,NO,9,162,6.36,82.64,4.63,UNK,55
2004204,2004,101,3,1,168,8,NO,3,142,5.96,47.65,3.73,UNK,141
2004205,2004,112,3,1,169,9,NO,2,164,7.2,64.79,3.7,UNK,137
2004208,2004,454,3,2,169,9,YES,0,144,5.99,53.92,,UNK,30
2004210,2004,90,3,2,169,13,YES,0,152,5.65,67.85,,UNK,15
2004232,2004,89,3,2,179,7,YES,0,139,6.25,43.73,,UNK,23
2004233,2004,115,3,2,179,9,YES,0,141,4.91,44.21,,UNK,88
2004249,2004,485,3,2,180,9,YES,0,154,6.76,60.88,,UNK,171
2004258,2004,45,3,1,182,9,YES,0,157,6.74,60.69,,UNK,70
2004301,2004,85,3,1,183,11,YES,0,UNK,UNK,UNK,,UNK,UNK
2005003,2005,512,3,1,143,11,NO,3,152,6.49,71.36,4.2,42,150
2005008,2005,410,3,1,146,9,YES,0,163,7.66,76.6,,5,69
2005022,2005,504,3,1,151,17,YES,0,158,6.1,97.65,,73,32
2005028,2005,361,3,1,152,11,YES,0,151,7.24,79.69,,7,84
2005031,2005,363,3,1,152,12,YES,0,149,5.46,65.46,,57,117
2005033,2005,516,3,1,152,10,YES,0,144,6.11,61.12,,25,65
2005047,2005,364,3,1,154,7,YES,0,135,6.15,43.05,,64,117
2005053,2005,408,3,1,155,8,YES,0,142,6.23,49.8,,56,122
2005059,2005,398,3,1,155,9,YES,0,145,5.39,48.48,,32,140
2005088,2005,616,3,1,156,12,YES,0,140,6.38,76.54,,27,57
2005100,2005,509,3,1,156,10,YES,0,160,8.26,82.63,,26,68
2005107,2005,597,3,1,156,16,YES,0,157,5.54,88.58,,47,165
2005112,2005,367,3,1,157,10,YES,0,145,6.12,61.21,,31,165
2005135,2005,512,3,2,160,12,YES,0,153,5.89,70.63,,54,54
2005157,2005,374,3,1,163,11,YES,0,141,5.01,55.1,,2,40
2005161,2005,504,3,2,163,13,YES,0,157,6.2,74.4,,36,106
2005166,2005,363,3,2,164,12,YES,0,150,5.02,60.21,,41,132
2005171,2005,361,3,2,164,12,YES,0,151,6.66,79.86,,23,148
2005173,2005,62,3,1,165,11,YES,0,158,6.42,70.64,,19,50
2005178,2005,516,3,2,165,11,YES,0,144,5.05,55.6,,11,126
2005185,2005,364,3,2,166,7,YES,0,135,5.83,40.82,,72,177
2005233,2005,616,3,2,172,9,YES,0,141,6.97,62.72,,1,119
2005241,2005,421,3,1,172,9,YES,0,167,7.81,70.29,,9,44
2005252,2005,367,3,2,174,9,YES,0,144,5.54,49.85,,21,32
2005263,2005,419,3,1,174,15,YES,0,165,7.42,111.25,,4,121
2005266,2005,426,3,1,174,15,YES,0,150,5.12,76.82,,10,105
2005267,2005,408,3,2,174,8,YES,0,143,5.25,41.96,,12,99
2006020,2006,332,3,1,149,UNK,YES,0,152,UNK,UNK,,54,79
2006044,2006,353,3,1,150,UNK,YES,0,146,UNK,UNK,,38,135
2006053,2006,609,3,1,151,8,YES,0,147,7.98,63.81,,23,39
2006056,2006,495,3,1,151,9,YES,0,151,7.78,70.03,,25,35
2006082,2006,357,3,1,155,8,YES,0,144,6.94,55.48,,6,65
2006083,2006,358,3,1,155,9,NO,9,144,6.33,56.97,4.22,37,134
2006098,2006,355,3,1,156,UNK,YES,0,148,UNK,UNK,,35,134
2006107,2006,613,3,1,157,13,NO,13,171,UNK,UNK,5.1,3,151
2006122,2006,605,3,1,157,UNK,YES,0,141,UNK,UNK,,8,162
2006128,2006,351,3,1,158,UNK,YES,0,149,UNK,UNK,,26,133
2006141,2006,403,3,1,163,12,NO,11,144,5.22,62.69,3.71,14,73
2006191,2006,357,3,2,168,10,NO,10,144,UNK,UNK,3.93,52,102
2006197,2006,609,3,2,168,11,NO,11,148,UNK,UNK,4.38,11,91
2006213,2006,600,3,1,170,7,NO,6,146,UNK,UNK,3.2,27,115
2006214,2006,603,3,1,170,10,NO,10,146,UNK,UNK,4.02,46,126
2006217,2006,350,3,1,170,6,NO,6,152,UNK,UNK,5.08,61,93
2006220,2006,358,3,2,170,10,NO,9,145,UNK,UNK,4.03,60,38
2006226,2006,355,3,2,171,11,NO,11,148,UNK,UNK,3.63,43,120
2006232,2006,602,3,1,172,10,NO,10,153,5.42,54.2,3.69,69,51
2006238,2006,354,3,1,175,10,YES,0,146,5.7,57.01,,7,95
2006247,2006,351,3,2,176,12,NO,12,150,5.87,70.45,3.86,12,112
2007007,2007,664,3,1,144,9,YES,1,158,9.17,82.5,3.58,7,158
2007017,2007,741,3,1,145,10,YES,0,155,6.84,68.38,,26,103
2007053,2007,545,3,1,149,13,NO,4,134,6.24,81.1,4.12,5,168
2007054,2007,461,3,1,150,UNK,YES,0,154,UNK,UNK,,40,70
2007144,2007,741,3,2,164,10,NO,10,155,6.37,63.74,4.82,27,58
2007147,2007,545,3,2,165,10,NO,9,152,6.52,65.21,4.54,21,135
2007172,2007,461,3,2,167,11,NO,7,154,5.48,60.3,3.25,7,158
2007184,2007,583,3,1,168,9,NO,7,155,6.55,58.92,3.94,8,131
2007219,2007,739,3,1,170,14,YES,0,168,7.15,100.16,,27,94
2008025,2008,681,3,1,159,10,NO,0,157,6.91,69.14,,32,117
2008045,2008,680,3,1,161,12,NO,0,151,6.59,79.08,,38,60
2008048,2008,667,3,1,161,9,NO,0,148,6.34,57.02,,29,90
2008060,2008,280,3,1,163,11,NO,0,152,6.72,73.89,,29,93
2008065,2008,271,3,1,163,11,NO,0,131,6.56,72.17,,70,117
2008070,2008,293,3,1,164,11,YES,0,159,7.25,79.79,,39,83
2008113,2008,680,3,2,177,11,YES,0,151,5.91,65.05,,34,87
2008116,2008,313,3,1,177,13,YES,0,152,7.18,93.32,,4,97
2008120,2008,278,3,1,177,14,YES,0,164,6.22,87.11,,17,60
2008124,2008,276,3,2,178,12,YES,0,UNK,6.43,77.15,,71,55
2008125,2008,271,3,2,178,8,YES,0,143,6.41,51.29,,27,90
2008142,2008,685,3,2,179,11,NO,10,158,6.77,74.46,4.04,49,149
2008156,2008,681,3,2,180,10,YES,0,156,6.41,64.09,,27,133
2008157,2008,293,3,2,180,12,YES,0,159,7.19,86.22,,35,107
