ring,year,age,AFR,lifespan,laying_date,clutch_size,brood_size_hatching,brood_size_fledging,sex,LO,colony
Frontiers_000381,2015,6,3,6,22.0,3.0,3.0,3.0,M,1,SK
Frontiers_000381,2012,3,3,6,28.0,2.0,2.0,2.0,M,0,SK
Frontiers_000381,2013,4,3,6,24.0,2.0,0.0,0.0,M,0,SK
Frontiers_000433,2011,2,2,2,13.0,2.0,2.0,2.0,M,1,BT
Frontiers_000471,2012,3,3,3,26.0,3.0,3.0,2.0,M,1,BT
Frontiers_000438,2013,4,3,8,22.0,2.0,0.0,0.0,M,0,BT
Frontiers_000438,2017,8,3,8,22.0,3.0,3.0,3.0,M,1,BT
Frontiers_000438,2014,5,3,8,24.0,3.0,3.0,0.0,M,0,BT
Frontiers_000438,2015,6,3,8,18.0,3.0,3.0,3.0,M,0,BT
Frontiers_000438,2012,3,3,8,22.0,3.0,3.0,3.0,M,0,BT
Frontiers_000438,2016,7,3,8,16.0,3.0,3.0,3.0,M,0,BT
Frontiers_000156,2013,4,4,5,19.0,3.0,0.0,0.0,F,0,BT
Frontiers_000156,2013,4,4,5,22.0,2.0,0.0,0.0,F,0,BT
Frontiers_000156,2014,5,4,5,43.0,3.0,0.0,0.0,F,1,BT
Frontiers_000234,2014,5,2,8,24.0,3.0,3.0,0.0,F,0,BT
Frontiers_000234,2011,2,2,8,31.0,2.0,0.0,0.0,F,0,BT
Frontiers_000234,2015,6,2,8,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000234,2017,8,2,8,22.0,3.0,3.0,3.0,F,1,BT
Frontiers_000234,2016,7,2,8,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000234,2012,3,2,8,22.0,3.0,3.0,3.0,F,0,BT
Frontiers_000123,2012,3,3,6,26.0,3.0,3.0,0.0,M,0,BT
Frontiers_000123,2014,5,3,6,14.0,3.0,3.0,3.0,M,0,BT
Frontiers_000123,2015,6,3,6,18.0,3.0,2.0,2.0,M,1,BT
Frontiers_000123,2013,4,3,6,19.0,3.0,3.0,2.0,M,0,BT
Frontiers_000470,2013,4,4,5,24.0,2.0,1.0,1.0,M,0,BT
Frontiers_000470,2014,5,4,5,23.0,3.0,3.0,1.0,M,1,BT
Frontiers_000050,2012,3,3,4,28.0,3.0,3.0,3.0,F,0,BT
Frontiers_000050,2013,4,3,4,24.0,2.0,1.0,1.0,F,1,BT
Frontiers_000425,2012,3,3,5,28.0,2.0,2.0,2.0,F,0,SK
Frontiers_000425,2013,4,3,5,44.0,2.0,1.0,1.0,F,0,SK
Frontiers_000425,2014,5,3,5,27.0,2.0,2.0,1.0,F,1,SK
Frontiers_000227,2010,2,2,8,46.0,2.0,0.0,0.0,F,0,BT
Frontiers_000227,2013,5,2,8,21.0,3.0,3.0,3.0,F,0,BT
Frontiers_000227,2014,6,2,8,14.0,3.0,2.0,2.0,F,0,BT
Frontiers_000227,2011,3,2,8,13.0,2.0,2.0,2.0,F,0,BT
Frontiers_000227,2015,7,2,8,15.0,3.0,3.0,3.0,F,0,BT
Frontiers_000227,2012,4,2,8,22.0,2.0,1.0,1.0,F,0,BT
Frontiers_000227,2016,8,2,8,16.0,3.0,3.0,3.0,F,1,BT
Frontiers_000126,2015,5,2,6,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000126,2014,4,2,6,15.0,2.0,1.0,1.0,F,0,BT
Frontiers_000126,2016,6,2,6,18.0,3.0,3.0,3.0,F,1,BT
Frontiers_000126,2012,2,2,6,28.0,2.0,1.0,1.0,F,0,BT
Frontiers_000126,2013,3,2,6,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000082,2015,5,3,5,16.0,3.0,3.0,2.0,M,1,BT
Frontiers_000082,2014,4,3,5,24.0,3.0,0.0,0.0,M,0,BT
Frontiers_000082,2013,3,3,5,44.0,2.0,2.0,2.0,M,0,BT
Frontiers_000312,2014,4,4,4,25.0,3.0,2.0,2.0,F,1,SK
Frontiers_000139,2016,6,5,10,18.0,3.0,3.0,2.0,F,0,BT
Frontiers_000139,2019,9,5,10,24.0,3.0,3.0,2.0,F,0,BT
Frontiers_000139,2017,7,5,10,22.0,2.0,2.0,2.0,F,0,BT
Frontiers_000139,2015,5,5,10,18.0,3.0,2.0,2.0,F,0,BT
Frontiers_000139,2018,8,5,10,10.0,1.0,1.0,1.0,F,0,BT
Frontiers_000139,2020,10,5,10,15.0,3.0,3.0,3.0,F,1,BT
Frontiers_000065,2014,4,3,6,25.0,3.0,3.0,0.0,M,0,BT
Frontiers_000065,2013,3,3,6,25.0,1.0,1.0,1.0,M,0,BT
Frontiers_000065,2016,6,3,6,16.0,3.0,3.0,3.0,M,1,BT
Frontiers_000065,2015,5,3,6,16.0,3.0,3.0,2.0,M,0,BT
Frontiers_000544,2010,4,3,6,33.0,3.0,2.0,2.0,M,0,SK
Frontiers_000544,2012,6,3,6,22.0,2.0,1.0,1.0,M,1,SK
Frontiers_000544,2009,3,3,6,30.0,2.0,2.0,2.0,M,0,SK
Frontiers_000116,2008,2,2,2,36.0,2.0,2.0,0.0,F,1,SK
Frontiers_000524,2009,3,2,6,13.0,3.0,3.0,0.0,F,0,BT
Frontiers_000524,2010,4,2,6,28.0,2.0,2.0,2.0,F,0,BT
Frontiers_000524,2008,2,2,6,32.0,2.0,2.0,2.0,F,0,BT
Frontiers_000524,2012,6,2,6,15.0,3.0,3.0,0.0,F,1,BT
Frontiers_000524,2011,5,2,6,4.0,3.0,3.0,3.0,F,0,BT
Frontiers_000324,2009,3,3,6,14.0,2.0,1.0,1.0,F,0,SK
Frontiers_000324,2010,4,3,6,34.0,3.0,3.0,3.0,F,0,SK
Frontiers_000386,2008,2,2,3,36.0,2.0,2.0,0.0,M,0,SK
Frontiers_000386,2009,3,2,3,18.0,3.0,3.0,3.0,M,1,SK
Frontiers_000444,2015,9,3,9,17.0,3.0,3.0,3.0,M,1,SK
Frontiers_000444,2012,6,3,9,28.0,3.0,2.0,2.0,M,0,SK
Frontiers_000444,2009,3,3,9,19.0,3.0,3.0,3.0,M,0,SK
Frontiers_000444,2013,7,3,9,21.0,2.0,1.0,1.0,M,0,SK
Frontiers_000393,2009,3,3,13,16.0,3.0,0.0,0.0,M,0,SK
Frontiers_000393,2017,11,3,13,23.0,3.0,3.0,2.0,M,0,SK
Frontiers_000393,2016,10,3,13,19.0,3.0,3.0,3.0,M,0,SK
Frontiers_000393,2019,13,3,13,24.0,3.0,3.0,3.0,M,1,SK
Frontiers_000241,2010,4,3,10,26.0,3.0,3.0,2.0,F,0,SK
Frontiers_000241,2016,10,3,10,15.0,3.0,3.0,3.0,F,1,SK
Frontiers_000241,2014,8,3,10,26.0,3.0,3.0,3.0,F,0,SK
Frontiers_000241,2009,3,3,10,18.0,3.0,3.0,3.0,F,0,SK
Frontiers_000241,2015,9,3,10,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000241,2013,7,3,10,24.0,2.0,0.0,0.0,F,0,SK
Frontiers_000241,2012,6,3,10,26.0,3.0,2.0,0.0,F,0,SK
Frontiers_000422,2009,3,3,3,14.0,3.0,3.0,3.0,M,1,SK
Frontiers_000121,2009,3,3,3,14.0,3.0,3.0,3.0,F,1,SK
Frontiers_000287,2010,4,4,9,32.0,3.0,3.0,1.0,M,0,SK
Frontiers_000287,2015,9,4,9,17.0,4.0,3.0,3.0,M,1,SK
Frontiers_000287,2011,5,4,9,13.0,3.0,3.0,3.0,M,0,SK
Frontiers_000287,2012,6,4,9,19.0,3.0,3.0,3.0,M,0,SK
Frontiers_000255,2016,10,3,11,16.0,3.0,3.0,3.0,F,0,SK
Frontiers_000255,2012,6,3,11,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000255,2014,8,3,11,25.0,3.0,3.0,2.0,F,0,SK
Frontiers_000255,2010,4,3,11,32.0,3.0,0.0,0.0,F,0,SK
Frontiers_000255,2015,9,3,11,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000255,2013,7,3,11,44.0,2.0,2.0,2.0,F,0,SK
Frontiers_000255,2011,5,3,11,7.0,3.0,3.0,3.0,F,0,SK
Frontiers_000255,2017,11,3,11,21.0,3.0,3.0,3.0,F,1,SK
Frontiers_000255,2009,3,3,11,17.0,3.0,3.0,2.0,F,0,SK
Frontiers_000495,2009,3,3,5,10.0,3.0,0.0,0.0,F,0,SK
Frontiers_000495,2010,4,3,5,26.0,3.0,1.0,1.0,F,0,SK
Frontiers_000440,2009,3,3,3,40.0,3.0,0.0,0.0,F,1,SK
Frontiers_000010,2009,3,3,3,18.0,3.0,3.0,3.0,F,1,SK
Frontiers_000297,2010,4,3,4,30.0,3.0,3.0,3.0,F,1,SK
Frontiers_000297,2009,3,3,4,17.0,3.0,2.0,1.0,F,0,SK
Frontiers_000131,2007,2,2,2,28.0,3.0,0.0,0.0,F,1,SK
Frontiers_000384,2009,4,3,4,18.0,3.0,3.0,3.0,M,1,SK
Frontiers_000384,2008,3,3,4,38.0,3.0,0.0,0.0,M,0,SK
Frontiers_000233,2014,7,3,10,27.0,2.0,2.0,2.0,F,0,SK
Frontiers_000233,2010,3,3,10,47.0,2.0,2.0,2.0,F,0,SK
Frontiers_000233,2015,8,3,10,18.0,3.0,3.0,3.0,F,0,SK
Frontiers_000233,2017,10,3,10,23.0,3.0,2.0,2.0,F,1,SK
Frontiers_000233,2013,6,3,10,21.0,2.0,0.0,0.0,F,0,SK
Frontiers_000233,2016,9,3,10,21.0,3.0,3.0,3.0,F,0,SK
Frontiers_000382,2010,3,3,5,46.0,2.0,0.0,0.0,M,0,BT
Frontiers_000382,2012,5,3,5,16.0,2.0,2.0,2.0,M,1,BT
Frontiers_000128,2009,2,2,2,16.0,3.0,3.0,3.0,M,1,SK
Frontiers_000197,2010,3,3,3,32.0,3.0,3.0,2.0,M,1,SK
Frontiers_000417,2014,7,2,11,27.0,3.0,1.0,1.0,M,0,SK
Frontiers_000417,2017,10,2,11,21.0,3.0,3.0,3.0,M,0,SK
Frontiers_000417,2018,11,2,11,13.0,3.0,3.0,2.0,M,1,SK
Frontiers_000417,2015,8,2,11,17.0,3.0,3.0,3.0,M,0,SK
Frontiers_000417,2016,9,2,11,21.0,3.0,2.0,2.0,M,0,SK
Frontiers_000417,2009,2,2,11,23.0,3.0,3.0,2.0,M,0,SK
Frontiers_000309,2012,4,4,4,28.0,2.0,2.0,1.0,M,1,SK
Frontiers_000246,2012,4,3,9,28.0,3.0,3.0,3.0,F,0,SK
Frontiers_000246,2017,9,3,9,23.0,3.0,3.0,3.0,F,1,SK
Frontiers_000246,2015,7,3,9,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000246,2011,3,3,9,16.0,3.0,3.0,3.0,F,0,SK
Frontiers_000246,2013,5,3,9,21.0,2.0,1.0,1.0,F,0,SK
Frontiers_000246,2016,8,3,9,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000412,2012,4,2,4,22.0,3.0,3.0,3.0,M,1,SK
Frontiers_000412,2010,2,2,4,38.0,2.0,2.0,2.0,M,0,SK
Frontiers_000424,2018,10,4,10,13.0,3.0,2.0,2.0,F,1,SK
Frontiers_000424,2012,4,4,10,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000424,2015,7,4,10,18.0,3.0,3.0,3.0,F,0,SK
Frontiers_000313,2016,8,4,8,14.0,3.0,3.0,3.0,M,1,SK
Frontiers_000313,2014,6,4,8,23.0,3.0,2.0,2.0,M,0,SK
Frontiers_000313,2013,5,4,8,20.0,3.0,0.0,0.0,M,0,SK
Frontiers_000313,2012,4,4,8,22.0,3.0,3.0,3.0,M,0,SK
Frontiers_000313,2015,7,4,8,16.0,3.0,3.0,3.0,M,0,SK
Frontiers_000057,2011,3,3,10,42.0,2.0,2.0,2.0,F,0,SK
Frontiers_000057,2015,7,3,10,21.0,3.0,3.0,3.0,F,0,SK
Frontiers_000057,2013,5,3,10,18.0,2.0,2.0,2.0,F,0,SK
Frontiers_000057,2016,8,3,10,21.0,2.0,2.0,2.0,F,0,SK
Frontiers_000057,2014,6,3,10,20.0,2.0,0.0,0.0,F,0,SK
Frontiers_000057,2017,9,3,10,23.0,3.0,1.0,2.0,F,0,SK
Frontiers_000057,2012,4,3,10,26.0,3.0,3.0,2.0,F,0,SK
Frontiers_000057,2018,10,3,10,13.0,3.0,3.0,0.0,F,1,SK
Frontiers_000269,2012,4,4,6,22.0,2.0,0.0,0.0,F,0,SK
Frontiers_000269,2014,6,4,6,27.0,2.0,1.0,1.0,F,1,SK
Frontiers_000534,2016,8,4,12,21.0,2.0,2.0,2.0,M,0,SK
Frontiers_000534,2013,5,4,12,18.0,2.0,2.0,2.0,M,0,SK
Frontiers_000534,2015,7,4,12,21.0,3.0,3.0,3.0,M,0,SK
Frontiers_000534,2014,6,4,12,20.0,2.0,0.0,0.0,M,0,SK
Frontiers_000534,2018,10,4,12,13.0,3.0,3.0,0.0,M,0,SK
Frontiers_000534,2019,11,4,12,28.0,3.0,2.0,2.0,M,0,SK
Frontiers_000534,2012,4,4,12,26.0,3.0,3.0,2.0,M,0,SK
Frontiers_000534,2017,9,4,12,23.0,3.0,1.0,2.0,M,0,SK
Frontiers_000113,2017,9,4,10,25.0,2.0,2.0,2.0,F,0,SK
Frontiers_000113,2013,5,4,10,21.0,2.0,1.0,1.0,F,0,SK
Frontiers_000113,2014,6,4,10,26.0,3.0,2.0,2.0,F,0,SK
Frontiers_000113,2012,4,4,10,28.0,2.0,2.0,1.0,F,0,SK
Frontiers_000113,2015,7,4,10,18.0,3.0,3.0,3.0,F,0,SK
Frontiers_000113,2016,8,4,10,21.0,3.0,3.0,3.0,F,0,SK
Frontiers_000113,2018,10,4,10,13.0,3.0,1.0,0.0,F,1,SK
Frontiers_000455,2012,4,4,4,29.0,2.0,2.0,2.0,M,1,SK
Frontiers_000431,2012,4,4,4,26.0,3.0,1.0,1.0,F,1,SK
Frontiers_000054,2012,4,4,4,22.0,2.0,1.0,1.0,F,1,SK
Frontiers_000306,2010,3,3,5,32.0,2.0,2.0,2.0,M,0,SK
Frontiers_000306,2012,5,3,5,20.0,2.0,2.0,2.0,M,1,SK
Frontiers_000084,2012,3,3,3,41.0,2.0,1.0,1.0,M,1,SK
Frontiers_000478,2012,3,3,3,22.0,2.0,0.0,0.0,M,1,SK
Frontiers_000171,2012,3,3,3,19.0,3.0,3.0,2.0,M,1,SK
Frontiers_000435,2013,4,3,8,21.0,2.0,1.0,1.0,F,0,SK
Frontiers_000435,2012,3,3,8,28.0,3.0,2.0,2.0,F,0,SK
Frontiers_000435,2016,7,3,8,14.0,3.0,2.0,2.0,F,0,SK
Frontiers_000435,2015,6,3,8,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000435,2017,8,3,8,37.0,2.0,0.0,0.0,F,1,SK
Frontiers_000047,2012,3,3,3,22.0,3.0,3.0,3.0,F,1,SK
Frontiers_000376,2015,6,3,6,18.0,2.0,1.0,1.0,F,1,SK
Frontiers_000376,2014,5,3,6,26.0,3.0,3.0,3.0,F,0,SK
Frontiers_000376,2012,3,3,6,32.0,2.0,2.0,1.0,F,0,SK
Frontiers_000376,2013,4,3,6,21.0,2.0,1.0,0.0,F,0,SK
Frontiers_000509,2016,7,3,7,15.0,3.0,3.0,3.0,M,1,SK
Frontiers_000509,2013,4,3,7,24.0,2.0,0.0,0.0,M,0,SK
Frontiers_000509,2014,5,3,7,25.0,3.0,2.0,2.0,M,0,SK
Frontiers_000509,2012,3,3,7,28.0,3.0,2.0,2.0,M,0,SK
Frontiers_000509,2015,6,3,7,17.0,3.0,3.0,3.0,M,0,SK
Frontiers_000513,2011,2,2,8,28.0,2.0,0.0,0.0,F,0,SK
Frontiers_000513,2013,4,2,8,21.0,2.0,0.0,0.0,F,0,SK
Frontiers_000513,2015,6,2,8,14.0,3.0,3.0,3.0,F,0,SK
Frontiers_000513,2017,8,2,8,21.0,3.0,3.0,3.0,F,1,SK
Frontiers_000513,2012,3,2,8,28.0,2.0,2.0,2.0,F,0,SK
Frontiers_000513,2016,7,2,8,14.0,3.0,3.0,2.0,F,0,SK
Frontiers_000513,2014,5,2,8,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000347,2012,3,3,7,28.0,3.0,3.0,3.0,F,0,SK
Frontiers_000347,2013,4,3,7,27.0,1.0,1.0,0.0,F,0,SK
Frontiers_000347,2016,7,3,7,21.0,3.0,3.0,,F,1,SK
Frontiers_000347,2014,5,3,7,27.0,3.0,2.0,2.0,F,0,SK
Frontiers_000130,2013,4,3,5,20.0,3.0,3.0,2.0,F,0,SK
Frontiers_000130,2012,3,3,5,20.0,3.0,3.0,2.0,F,0,SK
Frontiers_000130,2014,5,3,5,26.0,3.0,3.0,3.0,F,1,SK
Frontiers_000416,2017,8,3,8,21.0,3.0,2.0,2.0,F,1,SK
Frontiers_000416,2015,6,3,8,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000416,2016,7,3,8,14.0,3.0,3.0,2.0,F,0,SK
Frontiers_000416,2012,3,3,8,19.0,3.0,3.0,2.0,F,0,SK
Frontiers_000416,2014,5,3,8,26.0,3.0,2.0,2.0,F,0,SK
Frontiers_000416,2013,4,3,8,41.0,2.0,0.0,0.0,F,0,SK
Frontiers_000311,2015,6,3,6,18.0,2.0,1.0,1.0,M,1,SK
Frontiers_000311,2014,5,3,6,26.0,3.0,3.0,3.0,M,0,SK
Frontiers_000311,2012,3,3,6,32.0,2.0,2.0,1.0,M,0,SK
Frontiers_000311,2013,4,3,6,21.0,2.0,1.0,0.0,M,0,SK
Frontiers_000423,2012,3,3,5,29.0,3.0,3.0,3.0,F,0,SK
Frontiers_000423,2014,5,3,5,26.0,3.0,3.0,3.0,F,1,SK
Frontiers_000423,2013,4,3,5,18.0,3.0,2.0,2.0,F,0,SK
Frontiers_000134,2012,4,4,4,22.0,3.0,3.0,3.0,F,1,SK
Frontiers_000394,2017,5,3,5,43.0,2.0,2.0,2.0,F,1,SK
Frontiers_000394,2015,3,3,5,37.0,2.0,1.0,1.0,F,0,SK
Frontiers_000394,2016,4,3,5,21.0,1.0,0.0,0.0,F,0,SK
Frontiers_000394,2016,4,3,5,28.0,3.0,3.0,3.0,F,0,SK
Frontiers_000405,2015,3,3,7,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000405,2016,4,3,7,29.0,2.0,2.0,2.0,F,0,SK
Frontiers_000405,2017,5,3,7,23.0,3.0,3.0,2.0,F,0,SK
Frontiers_000405,2019,7,3,7,31.0,3.0,3.0,3.0,F,1,SK
Frontiers_000383,2010,2,2,4,32.0,3.0,3.0,1.0,F,0,SK
Frontiers_000383,2012,4,2,4,22.0,2.0,0.0,0.0,F,1,SK
Frontiers_000008,2011,3,3,3,25.0,3.0,0.0,0.0,F,1,SK
Frontiers_000535,2013,3,3,7,45.0,2.0,0.0,0.0,M,0,SK
Frontiers_000535,2014,4,3,7,30.0,2.0,2.0,2.0,M,0,SK
Frontiers_000535,2017,7,3,7,25.0,3.0,3.0,3.0,M,1,SK
Frontiers_000535,2016,6,3,7,28.0,2.0,0.0,0.0,M,0,SK
Frontiers_000535,2015,5,3,7,18.0,3.0,1.0,1.0,M,0,SK
Frontiers_000373,2013,3,3,3,20.0,3.0,2.0,2.0,M,1,SK
Frontiers_000400,2014,4,4,4,26.0,3.0,2.0,2.0,M,1,SK
Frontiers_000530,2012,5,4,5,19.0,3.0,0.0,1.0,F,1,SK
Frontiers_000530,2011,4,4,5,7.0,2.0,0.0,0.0,F,0,SK
Frontiers_000328,2012,3,3,6,26.0,3.0,0.0,0.0,M,0,SK
Frontiers_000328,2015,6,3,6,18.0,3.0,3.0,3.0,M,1,SK
Frontiers_000328,2014,5,3,6,38.0,2.0,0.0,0.0,M,0,SK
Frontiers_000282,2012,4,4,4,26.0,3.0,2.0,0.0,M,1,SK
Frontiers_000207,2013,3,3,4,44.0,2.0,2.0,2.0,F,0,SK
Frontiers_000207,2014,4,3,4,28.0,2.0,2.0,2.0,F,1,SK
Frontiers_000155,2015,5,5,5,19.0,3.0,2.0,2.0,M,1,BT
Frontiers_000080,2017,7,4,10,23.0,3.0,3.0,3.0,M,0,SK
Frontiers_000080,2016,6,4,10,21.0,3.0,2.0,2.0,M,0,SK
Frontiers_000080,2018,8,4,10,15.0,3.0,2.0,2.0,M,0,SK
Frontiers_000080,2020,10,4,10,18.0,3.0,3.0,3.0,M,1,SK
Frontiers_000080,2019,9,4,10,27.0,3.0,3.0,3.0,M,0,SK
Frontiers_000080,2015,5,4,10,19.0,3.0,3.0,3.0,M,0,SK
Frontiers_000080,2014,4,4,10,38.0,2.0,2.0,2.0,M,0,SK
Frontiers_000410,2013,4,3,6,44.0,2.0,2.0,2.0,F,0,SK
Frontiers_000410,2014,5,3,6,25.0,3.0,2.0,2.0,F,0,SK
Frontiers_000410,2012,3,3,6,28.0,2.0,2.0,2.0,F,0,SK
Frontiers_000410,2015,6,3,6,19.0,3.0,3.0,2.0,F,1,SK
Frontiers_000028,2017,6,3,6,25.0,3.0,3.0,3.0,M,1,SK
Frontiers_000028,2015,4,3,6,17.0,3.0,3.0,3.0,M,0,SK
Frontiers_000028,2014,3,3,6,28.0,3.0,2.0,2.0,M,0,SK
Frontiers_000028,2016,5,3,6,19.0,3.0,3.0,2.0,M,0,SK
Frontiers_000213,2014,3,3,3,24.0,3.0,3.0,1.0,M,1,SK
Frontiers_000061,2013,2,2,2,53.0,2.0,0.0,0.0,M,1,SK
Frontiers_000097,2014,3,3,5,38.0,2.0,2.0,2.0,F,0,SK
Frontiers_000097,2015,4,3,5,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000223,2012,2,2,4,34.0,3.0,2.0,1.0,F,0,BT
Frontiers_000223,2014,4,2,4,14.0,3.0,3.0,3.0,F,1,BT
Frontiers_000223,2013,3,2,4,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000091,2016,5,5,5,21.0,3.0,2.0,2.0,F,1,SK
Frontiers_000303,2017,6,3,8,23.0,3.0,3.0,3.0,M,0,SK
Frontiers_000303,2014,3,3,8,,,2.0,3.0,M,0,SK
Frontiers_000303,2016,5,3,8,28.0,2.0,2.0,2.0,M,0,SK
Frontiers_000303,2019,8,3,8,27.0,3.0,3.0,3.0,M,1,SK
Frontiers_000303,2015,4,3,8,18.0,3.0,0.0,0.0,M,0,SK
Frontiers_000303,2018,7,3,8,15.0,3.0,3.0,3.0,M,0,SK
Frontiers_000099,2013,2,2,5,44.0,3.0,2.0,2.0,M,0,SK
Frontiers_000099,2014,3,2,5,24.0,2.0,2.0,2.0,M,0,SK
Frontiers_000099,2015,4,2,5,17.0,3.0,2.0,2.0,M,0,SK
Frontiers_000099,2016,5,2,5,14.0,3.0,3.0,2.0,M,1,SK
Frontiers_000305,2014,4,4,4,26.0,3.0,3.0,3.0,M,1,SK
Frontiers_000492,2015,5,3,6,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000492,2014,4,3,6,25.0,3.0,3.0,2.0,F,0,SK
Frontiers_000492,2013,3,3,6,44.0,3.0,2.0,2.0,F,0,SK
Frontiers_000492,2016,6,3,6,13.0,3.0,3.0,3.0,F,1,SK
Frontiers_000507,2016,4,3,5,21.0,3.0,2.0,2.0,F,0,SK
Frontiers_000507,2015,3,3,5,22.0,3.0,3.0,3.0,F,0,SK
Frontiers_000507,2017,5,3,5,24.0,3.0,2.0,2.0,F,1,SK
Frontiers_000377,2015,3,2,7,18.0,3.0,2.0,2.0,F,0,SK
Frontiers_000377,2018,6,2,7,11.0,3.0,3.0,3.0,F,0,SK
Frontiers_000377,2019,7,2,7,27.0,3.0,3.0,3.0,F,1,SK
Frontiers_000377,2014,2,2,7,42.0,2.0,0.0,0.0,F,0,SK
Frontiers_000377,2017,5,2,7,54.0,3.0,3.0,3.0,F,0,SK
Frontiers_000377,2016,4,2,7,19.0,4.0,4.0,,F,0,SK
Frontiers_000074,2017,5,3,5,23.0,3.0,3.0,3.0,F,1,SK
Frontiers_000074,2015,3,3,5,22.0,2.0,2.0,2.0,F,0,SK
Frontiers_000001,2015,3,2,5,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000001,2014,2,2,5,30.0,2.0,2.0,2.0,F,0,SK
Frontiers_000001,2016,4,2,5,21.0,3.0,3.0,3.0,F,0,SK
Frontiers_000001,2017,5,2,5,23.0,3.0,3.0,3.0,F,1,SK
Frontiers_000441,2015,3,2,3,21.0,2.0,2.0,2.0,F,1,SK
Frontiers_000441,2014,2,2,3,55.0,2.0,2.0,0.0,F,0,SK
Frontiers_000221,2015,3,2,4,18.0,2.0,2.0,2.0,M,0,SK
Frontiers_000221,2014,2,2,4,50.0,2.0,1.0,1.0,M,0,SK
Frontiers_000221,2016,4,2,4,20.0,3.0,3.0,3.0,M,1,SK
Frontiers_000176,2014,2,2,4,55.0,2.0,2.0,0.0,M,0,SK
Frontiers_000176,2016,4,2,4,19.0,4.0,4.0,,M,1,SK
Frontiers_000220,2013,2,2,3,44.0,3.0,2.0,2.0,F,0,SK
Frontiers_000220,2014,3,2,3,24.0,2.0,2.0,2.0,F,1,SK
Frontiers_000299,2017,6,2,8,23.0,3.0,3.0,3.0,M,0,SK
Frontiers_000299,2019,8,2,8,25.0,3.0,0.0,0.0,M,1,SK
Frontiers_000299,2013,2,2,8,44.0,2.0,2.0,2.0,M,0,SK
Frontiers_000299,2014,3,2,8,28.0,2.0,2.0,2.0,M,0,SK
Frontiers_000299,2015,4,2,8,37.0,2.0,1.0,1.0,M,0,SK
Frontiers_000299,2018,7,2,8,13.0,3.0,1.0,0.0,M,0,SK
Frontiers_000112,2018,5,2,5,25.0,3.0,0.0,0.0,F,1,SK
Frontiers_000112,2017,4,2,5,29.0,3.0,3.0,0.0,F,0,SK
Frontiers_000011,2016,3,3,3,30.0,3.0,3.0,3.0,M,1,BT
Frontiers_000027,2018,5,4,7,8.0,3.0,3.0,1.0,F,0,BT
Frontiers_000027,2020,7,4,7,18.0,3.0,3.0,2.0,F,1,BT
Frontiers_000027,2017,4,4,7,24.0,3.0,2.0,2.0,F,0,BT
Frontiers_000027,2019,6,4,7,26.0,3.0,2.0,2.0,F,0,BT
Frontiers_000174,2016,3,3,4,29.0,2.0,2.0,2.0,M,0,SK
Frontiers_000174,2017,4,3,4,31.0,2.0,0.0,0.0,M,1,SK
Frontiers_000055,2017,3,3,3,23.0,3.0,3.0,3.0,M,1,SK
Frontiers_000035,2016,2,2,4,28.0,2.0,2.0,2.0,F,0,SK
Frontiers_000035,2018,4,2,4,18.0,2.0,2.0,2.0,F,1,SK
Frontiers_000035,2017,3,2,4,22.0,3.0,2.0,2.0,F,0,SK
Frontiers_000502,2017,3,3,3,27.0,3.0,2.0,2.0,F,1,SK
Frontiers_000341,2017,3,3,3,21.0,3.0,3.0,3.0,M,1,SK
Frontiers_000021,2017,3,3,5,34.0,3.0,3.0,2.0,F,0,SK
Frontiers_000021,2018,4,3,5,15.0,3.0,0.0,0.0,F,0,SK
Frontiers_000340,2017,3,3,3,31.0,2.0,0.0,0.0,F,1,SK
Frontiers_000110,2018,4,3,5,15.0,3.0,1.0,1.0,M,0,SK
Frontiers_000110,2017,3,3,5,31.0,3.0,3.0,2.0,M,0,SK
Frontiers_000110,2019,5,3,5,31.0,1.0,0.0,0.0,M,1,SK
Frontiers_000272,2016,2,2,3,21.0,3.0,0.0,0.0,F,0,SK
Frontiers_000272,2017,3,2,3,23.0,3.0,3.0,1.0,F,1,SK
Frontiers_000434,2016,2,2,4,21.0,1.0,0.0,0.0,F,0,SK
Frontiers_000434,2017,3,2,4,29.0,3.0,2.0,1.0,F,0,SK
Frontiers_000434,2018,4,2,4,20.0,3.0,2.0,0.0,F,1,SK
Frontiers_000418,2017,3,3,4,23.0,3.0,3.0,2.0,F,0,SK
