ring,year,age,AFR,lifespan,laying_date,clutch_size,brood_size_hatching,brood_size_fledging,sex,LO,colony
Frontiers_000545,2005,2,2,14,50.0,2.0,0.0,0.0,F,0,BT
Frontiers_000545,2009,6,2,14,9.0,4.0,3.0,3.0,F,0,BT
Frontiers_000545,2008,5,2,14,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000545,2013,10,2,14,23.0,2.0,0.0,0.0,F,0,BT
Frontiers_000545,2012,9,2,14,17.0,3.0,3.0,3.0,F,0,BT
Frontiers_000545,2014,11,2,14,23.0,3.0,3.0,1.0,F,0,BT
Frontiers_000545,2011,8,2,14,4.0,1.0,0.0,0.0,F,0,BT
Frontiers_000185,2010,5,2,9,31.0,4.0,0.0,0.0,M,0,BT
Frontiers_000185,2008,3,2,9,14.0,3.0,2.0,1.0,M,0,BT
Frontiers_000185,2013,8,2,9,19.0,3.0,0.0,1.0,M,0,BT
Frontiers_000185,2014,9,2,9,14.0,3.0,2.0,2.0,M,1,BT
Frontiers_000185,2012,7,2,9,28.0,2.0,2.0,2.0,M,0,BT
Frontiers_000185,2009,4,2,9,16.0,3.0,0.0,1.0,M,0,BT
Frontiers_000185,2007,2,2,9,25.0,3.0,0.0,0.0,M,0,BT
Frontiers_000437,2012,7,4,7,19.0,3.0,3.0,3.0,F,1,BT
Frontiers_000437,2010,5,4,7,31.0,4.0,0.0,0.0,F,0,BT
Frontiers_000437,2009,4,4,7,16.0,3.0,0.0,1.0,F,0,BT
Frontiers_000474,2012,7,3,7,13.0,3.0,3.0,2.0,F,1,BT
Frontiers_000474,2011,6,3,7,7.0,3.0,2.0,2.0,F,0,BT
Frontiers_000474,2008,3,3,7,20.0,2.0,1.0,1.0,F,0,BT
Frontiers_000474,2010,5,3,7,25.0,3.0,3.0,2.0,F,0,BT
Frontiers_000474,2009,4,3,7,13.0,3.0,3.0,3.0,F,0,BT
Frontiers_000217,2010,5,3,7,31.0,3.0,2.0,2.0,F,0,BT
Frontiers_000217,2011,6,3,7,7.0,3.0,0.0,0.0,F,0,BT
Frontiers_000217,2009,4,3,7,11.0,3.0,0.0,1.0,F,0,BT
Frontiers_000217,2012,7,3,7,15.0,3.0,0.0,0.0,F,1,BT
Frontiers_000217,2008,3,3,7,45.0,3.0,0.0,0.0,F,0,BT
Frontiers_000095,2008,3,3,10,26.0,3.0,3.0,3.0,F,0,BT
Frontiers_000095,2012,7,3,10,15.0,3.0,3.0,3.0,F,0,BT
Frontiers_000095,2014,9,3,10,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000095,2010,5,3,10,25.0,3.0,3.0,2.0,F,0,BT
Frontiers_000095,2015,10,3,10,16.0,3.0,3.0,3.0,F,1,BT
Frontiers_000095,2009,4,3,10,14.0,3.0,3.0,3.0,F,0,BT
Frontiers_000095,2011,6,3,10,9.0,3.0,3.0,3.0,F,0,BT
Frontiers_000501,2009,4,3,7,13.0,3.0,3.0,3.0,F,0,BT
Frontiers_000501,2012,7,3,7,17.0,3.0,3.0,3.0,F,1,BT
Frontiers_000501,2008,3,3,7,,,2.0,2.0,F,0,BT
Frontiers_000501,2010,5,3,7,29.0,3.0,3.0,3.0,F,0,BT
Frontiers_000501,2011,6,3,7,9.0,3.0,3.0,3.0,F,0,BT
Frontiers_000118,2008,3,3,7,23.0,,0.0,0.0,F,0,BT
Frontiers_000118,2010,5,3,7,29.0,3.0,2.0,0.0,F,0,BT
Frontiers_000118,2011,6,3,7,4.0,3.0,3.0,3.0,F,0,BT
Frontiers_000118,2009,4,3,7,17.0,3.0,1.0,1.0,F,0,BT
Frontiers_000118,2012,7,3,7,22.0,3.0,1.0,1.0,F,1,BT
Frontiers_000271,2009,2,2,3,23.0,3.0,3.0,2.0,F,0,SK
Frontiers_000271,2010,3,2,3,49.0,2.0,2.0,2.0,F,1,SK
Frontiers_000076,2013,6,5,9,20.0,3.0,3.0,3.0,F,0,SK
Frontiers_000076,2016,9,5,9,13.0,3.0,3.0,3.0,F,1,SK
Frontiers_000076,2012,5,5,9,22.0,3.0,3.0,3.0,F,0,SK
Frontiers_000076,2014,7,5,9,25.0,3.0,3.0,3.0,F,0,SK
Frontiers_000076,2015,8,5,9,14.0,3.0,3.0,3.0,F,0,SK
Frontiers_000481,2010,3,3,11,31.0,2.0,0.0,0.0,M,0,BT
Frontiers_000481,2011,4,3,11,9.0,2.0,2.0,2.0,M,0,BT
Frontiers_000481,2013,6,3,11,21.0,2.0,0.0,0.0,M,0,BT
Frontiers_000481,2017,10,3,11,31.0,3.0,0.0,0.0,M,0,BT
Frontiers_000481,2015,8,3,11,19.0,2.0,2.0,1.0,M,0,BT
Frontiers_000481,2016,9,3,11,18.0,3.0,3.0,3.0,M,0,BT
Frontiers_000481,2014,7,3,11,27.0,3.0,0.0,0.0,M,0,BT
Frontiers_000481,2012,5,3,11,28.0,2.0,2.0,2.0,M,0,BT
Frontiers_000107,2011,4,3,5,12.0,1.0,1.0,1.0,F,0,BT
Frontiers_000107,2012,5,3,5,19.0,3.0,3.0,3.0,F,1,BT
Frontiers_000107,2010,3,3,5,33.0,2.0,2.0,2.0,F,0,BT
Frontiers_000172,2016,9,2,11,15.0,3.0,3.0,3.0,F,0,BT
Frontiers_000172,2010,3,2,11,22.0,3.0,0.0,0.0,F,0,BT
Frontiers_000172,2017,10,2,11,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000172,2013,6,2,11,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000172,2009,2,2,11,16.0,2.0,0.0,0.0,F,0,BT
Frontiers_000172,2011,4,2,11,2.0,3.0,0.0,0.0,F,0,BT
Frontiers_000172,2014,7,2,11,14.0,3.0,3.0,3.0,F,0,BT
Frontiers_000172,2015,8,2,11,14.0,3.0,3.0,2.0,F,0,BT
Frontiers_000172,2018,11,2,11,9.0,3.0,3.0,2.0,F,1,BT
Frontiers_000448,2016,9,4,9,24.0,3.0,3.0,1.0,M,1,BT
Frontiers_000448,2014,7,4,9,23.0,3.0,3.0,3.0,M,0,BT
Frontiers_000448,2013,6,4,9,44.0,2.0,0.0,0.0,M,0,BT
Frontiers_000448,2011,4,4,9,12.0,3.0,3.0,3.0,M,0,BT
Frontiers_000448,2015,8,4,9,18.0,3.0,3.0,2.0,M,0,BT
Frontiers_000150,2009,2,2,5,18.0,3.0,2.0,2.0,F,0,SK
Frontiers_000150,2010,3,2,5,31.0,2.0,2.0,2.0,F,0,SK
Frontiers_000150,2012,5,2,5,20.0,2.0,2.0,2.0,F,1,SK
Frontiers_000364,2012,6,3,11,17.0,3.0,3.0,3.0,F,0,BT
Frontiers_000364,2016,10,3,11,18.0,3.0,3.0,2.0,F,0,BT
Frontiers_000364,2017,11,3,11,22.0,3.0,3.0,3.0,F,1,BT
Frontiers_000364,2014,8,3,11,24.0,3.0,3.0,2.0,F,0,BT
Frontiers_000364,2011,5,3,11,7.0,3.0,3.0,2.0,F,0,BT
Frontiers_000364,2009,3,3,11,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000364,2013,7,3,11,20.0,3.0,3.0,2.0,F,0,BT
Frontiers_000364,2015,9,3,11,18.0,3.0,3.0,2.0,F,0,BT
Frontiers_000364,2010,4,3,11,29.0,3.0,3.0,3.0,F,0,BT
Frontiers_000319,2014,11,4,14,16.0,4.0,3.0,3.0,M,0,BT
Frontiers_000319,2017,14,4,14,20.0,3.0,3.0,2.0,M,1,BT
Frontiers_000319,2007,4,4,14,28.0,2.0,0.0,0.0,M,0,BT
Frontiers_000319,2009,6,4,14,11.0,3.0,3.0,3.0,M,0,BT
Frontiers_000319,2012,9,4,14,15.0,3.0,0.0,0.0,M,0,BT
Frontiers_000319,2015,12,4,14,14.0,3.0,2.0,2.0,M,0,BT
Frontiers_000319,2011,8,4,14,6.0,3.0,2.0,2.0,M,0,BT
Frontiers_000319,2016,13,4,14,16.0,3.0,3.0,3.0,M,0,BT
Frontiers_000319,2010,7,4,14,29.0,3.0,0.0,0.0,M,0,BT
Frontiers_000078,2016,13,2,16,21.0,3.0,0.0,1.0,M,0,SK
Frontiers_000078,2014,11,2,16,28.0,3.0,0.0,0.0,M,0,SK
Frontiers_000078,2009,6,2,16,16.0,3.0,0.0,1.0,M,0,SK
Frontiers_000078,2011,8,2,16,11.0,3.0,0.0,0.0,M,0,SK
Frontiers_000078,2018,15,2,16,20.0,3.0,0.0,0.0,M,0,SK
Frontiers_000078,2013,10,2,16,46.0,3.0,2.0,2.0,M,0,SK
Frontiers_000078,2012,9,2,16,17.0,3.0,0.0,0.0,M,0,SK
Frontiers_000078,2015,12,2,16,20.0,3.0,2.0,2.0,M,0,SK
Frontiers_000078,2019,16,2,16,31.0,3.0,0.0,0.0,M,1,SK
Frontiers_000078,2010,7,2,16,32.0,2.0,2.0,2.0,M,0,SK
Frontiers_000232,2009,4,3,10,15.0,3.0,2.0,2.0,F,0,BT
Frontiers_000232,2011,6,3,10,9.0,3.0,3.0,3.0,F,0,BT
Frontiers_000232,2008,3,3,10,29.0,3.0,1.0,1.0,F,0,BT
Frontiers_000232,2014,9,3,10,63.0,2.0,0.0,0.0,F,0,BT
Frontiers_000232,2012,7,3,10,32.0,3.0,3.0,2.0,F,0,BT
Frontiers_000232,2010,5,3,10,31.0,3.0,3.0,3.0,F,0,BT
Frontiers_000232,2015,10,3,10,18.0,3.0,1.0,1.0,F,1,BT
Frontiers_000232,2014,9,3,10,16.0,3.0,3.0,0.0,F,0,BT
Frontiers_000232,2013,8,3,10,24.0,1.0,1.0,1.0,F,0,BT
Frontiers_000322,2013,9,2,14,19.0,3.0,3.0,2.0,M,0,BT
Frontiers_000322,2009,5,2,14,7.0,3.0,3.0,2.0,M,0,BT
Frontiers_000322,2006,2,2,14,50.0,2.0,0.0,0.0,M,0,BT
Frontiers_000322,2014,10,2,14,12.0,3.0,0.0,0.0,M,0,BT
Frontiers_000322,2017,13,2,14,24.0,1.0,0.0,0.0,M,0,BT
Frontiers_000322,2015,11,2,14,14.0,3.0,2.0,2.0,M,0,BT
Frontiers_000322,2016,12,2,14,19.0,3.0,3.0,2.0,M,0,BT
Frontiers_000086,2009,5,3,5,13.0,3.0,3.0,0.0,M,1,BT
Frontiers_000086,2008,4,3,5,18.0,3.0,3.0,3.0,M,0,BT
Frontiers_000086,2007,3,3,5,15.0,3.0,0.0,0.0,M,0,BT
Frontiers_000017,2010,4,2,7,31.0,2.0,0.0,0.0,F,0,BT
Frontiers_000017,2011,5,2,7,9.0,2.0,1.0,1.0,F,0,BT
Frontiers_000017,2009,3,2,7,21.0,3.0,2.0,2.0,F,0,BT
Frontiers_000017,2013,7,2,7,44.0,2.0,2.0,2.0,F,1,BT
Frontiers_000017,2008,2,2,7,40.0,2.0,0.0,0.0,F,0,BT
Frontiers_000362,2009,3,3,3,17.0,3.0,3.0,3.0,M,1,BT
Frontiers_000314,2011,5,3,11,9.0,3.0,0.0,0.0,F,0,BT
Frontiers_000314,2009,3,3,11,17.0,3.0,3.0,3.0,F,0,BT
Frontiers_000314,2014,8,3,11,16.0,4.0,3.0,3.0,F,0,BT
Frontiers_000314,2010,4,3,11,31.0,3.0,3.0,3.0,F,0,BT
Frontiers_000314,2013,7,3,11,24.0,1.0,0.0,0.0,F,0,BT
Frontiers_000314,2016,10,3,11,18.0,3.0,3.0,0.0,F,0,BT
Frontiers_000314,2015,9,3,11,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000314,2012,6,3,11,17.0,3.0,3.0,3.0,F,0,BT
Frontiers_000314,2017,11,3,11,18.0,4.0,1.0,1.0,F,1,BT
Frontiers_000025,2015,9,2,13,15.0,3.0,3.0,3.0,M,0,BT
Frontiers_000025,2013,7,2,13,21.0,3.0,3.0,3.0,M,0,BT
Frontiers_000025,2017,11,2,13,24.0,2.0,0.0,0.0,M,0,BT
Frontiers_000025,2018,12,2,13,6.0,3.0,3.0,3.0,M,0,BT
Frontiers_000025,2010,4,2,13,28.0,2.0,1.0,1.0,M,0,BT
Frontiers_000025,2019,13,2,13,29.0,3.0,3.0,3.0,M,1,BT
Frontiers_000025,2009,3,2,13,23.0,3.0,1.0,0.0,M,0,BT
Frontiers_000025,2012,6,2,13,13.0,3.0,3.0,2.0,M,0,BT
Frontiers_000025,2008,2,2,13,32.0,2.0,2.0,2.0,M,0,BT
Frontiers_000025,2014,8,2,13,14.0,3.0,2.0,2.0,M,0,BT
Frontiers_000025,2016,10,2,13,16.0,3.0,3.0,3.0,M,0,BT
Frontiers_000398,2009,3,2,6,13.0,3.0,3.0,3.0,M,0,BT
Frontiers_000398,2008,2,2,6,40.0,2.0,0.0,0.0,M,0,BT
Frontiers_000398,2010,4,2,6,29.0,3.0,3.0,3.0,M,0,BT
Frontiers_000398,2012,6,2,6,17.0,3.0,3.0,3.0,M,1,BT
Frontiers_000398,2011,5,2,6,9.0,3.0,3.0,3.0,M,0,BT
Frontiers_000403,2007,2,2,4,13.0,3.0,3.0,0.0,M,0,BT
Frontiers_000403,2008,3,2,4,21.0,3.0,3.0,3.0,M,0,BT
Frontiers_000403,2009,4,2,4,13.0,3.0,3.0,,M,1,BT
Frontiers_000161,2009,4,4,4,11.0,4.0,4.0,3.0,F,1,BT
Frontiers_000261,2006,3,3,7,32.0,2.0,2.0,,F,0,SK
Frontiers_000261,2007,4,3,7,23.0,3.0,0.0,0.0,F,0,SK
Frontiers_000261,2008,5,3,7,18.0,3.0,3.0,3.0,F,0,SK
Frontiers_000261,2009,6,3,7,16.0,2.0,0.0,0.0,F,0,SK
Frontiers_000252,2006,3,3,3,43.0,1.0,0.0,0.0,M,1,SK
Frontiers_000251,2007,4,3,7,26.0,3.0,1.0,0.0,F,0,SK
Frontiers_000251,2006,3,3,7,43.0,1.0,0.0,0.0,F,0,SK
Frontiers_000537,2007,3,2,3,28.0,2.0,0.0,0.0,F,1,SK
Frontiers_000215,2006,2,2,4,54.0,1.0,1.0,0.0,F,0,SK
Frontiers_000215,2007,3,2,4,26.0,2.0,0.0,0.0,F,0,SK
Frontiers_000007,2009,5,4,12,17.0,3.0,3.0,3.0,F,0,SK
Frontiers_000007,2016,12,4,12,17.0,3.0,3.0,3.0,F,1,SK
Frontiers_000007,2012,8,4,12,22.0,3.0,3.0,3.0,F,0,SK
Frontiers_000007,2008,4,4,12,20.0,3.0,0.0,0.0,F,0,SK
Frontiers_000007,2014,10,4,12,25.0,3.0,0.0,0.0,F,0,SK
Frontiers_000007,2010,6,4,12,24.0,3.0,3.0,2.0,F,0,SK
Frontiers_000276,2008,4,4,4,22.0,3.0,1.0,1.0,F,1,SK
Frontiers_000432,2006,2,2,2,43.0,3.0,2.0,,F,1,SK
Frontiers_000081,2006,2,2,2,44.0,2.0,0.0,0.0,M,1,SK
Frontiers_000302,2008,4,3,8,33.0,2.0,2.0,2.0,M,0,SK
Frontiers_000302,2012,8,3,8,22.0,3.0,3.0,0.0,M,1,SK
Frontiers_000302,2010,6,3,8,30.0,3.0,3.0,3.0,M,0,SK
Frontiers_000302,2007,3,3,8,13.0,3.0,2.0,,M,0,SK
Frontiers_000302,2009,5,3,8,17.0,3.0,2.0,1.0,M,0,SK
Frontiers_000523,2008,4,2,6,16.0,3.0,3.0,3.0,F,0,SK
Frontiers_000523,2007,3,2,6,11.0,2.0,1.0,1.0,F,0,SK
Frontiers_000523,2006,2,2,6,43.0,2.0,2.0,,F,0,SK
Frontiers_000523,2010,6,2,6,30.0,3.0,3.0,3.0,F,1,SK
Frontiers_000285,2007,3,3,3,18.0,3.0,3.0,,F,1,SK
Frontiers_000162,2007,3,3,5,26.0,3.0,3.0,0.0,M,0,SK
Frontiers_000162,2008,4,3,5,23.0,3.0,2.0,2.0,M,0,SK
Frontiers_000443,2008,4,3,12,20.0,2.0,1.0,1.0,F,0,SK
Frontiers_000443,2010,6,3,12,24.0,3.0,2.0,2.0,F,0,SK
Frontiers_000443,2015,11,3,12,14.0,3.0,3.0,3.0,F,0,SK
Frontiers_000443,2012,8,3,12,37.0,1.0,0.0,0.0,F,0,SK
Frontiers_000443,2007,3,3,12,26.0,3.0,1.0,0.0,F,0,SK
Frontiers_000443,2016,12,3,12,14.0,3.0,3.0,3.0,F,1,SK
Frontiers_000443,2013,9,3,12,44.0,1.0,0.0,0.0,F,0,SK
Frontiers_000443,2009,5,3,12,11.0,3.0,3.0,3.0,F,0,SK
Frontiers_000443,2014,10,3,12,23.0,3.0,3.0,3.0,F,0,SK
Frontiers_000056,2008,4,4,6,33.0,2.0,2.0,2.0,M,0,SK
Frontiers_000056,2010,6,4,6,32.0,2.0,2.0,2.0,M,1,SK
Frontiers_000399,2009,5,3,8,36.0,3.0,0.0,0.0,M,0,SK
Frontiers_000399,2008,4,3,8,18.0,3.0,1.0,1.0,M,0,SK
Frontiers_000032,2009,5,4,5,15.0,3.0,3.0,3.0,M,1,SK
Frontiers_000427,2010,6,3,7,27.0,3.0,3.0,3.0,F,0,SK
Frontiers_000427,2009,5,3,7,15.0,3.0,3.0,3.0,F,0,SK
Frontiers_000427,2011,7,3,7,11.0,3.0,3.0,2.0,F,1,SK
Frontiers_000427,2007,3,3,7,21.0,3.0,2.0,,F,0,SK
Frontiers_000427,2008,4,3,7,24.0,3.0,3.0,2.0,F,0,SK
Frontiers_000159,2006,2,2,4,49.0,2.0,1.0,1.0,F,0,SK
Frontiers_000159,2008,4,2,4,33.0,2.0,2.0,2.0,F,1,SK
Frontiers_000044,2007,3,3,9,26.0,2.0,2.0,0.0,F,0,SK
Frontiers_000044,2013,9,3,9,22.0,3.0,0.0,0.0,F,1,SK
Frontiers_000044,2009,5,3,9,16.0,3.0,3.0,3.0,F,0,SK
Frontiers_000044,2010,6,3,9,29.0,3.0,3.0,3.0,F,0,SK
Frontiers_000045,2008,4,3,8,23.0,3.0,2.0,2.0,F,0,SK
Frontiers_000045,2007,3,3,8,13.0,2.0,0.0,,F,0,SK
Frontiers_000045,2010,6,3,8,61.0,3.0,0.0,0.0,F,0,SK
Frontiers_000045,2012,8,3,8,24.0,3.0,3.0,3.0,F,1,SK
Frontiers_000045,2011,7,3,8,13.0,2.0,0.0,0.0,F,0,SK
Frontiers_000321,2007,3,3,3,11.0,3.0,0.0,,F,1,SK
Frontiers_000033,2007,3,2,3,26.0,3.0,0.0,1.0,F,1,SK
Frontiers_000004,2011,7,4,7,10.0,3.0,0.0,0.0,F,1,SK
Frontiers_000004,2008,4,4,7,23.0,2.0,2.0,2.0,F,0,SK
Frontiers_000004,2009,5,4,7,14.0,3.0,3.0,3.0,F,0,SK
Frontiers_000004,2010,6,4,7,21.0,3.0,0.0,0.0,F,0,SK
Frontiers_000166,2012,8,5,15,19.0,3.0,0.0,1.0,M,0,SK
Frontiers_000166,2018,14,5,15,13.0,2.0,0.0,0.0,M,0,SK
Frontiers_000166,2014,10,5,15,27.0,3.0,0.0,0.0,M,0,SK
Frontiers_000166,2013,9,5,15,18.0,2.0,0.0,0.0,M,0,SK
Frontiers_000166,2009,5,5,15,16.0,1.0,0.0,0.0,M,0,SK
Frontiers_000338,2007,2,1,1,30.0,2.0,0.0,0.0,F,1,SK
Frontiers_000473,2009,5,3,5,13.0,3.0,2.0,0.0,M,1,SK
Frontiers_000473,2007,3,3,5,30.0,,1.0,0.0,M,0,SK
Frontiers_000473,2008,4,3,5,18.0,3.0,0.0,0.0,M,0,SK
Frontiers_000289,2008,3,3,6,20.0,3.0,1.0,1.0,M,0,SK
Frontiers_000289,2010,5,3,6,26.0,3.0,2.0,2.0,M,0,SK
Frontiers_000325,2008,3,3,3,31.0,2.0,1.0,1.0,F,1,SK
Frontiers_000283,2009,4,4,4,16.0,3.0,3.0,3.0,F,1,SK
Frontiers_000520,2008,3,3,6,39.0,2.0,0.0,0.0,M,0,SK
Frontiers_000467,2016,11,4,13,28.0,2.0,0.0,0.0,F,0,SK
Frontiers_000467,2013,8,4,13,24.0,1.0,0.0,0.0,F,0,SK
Frontiers_000467,2015,10,4,13,18.0,3.0,1.0,1.0,F,0,SK
Frontiers_000467,2009,4,4,13,16.0,1.0,0.0,0.0,F,0,SK
Frontiers_000467,2014,9,4,13,30.0,2.0,2.0,2.0,F,0,SK
Frontiers_000467,2017,12,4,13,25.0,3.0,3.0,3.0,F,0,SK
Frontiers_000476,2008,3,3,4,,2.0,1.0,0.0,M,0,SK
Frontiers_000476,2009,4,3,4,25.0,3.0,1.0,1.0,M,1,SK
Frontiers_000536,2012,7,3,9,26.0,3.0,3.0,3.0,F,0,SK
Frontiers_000536,2010,5,3,9,26.0,1.0,1.0,1.0,F,0,SK
Frontiers_000536,2011,6,3,9,9.0,3.0,3.0,3.0,F,0,SK
Frontiers_000536,2009,4,3,9,11.0,3.0,3.0,3.0,F,0,SK
Frontiers_000536,2013,8,3,9,15.0,3.0,1.0,1.0,F,0,SK
Frontiers_000536,2008,3,3,9,23.0,3.0,1.0,0.0,F,0,SK
Frontiers_000536,2014,9,3,9,16.0,2.0,2.0,2.0,F,1,SK
Frontiers_000111,2013,8,3,9,18.0,3.0,0.0,0.0,F,0,SK
Frontiers_000111,2014,9,3,9,24.0,3.0,0.0,1.0,F,1,SK
Frontiers_000111,2009,4,3,9,14.0,3.0,2.0,2.0,F,0,SK
Frontiers_000111,2008,3,3,9,31.0,3.0,2.0,2.0,F,0,SK
Frontiers_000111,2011,6,3,9,7.0,3.0,3.0,3.0,F,0,SK
Frontiers_000111,2010,5,3,9,28.0,3.0,2.0,2.0,F,0,SK
Frontiers_000111,2012,7,3,9,19.0,3.0,0.0,0.0,F,0,SK
Frontiers_000180,2009,4,3,4,18.0,3.0,2.0,1.0,M,1,SK
Frontiers_000180,2008,3,3,4,20.0,2.0,0.0,0.0,M,0,SK
Frontiers_000258,2009,4,4,5,17.0,3.0,2.0,2.0,M,0,SK
Frontiers_000258,2010,5,4,5,40.0,2.0,2.0,1.0,M,1,SK
Frontiers_000153,2010,5,3,7,32.0,3.0,0.0,0.0,M,0,SK
Frontiers_000153,2011,6,3,7,7.0,3.0,3.0,3.0,M,0,SK
Frontiers_000153,2008,3,3,7,22.0,3.0,1.0,1.0,M,0,SK
Frontiers_000153,2012,7,3,7,17.0,3.0,3.0,3.0,M,1,SK
Frontiers_000153,2009,4,3,7,17.0,3.0,3.0,2.0,M,0,SK
Frontiers_000496,2009,5,5,6,10.0,3.0,0.0,0.0,F,0,SK
Frontiers_000496,2010,6,5,6,28.0,3.0,0.0,0.0,F,1,SK
Frontiers_000083,2008,3,3,4,,2.0,1.0,0.0,F,0,SK
Frontiers_000026,2014,9,3,11,25.0,3.0,3.0,3.0,M,0,BT
Frontiers_000026,2013,8,3,11,20.0,3.0,3.0,2.0,M,0,BT
Frontiers_000026,2011,6,3,11,7.0,3.0,3.0,2.0,M,0,BT
Frontiers_000026,2009,4,3,11,16.0,3.0,3.0,3.0,M,0,BT
Frontiers_000026,2016,11,3,11,16.0,3.0,3.0,2.0,M,1,BT
Frontiers_000026,2015,10,3,11,16.0,3.0,3.0,2.0,M,0,BT
Frontiers_000026,2010,5,3,11,29.0,3.0,3.0,3.0,M,0,BT
Frontiers_000026,2012,7,3,11,17.0,3.0,3.0,3.0,M,0,BT
Frontiers_000026,2008,3,3,11,,,2.0,2.0,M,0,BT
Frontiers_000336,2013,8,3,10,20.0,3.0,2.0,2.0,F,0,SK
Frontiers_000336,2009,4,3,10,19.0,3.0,3.0,3.0,F,0,SK
Frontiers_000336,2014,9,3,10,24.0,3.0,3.0,1.0,F,0,SK
Frontiers_000336,2012,7,3,10,19.0,3.0,3.0,2.0,F,0,SK
Frontiers_000336,2015,10,3,10,17.0,3.0,3.0,3.0,F,1,SK
Frontiers_000277,2014,6,3,9,16.0,3.0,3.0,3.0,F,0,BT
Frontiers_000277,2017,9,3,9,20.0,3.0,3.0,3.0,F,1,BT
Frontiers_000277,2012,4,3,9,19.0,3.0,2.0,0.0,F,0,BT
Frontiers_000277,2016,8,3,9,15.0,3.0,3.0,3.0,F,0,BT
Frontiers_000277,2013,5,3,9,22.0,3.0,3.0,3.0,F,0,BT
Frontiers_000277,2015,7,3,9,14.0,3.0,3.0,3.0,F,0,BT
Frontiers_000277,2011,3,3,9,6.0,3.0,0.0,0.0,F,0,BT
Frontiers_000208,2013,5,4,6,19.0,2.0,2.0,2.0,M,0,BT
Frontiers_000385,2011,3,3,3,10.0,1.0,0.0,0.0,F,1,BT
Frontiers_000168,2014,6,3,7,23.0,3.0,0.0,0.0,F,0,BT
Frontiers_000168,2013,5,3,7,24.0,2.0,1.0,0.0,F,0,BT
Frontiers_000168,2011,3,3,7,20.0,3.0,3.0,2.0,F,0,BT
Frontiers_000168,2012,4,3,7,22.0,2.0,0.0,0.0,F,0,BT
Frontiers_000168,2015,7,3,7,18.0,4.0,3.0,2.0,F,1,BT
Frontiers_000407,2013,5,4,5,24.0,3.0,3.0,2.0,F,1,BT
Frontiers_000407,2012,4,4,5,26.0,3.0,2.0,2.0,F,0,BT
Frontiers_000359,2012,4,4,8,25.0,2.0,0.0,0.0,F,0,BT
Frontiers_000359,2016,8,4,8,30.0,3.0,3.0,3.0,F,1,BT
Frontiers_000359,2014,6,4,8,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000359,2015,7,4,8,18.0,3.0,3.0,2.0,F,0,BT
Frontiers_000359,2013,5,4,8,21.0,2.0,0.0,0.0,F,0,BT
Frontiers_000088,2014,6,6,9,25.0,3.0,0.0,1.0,M,0,BT
Frontiers_000088,2017,9,6,9,22.0,3.0,3.0,3.0,M,1,BT
Frontiers_000088,2016,8,6,9,27.0,3.0,3.0,3.0,M,0,BT
Frontiers_000421,2015,7,4,8,20.0,3.0,0.0,0.0,M,0,BT
Frontiers_000421,2013,5,4,8,21.0,2.0,0.0,0.0,M,0,BT
Frontiers_000421,2016,8,4,8,20.0,3.0,3.0,3.0,M,1,BT
Frontiers_000421,2014,6,4,8,16.0,3.0,2.0,2.0,M,0,BT
Frontiers_000421,2012,4,4,8,24.0,3.0,2.0,2.0,M,0,BT
Frontiers_000519,2012,4,4,4,28.0,2.0,0.0,0.0,M,1,BT
Frontiers_000225,2012,4,4,5,16.0,4.0,0.0,0.0,F,0,BT
Frontiers_000392,2013,5,3,9,24.0,2.0,1.0,1.0,F,0,BT
Frontiers_000392,2014,6,3,9,38.0,2.0,0.0,0.0,F,0,BT
Frontiers_000392,2012,4,3,9,26.0,3.0,3.0,2.0,F,0,BT
Frontiers_000392,2015,7,3,9,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000392,2017,9,3,9,20.0,3.0,3.0,3.0,F,1,BT
Frontiers_000392,2016,8,3,9,19.0,3.0,3.0,2.0,F,0,BT
Frontiers_000087,2010,2,2,2,42.0,2.0,2.0,2.0,M,1,BT
Frontiers_000184,2016,9,2,9,19.0,3.0,3.0,2.0,F,1,BT
Frontiers_000184,2009,2,2,9,23.0,2.0,2.0,2.0,F,0,BT
Frontiers_000184,2014,7,2,9,18.0,3.0,3.0,3.0,F,0,BT
Frontiers_000184,2013,6,2,9,23.0,3.0,3.0,3.0,F,0,BT
Frontiers_000184,2011,4,2,9,7.0,3.0,2.0,2.0,F,0,BT
Frontiers_000184,2010,3,2,9,29.0,3.0,2.0,2.0,F,0,BT
Frontiers_000184,2012,5,2,9,19.0,3.0,3.0,2.0,F,0,BT
Frontiers_000184,2015,8,2,9,14.0,3.0,3.0,1.0,F,0,BT
Frontiers_000063,2014,5,2,5,26.0,3.0,0.0,0.0,F,1,BT
Frontiers_000063,2011,2,2,5,9.0,2.0,2.0,0.0,F,0,BT
Frontiers_000143,2013,4,3,5,24.0,2.0,2.0,2.0,F,0,BT
Frontiers_000143,2012,3,3,5,38.0,3.0,0.0,0.0,F,0,BT
Frontiers_000381,2014,5,3,6,26.0,3.0,3.0,3.0,M,0,SK
