Obs_num,Rep,F1_ID,F0_ID,Paternal_age,Paternal_sperm_age,Treatment,Sex,F1_Age,F2_Count,LS,Censored,Mean_age,Delta_age,ALR,Mean_age2,Age2
2184,R2,D3.R2.YO.24,R2.YO.24,Y,O,YO,Female,32,13,42,1,18,14,32,324,1024
492,R2,D3.R2.YY.16,R2.YY.16,Y,Y,YY,Female,4,57,42,1,18,-14,32,324,16
1526,R2,D3.R2.YY.16,R2.YY.16,Y,Y,YY,Female,18,56,42,1,18,0,32,324,324
2064,R2,D3.R2.YY.16,R2.YY.16,Y,Y,YY,Female,32,0,42,1,18,14,32,324,1024
157,R1,D1.R1.YO.17,R1.YO.17,Y,O,YO,Female,4,66,43,1,18,-14,32,324,16
1024,R1,D1.R1.YO.17,R1.YO.17,Y,O,YO,Female,18,0,43,1,18,0,32,324,324
1835,R1,D1.R1.YO.17,R1.YO.17,Y,O,YO,Female,32,8,43,1,18,14,32,324,1024
215,R1,D1.R1.YO.22,R1.YO.22,Y,O,YO,Female,4,83,43,1,18,-14,32,324,16
998,R1,D1.R1.YO.22,R1.YO.22,Y,O,YO,Female,18,32,43,1,18,0,32,324,324
1756,R1,D1.R1.YO.22,R1.YO.22,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3174,R3,D1.R3.OO.11,R3.OO.11,O,O,OO,Female,4,47,43,1,18,-14,32,324,16
3610,R3,D1.R3.OO.11,R3.OO.11,O,O,OO,Female,18,59,43,1,18,0,32,324,324
4038,R3,D1.R3.OO.11,R3.OO.11,O,O,OO,Female,32,0,43,1,18,14,32,324,1024
3167,R3,D1.R3.OO.9,R3.OO.9,O,O,OO,Female,4,64,43,1,18,-14,32,324,16
3611,R3,D1.R3.OO.9,R3.OO.9,O,O,OO,Female,18,37,43,1,18,0,32,324,324
4080,R3,D1.R3.OO.9,R3.OO.9,O,O,OO,Female,32,1,43,1,18,14,32,324,1024
3234,R3,D1.R3.OY.3,R3.OY.3,O,Y,OY,Female,4,84,43,1,18,-14,32,324,16
3653,R3,D1.R3.OY.3,R3.OY.3,O,Y,OY,Female,18,62,43,1,18,0,32,324,324
4026,R3,D1.R3.OY.3,R3.OY.3,O,Y,OY,Female,32,11,43,1,18,14,32,324,1024
3236,R3,D1.R3.OY.4,R3.OY.4,O,Y,OY,Female,4,73,43,1,18,-14,32,324,16
3603,R3,D1.R3.OY.4,R3.OY.4,O,Y,OY,Female,18,72,43,1,18,0,32,324,324
4093,R3,D1.R3.OY.4,R3.OY.4,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3195,R3,D1.R3.OY.9,R3.OY.9,O,Y,OY,Female,4,46,43,1,18,-14,32,324,16
3649,R3,D1.R3.OY.9,R3.OY.9,O,Y,OY,Female,18,57,43,1,18,0,32,324,324
4056,R3,D1.R3.OY.9,R3.OY.9,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3169,R3,D1.R3.YO.18,R3.YO.18,Y,O,YO,Female,4,55,43,1,18,-14,32,324,16
3598,R3,D1.R3.YO.18,R3.YO.18,Y,O,YO,Female,18,60,43,1,18,0,32,324,324
4060,R3,D1.R3.YO.18,R3.YO.18,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3152,R3,D1.R3.YO.27,R3.YO.27,Y,O,YO,Female,4,57,43,1,18,-14,32,324,16
3651,R3,D1.R3.YO.27,R3.YO.27,Y,O,YO,Female,18,58,43,1,18,0,32,324,324
4058,R3,D1.R3.YO.27,R3.YO.27,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3243,R3,D1.R3.YO.28,R3.YO.28,Y,O,YO,Female,4,40,43,1,18,-14,32,324,16
3599,R3,D1.R3.YO.28,R3.YO.28,Y,O,YO,Female,18,43,43,1,18,0,32,324,324
4024,R3,D1.R3.YO.28,R3.YO.28,Y,O,YO,Female,32,2,43,1,18,14,32,324,1024
3203,R3,D1.R3.YY.15,R3.YY.15,Y,Y,YY,Female,4,71,43,1,18,-14,32,324,16
3674,R3,D1.R3.YY.15,R3.YY.15,Y,Y,YY,Female,18,54,43,1,18,0,32,324,324
4089,R3,D1.R3.YY.15,R3.YY.15,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3198,R3,D1.R3.YY.3,R3.YY.3,Y,Y,YY,Female,4,66,43,1,18,-14,32,324,16
3670,R3,D1.R3.YY.3,R3.YY.3,Y,Y,YY,Female,18,58,43,1,18,0,32,324,324
4077,R3,D1.R3.YY.3,R3.YY.3,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3184,R3,D1.R3.YY.4,R3.YY.4,Y,Y,YY,Female,4,77,43,1,18,-14,32,324,16
3626,R3,D1.R3.YY.4,R3.YY.4,Y,Y,YY,Female,18,50,43,1,18,0,32,324,324
4065,R3,D1.R3.YY.4,R3.YY.4,Y,Y,YY,Female,32,1,43,1,18,14,32,324,1024
3223,R3,D1.R3.YY.7,R3.YY.7,Y,Y,YY,Female,4,59,43,1,18,-14,32,324,16
3698,R3,D1.R3.YY.7,R3.YY.7,Y,Y,YY,Female,18,10,43,1,18,0,32,324,324
4057,R3,D1.R3.YY.7,R3.YY.7,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3164,R3,D1.R3.YY.9,R3.YY.9,Y,Y,YY,Female,4,0,43,1,18,-14,32,324,16
3624,R3,D1.R3.YY.9,R3.YY.9,Y,Y,YY,Female,18,62,43,1,18,0,32,324,324
4088,R3,D1.R3.YY.9,R3.YY.9,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3431,R4,D1.R4.OO.9,R4.OO.9,O,O,OO,Female,4,66,43,1,18,-14,32,324,16
3830,R4,D1.R4.OO.9,R4.OO.9,O,O,OO,Female,18,0,43,1,18,0,32,324,324
4244,R4,D1.R4.OO.9,R4.OO.9,O,O,OO,Female,32,0,43,1,18,14,32,324,1024
3371,R4,D1.R4.YY.9,R4.YY.9,Y,Y,YY,Female,4,83,43,1,18,-14,32,324,16
3857,R4,D1.R4.YY.9,R4.YY.9,Y,Y,YY,Female,18,65,43,1,18,0,32,324,324
4225,R4,D1.R4.YY.9,R4.YY.9,Y,Y,YY,Female,32,28,43,1,18,14,32,324,1024
547,R2,D2.R2.OY.10,R2.OY.10,O,Y,OY,Female,4,76,43,1,18,-14,32,324,16
1324,R2,D2.R2.OY.10,R2.OY.10,O,Y,OY,Female,18,0,43,1,18,0,32,324,324
2091,R2,D2.R2.OY.10,R2.OY.10,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
580,R2,D2.R2.YO.3,R2.YO.3,Y,O,YO,Female,4,72,43,1,18,-14,32,324,16
1518,R2,D2.R2.YO.3,R2.YO.3,Y,O,YO,Female,18,76,43,1,18,0,32,324,324
2183,R2,D2.R2.YO.3,R2.YO.3,Y,O,YO,Female,32,36,43,1,18,14,32,324,1024
3202,R3,D2.R3.OO.9,R3.OO.9,O,O,OO,Female,4,60,43,1,18,-14,32,324,16
3679,R3,D2.R3.OO.9,R3.OO.9,O,O,OO,Female,18,0,43,1,18,0,32,324,324
4085,R3,D2.R3.OO.9,R3.OO.9,O,O,OO,Female,32,0,43,1,18,14,32,324,1024
3168,R3,D2.R3.OY.1,R3.OY.1,O,Y,OY,Female,4,55,43,1,18,-14,32,324,16
3694,R3,D2.R3.OY.1,R3.OY.1,O,Y,OY,Female,18,59,43,1,18,0,32,324,324
4059,R3,D2.R3.OY.1,R3.OY.1,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3134,R3,D2.R3.OY.20,R3.OY.20,O,Y,OY,Female,4,53,43,1,18,-14,32,324,16
3647,R3,D2.R3.OY.20,R3.OY.20,O,Y,OY,Female,18,53,43,1,18,0,32,324,324
4062,R3,D2.R3.OY.20,R3.OY.20,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3142,R3,D2.R3.YO.21,R3.YO.21,Y,O,YO,Female,4,64,43,1,18,-14,32,324,16
3605,R3,D2.R3.YO.21,R3.YO.21,Y,O,YO,Female,18,61,43,1,18,0,32,324,324
4043,R3,D2.R3.YO.21,R3.YO.21,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3239,R3,D2.R3.YO.24,R3.YO.24,Y,O,YO,Female,4,42,43,1,4,0,4,16,16
3156,R3,D2.R3.YY.14,R3.YY.14,Y,Y,YY,Female,4,65,43,1,18,-14,32,324,16
3616,R3,D2.R3.YY.14,R3.YY.14,Y,Y,YY,Female,18,48,43,1,18,0,32,324,324
4048,R3,D2.R3.YY.14,R3.YY.14,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3233,R3,D2.R3.YY.15,R3.YY.15,Y,Y,YY,Female,4,60,43,1,18,-14,32,324,16
3619,R3,D2.R3.YY.15,R3.YY.15,Y,Y,YY,Female,18,28,43,1,18,0,32,324,324
4079,R3,D2.R3.YY.15,R3.YY.15,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3189,R3,D2.R3.YY.22,R3.YY.22,Y,Y,YY,Female,4,49,43,1,18,-14,32,324,16
3600,R3,D2.R3.YY.22,R3.YY.22,Y,Y,YY,Female,18,67,43,1,18,0,32,324,324
4033,R3,D2.R3.YY.22,R3.YY.22,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3238,R3,D2.R3.YY.5,R3.YY.5,Y,Y,YY,Female,4,53,43,1,18,-14,32,324,16
3601,R3,D2.R3.YY.5,R3.YY.5,Y,Y,YY,Female,18,58,43,1,18,0,32,324,324
4028,R3,D2.R3.YY.5,R3.YY.5,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3375,R4,D2.R4.OO.26,R4.OO.26,O,O,OO,Female,4,52,43,1,18,-14,32,324,16
3871,R4,D2.R4.OO.26,R4.OO.26,O,O,OO,Female,18,48,43,1,18,0,32,324,324
4259,R4,D2.R4.OO.26,R4.OO.26,O,O,OO,Female,32,0,43,1,18,14,32,324,1024
3478,R4,D2.R4.OY.1,R4.OY.1,O,Y,OY,Female,4,66,43,1,18,-14,32,324,16
3862,R4,D2.R4.OY.1,R4.OY.1,O,Y,OY,Female,18,0,43,1,18,0,32,324,324
4228,R4,D2.R4.OY.1,R4.OY.1,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3366,R4,D2.R4.OY.10,R4.OY.10,O,Y,OY,Female,4,67,43,1,18,-14,32,324,16
3846,R4,D2.R4.OY.10,R4.OY.10,O,Y,OY,Female,18,45,43,1,18,0,32,324,324
4247,R4,D2.R4.OY.10,R4.OY.10,O,Y,OY,Female,32,0,43,1,18,14,32,324,1024
3370,R4,D2.R4.YO.22,R4.YO.22,Y,O,YO,Female,4,80,43,1,18,-14,32,324,16
3873,R4,D2.R4.YO.22,R4.YO.22,Y,O,YO,Female,18,56,43,1,18,0,32,324,324
4221,R4,D2.R4.YO.22,R4.YO.22,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3452,R4,D2.R4.YO.25,R4.YO.25,Y,O,YO,Female,4,67,43,1,18,-14,32,324,16
3900,R4,D2.R4.YO.25,R4.YO.25,Y,O,YO,Female,18,59,43,1,18,0,32,324,324
4276,R4,D2.R4.YO.25,R4.YO.25,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3408,R4,D2.R4.YO.9,R4.YO.9,Y,O,YO,Female,4,27,43,1,18,-14,32,324,16
3884,R4,D2.R4.YO.9,R4.YO.9,Y,O,YO,Female,18,8,43,1,18,0,32,324,324
4210,R4,D2.R4.YO.9,R4.YO.9,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3389,R4,D2.R4.YY.5,R4.YY.5,Y,Y,YY,Female,4,66,43,1,18,-14,32,324,16
3858,R4,D2.R4.YY.5,R4.YY.5,Y,Y,YY,Female,18,37,43,1,18,0,32,324,324
4238,R4,D2.R4.YY.5,R4.YY.5,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3439,R4,D2.R4.YY.9,R4.YY.9,Y,Y,YY,Female,4,70,43,1,11,-7,18,121,16
3879,R4,D2.R4.YY.9,R4.YY.9,Y,Y,YY,Female,18,65,43,1,11,7,18,121,324
55,R1,D3.R1.YO.11,R1.YO.11,Y,O,YO,Female,4,68,43,1,18,-14,32,324,16
1087,R1,D3.R1.YO.11,R1.YO.11,Y,O,YO,Female,18,43,43,1,18,0,32,324,324
1823,R1,D3.R1.YO.11,R1.YO.11,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
12,R1,D3.R1.YY.28,R1.YY.28,Y,Y,YY,Female,4,74,43,1,18,-14,32,324,16
1073,R1,D3.R1.YY.28,R1.YY.28,Y,Y,YY,Female,18,48,43,1,18,0,32,324,324
1839,R1,D3.R1.YY.28,R1.YY.28,Y,Y,YY,Female,32,47,43,1,18,14,32,324,1024
3154,R3,D3.R3.OO.10,R3.OO.10,O,O,OO,Female,4,69,43,1,18,-14,32,324,16
3602,R3,D3.R3.OO.10,R3.OO.10,O,O,OO,Female,18,0,43,1,18,0,32,324,324
4087,R3,D3.R3.OO.10,R3.OO.10,O,O,OO,Female,32,0,43,1,18,14,32,324,1024
3185,R3,D3.R3.YO.18,R3.YO.18,Y,O,YO,Female,4,52,43,1,18,-14,32,324,16
3623,R3,D3.R3.YO.18,R3.YO.18,Y,O,YO,Female,18,66,43,1,18,0,32,324,324
4090,R3,D3.R3.YO.18,R3.YO.18,Y,O,YO,Female,32,25,43,1,18,14,32,324,1024
3149,R3,D3.R3.YO.21,R3.YO.21,Y,O,YO,Female,4,77,43,1,18,-14,32,324,16
3654,R3,D3.R3.YO.21,R3.YO.21,Y,O,YO,Female,18,59,43,1,18,0,32,324,324
4050,R3,D3.R3.YO.21,R3.YO.21,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3182,R3,D3.R3.YO.23,R3.YO.23,Y,O,YO,Female,4,59,43,1,18,-14,32,324,16
3615,R3,D3.R3.YO.23,R3.YO.23,Y,O,YO,Female,18,41,43,1,18,0,32,324,324
4027,R3,D3.R3.YO.23,R3.YO.23,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3146,R3,D3.R3.YO.27,R3.YO.27,Y,O,YO,Female,4,28,43,1,18,-14,32,324,16
3690,R3,D3.R3.YO.27,R3.YO.27,Y,O,YO,Female,18,62,43,1,18,0,32,324,324
4081,R3,D3.R3.YO.27,R3.YO.27,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3178,R3,D3.R3.YO.28,R3.YO.28,Y,O,YO,Female,4,75,43,1,18,-14,32,324,16
3669,R3,D3.R3.YO.28,R3.YO.28,Y,O,YO,Female,18,37,43,1,18,0,32,324,324
4064,R3,D3.R3.YO.28,R3.YO.28,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
3176,R3,D3.R3.YY.22,R3.YY.22,Y,Y,YY,Female,4,45,43,1,18,-14,32,324,16
3636,R3,D3.R3.YY.22,R3.YY.22,Y,Y,YY,Female,18,0,43,1,18,0,32,324,324
4022,R3,D3.R3.YY.22,R3.YY.22,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3218,R3,D3.R3.YY.4,R3.YY.4,Y,Y,YY,Female,4,72,43,1,18,-14,32,324,16
3638,R3,D3.R3.YY.4,R3.YY.4,Y,Y,YY,Female,18,46,43,1,18,0,32,324,324
4052,R3,D3.R3.YY.4,R3.YY.4,Y,Y,YY,Female,32,0,43,1,18,14,32,324,1024
3397,R4,D3.R4.YO.11,R4.YO.11,Y,O,YO,Female,4,79,43,1,18,-14,32,324,16
3906,R4,D3.R4.YO.11,R4.YO.11,Y,O,YO,Female,18,51,43,1,18,0,32,324,324
4233,R4,D3.R4.YO.11,R4.YO.11,Y,O,YO,Female,32,0,43,1,18,14,32,324,1024
202,R1,D1.R1.YY.33,R1.YY.33,Y,Y,YY,Female,4,82,44,1,18,-14,32,324,16
947,R1,D1.R1.YY.33,R1.YY.33,Y,Y,YY,Female,18,53,44,1,18,0,32,324,324
1850,R1,D1.R1.YY.33,R1.YY.33,Y,Y,YY,Female,32,33,44,1,18,14,32,324,1024
472,R2,D1.R2.YO.20,R2.YO.20,Y,O,YO,Female,4,71,44,1,18,-14,32,324,16
1532,R2,D1.R2.YO.20,R2.YO.20,Y,O,YO,Female,18,61,44,1,18,0,32,324,324
2038,R2,D1.R2.YO.20,R2.YO.20,Y,O,YO,Female,32,0,44,1,18,14,32,324,1024
222,R1,D2.R1.YO.13,R1.YO.13,Y,O,YO,Female,4,53,44,1,18,-14,32,324,16
1052,R1,D2.R1.YO.13,R1.YO.13,Y,O,YO,Female,18,48,44,1,18,0,32,324,324
1794,R1,D2.R1.YO.13,R1.YO.13,Y,O,YO,Female,32,0,44,1,18,14,32,324,1024
519,R2,D2.R2.OO.38,R2.OO.38,O,O,OO,Female,4,89,44,1,18,-14,32,324,16
1388,R2,D2.R2.OO.38,R2.OO.38,O,O,OO,Female,18,55,44,1,18,0,32,324,324
2059,R2,D2.R2.OO.38,R2.OO.38,O,O,OO,Female,32,0,44,1,18,14,32,324,1024
616,R2,D3.R2.OO.41,R2.OO.41,O,O,OO,Female,4,63,44,1,18,-14,32,324,16
1440,R2,D3.R2.OO.41,R2.OO.41,O,O,OO,Female,18,63,44,1,18,0,32,324,324
2048,R2,D3.R2.OO.41,R2.OO.41,O,O,OO,Female,32,0,44,1,18,14,32,324,1024
452,R2,D3.R2.OY.4,R2.OY.4,O,Y,OY,Female,4,53,44,1,18,-14,32,324,16
1394,R2,D3.R2.OY.4,R2.OY.4,O,Y,OY,Female,18,104,44,1,18,0,32,324,324
2076,R2,D3.R2.OY.4,R2.OY.4,O,Y,OY,Female,32,0,44,1,18,14,32,324,1024
532,R2,D3.R2.YO.11,R2.YO.11,Y,O,YO,Female,4,74,44,1,18,-14,32,324,16
1402,R2,D3.R2.YO.11,R2.YO.11,Y,O,YO,Female,18,15,44,1,18,0,32,324,324
2020,R2,D3.R2.YO.11,R2.YO.11,Y,O,YO,Female,32,0,44,1,18,14,32,324,1024
613,R2,D3.R2.YO.25,R2.YO.25,Y,O,YO,Female,4,84,44,1,18,-14,32,324,16
1426,R2,D3.R2.YO.25,R2.YO.25,Y,O,YO,Female,18,13,44,1,18,0,32,324,324
2154,R2,D3.R2.YO.25,R2.YO.25,Y,O,YO,Female,32,1,44,1,18,14,32,324,1024
677,R2,D3.R2.YY.26,R2.YY.26,Y,Y,YY,Female,4,75,44,1,18,-14,32,324,16
1386,R2,D3.R2.YY.26,R2.YY.26,Y,Y,YY,Female,18,69,44,1,18,0,32,324,324
2080,R2,D3.R2.YY.26,R2.YY.26,Y,Y,YY,Female,32,0,44,1,18,14,32,324,1024
3465,R4,D1.R4.OY.1,R4.OY.1,O,Y,OY,Female,4,58,45,1,18,-14,32,324,16
3878,R4,D1.R4.OY.1,R4.OY.1,O,Y,OY,Female,18,52,45,1,18,0,32,324,324
4263,R4,D1.R4.OY.1,R4.OY.1,O,Y,OY,Female,32,0,45,1,18,14,32,324,1024
3428,R4,D1.R4.YY.25,R4.YY.25,Y,Y,YY,Female,4,53,45,1,11,-7,18,121,16
3893,R4,D1.R4.YY.25,R4.YY.25,Y,Y,YY,Female,18,56,45,1,11,7,18,121,324
3140,R3,D2.R3.OY.28,R3.OY.28,O,Y,OY,Female,4,65,45,1,18,-14,32,324,16
3691,R3,D2.R3.OY.28,R3.OY.28,O,Y,OY,Female,18,61,45,1,18,0,32,324,324
4071,R3,D2.R3.OY.28,R3.OY.28,O,Y,OY,Female,32,3,45,1,18,14,32,324,1024
3212,R3,D2.R3.YO.19,R3.YO.19,Y,O,YO,Female,4,51,45,1,18,-14,32,324,16
3667,R3,D2.R3.YO.19,R3.YO.19,Y,O,YO,Female,18,33,45,1,18,0,32,324,324
4076,R3,D2.R3.YO.19,R3.YO.19,Y,O,YO,Female,32,0,45,1,18,14,32,324,1024
3480,R4,D2.R4.OO.25,R4.OO.25,O,O,OO,Female,4,66,45,1,18,-14,32,324,16
3814,R4,D2.R4.OO.25,R4.OO.25,O,O,OO,Female,18,55,45,1,18,0,32,324,324
4218,R4,D2.R4.OO.25,R4.OO.25,O,O,OO,Female,32,21,45,1,18,14,32,324,1024
3424,R4,D3.R4.OO.25,R4.OO.25,O,O,OO,Female,4,88,45,1,18,-14,32,324,16
3908,R4,D3.R4.OO.25,R4.OO.25,O,O,OO,Female,18,37,45,1,18,0,32,324,324
4257,R4,D3.R4.OO.25,R4.OO.25,O,O,OO,Female,32,0,45,1,18,14,32,324,1024
3422,R4,D3.R4.OY.25,R4.OY.25,O,Y,OY,Female,4,74,45,1,18,-14,32,324,16
3910,R4,D3.R4.OY.25,R4.OY.25,O,Y,OY,Female,18,61,45,1,18,0,32,324,324
4234,R4,D3.R4.OY.25,R4.OY.25,O,Y,OY,Female,32,0,45,1,18,14,32,324,1024
3383,R4,D3.R4.YO.21,R4.YO.21,Y,O,YO,Female,4,68,45,1,18,-14,32,324,16
3904,R4,D3.R4.YO.21,R4.YO.21,Y,O,YO,Female,18,67,45,1,18,0,32,324,324
4211,R4,D3.R4.YO.21,R4.YO.21,Y,O,YO,Female,32,65,45,1,18,14,32,324,1024
3417,R4,D3.R4.YY.4,R4.YY.4,Y,Y,YY,Female,4,53,45,1,18,-14,32,324,16
3860,R4,D3.R4.YY.4,R4.YY.4,Y,Y,YY,Female,18,35,45,1,18,0,32,324,324
4267,R4,D3.R4.YY.4,R4.YY.4,Y,Y,YY,Female,32,0,45,1,18,14,32,324,1024
3427,R4,D3.R4.YY.9,R4.YY.9,Y,Y,YY,Female,4,87,45,1,18,-14,32,324,16
3854,R4,D3.R4.YY.9,R4.YY.9,Y,Y,YY,Female,18,10,45,1,18,0,32,324,324
4283,R4,D3.R4.YY.9,R4.YY.9,Y,Y,YY,Female,32,0,45,1,18,14,32,324,1024
13,R1,D1.R1.YY.9,R1.YY.9,Y,Y,YY,Female,4,63,46,1,18,-14,32,324,16
1029,R1,D1.R1.YY.9,R1.YY.9,Y,Y,YY,Female,18,27,46,1,18,0,32,324,324
1807,R1,D1.R1.YY.9,R1.YY.9,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
501,R2,D1.R2.OO.15,R2.OO.15,O,O,OO,Female,4,82,46,1,18,-14,32,324,16
1352,R2,D1.R2.OO.15,R2.OO.15,O,O,OO,Female,18,58,46,1,18,0,32,324,324
2087,R2,D1.R2.OO.15,R2.OO.15,O,O,OO,Female,32,0,46,1,18,14,32,324,1024
468,R2,D1.R2.YY.1,R2.YY.1,Y,Y,YY,Female,4,61,46,1,18,-14,32,324,16
1537,R2,D1.R2.YY.1,R2.YY.1,Y,Y,YY,Female,18,55,46,1,18,0,32,324,324
2060,R2,D1.R2.YY.1,R2.YY.1,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
586,R2,D1.R2.YY.10,R2.YY.10,Y,Y,YY,Female,4,23,46,1,18,-14,32,324,16
1393,R2,D1.R2.YY.10,R2.YY.10,Y,Y,YY,Female,18,60,46,1,18,0,32,324,324
2121,R2,D1.R2.YY.10,R2.YY.10,Y,Y,YY,Female,32,19,46,1,18,14,32,324,1024
660,R2,D1.R2.YY.12,R2.YY.12,Y,Y,YY,Female,4,96,46,1,18,-14,32,324,16
1519,R2,D1.R2.YY.12,R2.YY.12,Y,Y,YY,Female,18,51,46,1,18,0,32,324,324
2168,R2,D1.R2.YY.12,R2.YY.12,Y,Y,YY,Female,32,1,46,1,18,14,32,324,1024
514,R2,D1.R2.YY.6,R2.YY.6,Y,Y,YY,Female,4,73,46,1,18,-14,32,324,16
1474,R2,D1.R2.YY.6,R2.YY.6,Y,Y,YY,Female,18,59,46,1,18,0,32,324,324
2132,R2,D1.R2.YY.6,R2.YY.6,Y,Y,YY,Female,32,8,46,1,18,14,32,324,1024
3153,R3,D1.R3.OY.11,R3.OY.11,O,Y,OY,Female,4,59,46,1,18,-14,32,324,16
3614,R3,D1.R3.OY.11,R3.OY.11,O,Y,OY,Female,18,28,46,1,18,0,32,324,324
4091,R3,D1.R3.OY.11,R3.OY.11,O,Y,OY,Female,32,35,46,1,18,14,32,324,1024
3479,R4,D1.R4.OY.27,R4.OY.27,O,Y,OY,Female,4,67,46,1,18,-14,32,324,16
3847,R4,D1.R4.OY.27,R4.OY.27,O,Y,OY,Female,18,29,46,1,18,0,32,324,324
4208,R4,D1.R4.OY.27,R4.OY.27,O,Y,OY,Female,32,13,46,1,18,14,32,324,1024
3374,R4,D1.R4.OY.8,R4.OY.8,O,Y,OY,Female,4,89,46,1,18,-14,32,324,16
3832,R4,D1.R4.OY.8,R4.OY.8,O,Y,OY,Female,18,71,46,1,18,0,32,324,324
4222,R4,D1.R4.OY.8,R4.OY.8,O,Y,OY,Female,32,0,46,1,18,14,32,324,1024
3412,R4,D1.R4.YO.11,R4.YO.11,Y,O,YO,Female,4,62,46,1,18,-14,32,324,16
3824,R4,D1.R4.YO.11,R4.YO.11,Y,O,YO,Female,18,29,46,1,18,0,32,324,324
4230,R4,D1.R4.YO.11,R4.YO.11,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
3381,R4,D1.R4.YY.5,R4.YY.5,Y,Y,YY,Female,4,68,46,1,18,-14,32,324,16
3826,R4,D1.R4.YY.5,R4.YY.5,Y,Y,YY,Female,18,51,46,1,18,0,32,324,324
4280,R4,D1.R4.YY.5,R4.YY.5,Y,Y,YY,Female,32,9,46,1,18,14,32,324,1024
117,R1,D2.R1.OO.25,R1.OO.25,O,O,OO,Female,4,99,46,1,18,-14,32,324,16
994,R1,D2.R1.OO.25,R1.OO.25,O,O,OO,Female,18,45,46,1,18,0,32,324,324
1761,R1,D2.R1.OO.25,R1.OO.25,O,O,OO,Female,32,0,46,1,18,14,32,324,1024
34,R1,D2.R1.YY.28,R1.YY.28,Y,Y,YY,Female,4,96,46,1,18,-14,32,324,16
1093,R1,D2.R1.YY.28,R1.YY.28,Y,Y,YY,Female,18,56,46,1,18,0,32,324,324
1842,R1,D2.R1.YY.28,R1.YY.28,Y,Y,YY,Female,32,6,46,1,18,14,32,324,1024
464,R2,D2.R2.OY.16,R2.OY.16,O,Y,OY,Female,4,74,46,1,18,-14,32,324,16
1540,R2,D2.R2.OY.16,R2.OY.16,O,Y,OY,Female,18,70,46,1,18,0,32,324,324
2113,R2,D2.R2.OY.16,R2.OY.16,O,Y,OY,Female,32,3,46,1,18,14,32,324,1024
531,R2,D2.R2.YY.14,R2.YY.14,Y,Y,YY,Female,4,98,46,1,18,-14,32,324,16
1356,R2,D2.R2.YY.14,R2.YY.14,Y,Y,YY,Female,18,33,46,1,18,0,32,324,324
2070,R2,D2.R2.YY.14,R2.YY.14,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
516,R2,D2.R2.YY.6,R2.YY.6,Y,Y,YY,Female,4,67,46,1,18,-14,32,324,16
1338,R2,D2.R2.YY.6,R2.YY.6,Y,Y,YY,Female,18,4,46,1,18,0,32,324,324
2037,R2,D2.R2.YY.6,R2.YY.6,Y,Y,YY,Female,32,0,46,1,18,14,32,324,1024
3237,R3,D2.R3.YO.16,R3.YO.16,Y,O,YO,Female,4,56,46,1,18,-14,32,324,16
3632,R3,D2.R3.YO.16,R3.YO.16,Y,O,YO,Female,18,42,46,1,18,0,32,324,324
4075,R3,D2.R3.YO.16,R3.YO.16,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
3227,R3,D2.R3.YO.23,R3.YO.23,Y,O,YO,Female,4,52,46,1,18,-14,32,324,16
3696,R3,D2.R3.YO.23,R3.YO.23,Y,O,YO,Female,18,37,46,1,18,0,32,324,324
4042,R3,D2.R3.YO.23,R3.YO.23,Y,O,YO,Female,32,0,46,1,18,14,32,324,1024
3442,R4,D2.R4.OO.2,R4.OO.2,O,O,OO,Female,4,79,46,1,18,-14,32,324,16
3866,R4,D2.R4.OO.2,R4.OO.2,O,O,OO,Female,18,59,46,1,18,0,32,324,324
