Obs_num,Rep,F1_ID,F0_ID,Paternal_age,Paternal_sperm_age,Treatment,Sex,F1_Age,F2_Count,LS,Censored,Mean_age,Delta_age,ALR,Mean_age2,Age2
16,R1,D1.R1.OY.52,R1.OY.52,O,Y,OY,Female,4,56,32,1,11,-7,18,121,16
1107,R1,D1.R1.OY.52,R1.OY.52,O,Y,OY,Female,18,0,32,1,11,7,18,121,324
152,R1,D1.R1.YO.19,R1.YO.19,Y,O,YO,Female,4,73,32,1,11,-7,18,121,16
1050,R1,D1.R1.YO.19,R1.YO.19,Y,O,YO,Female,18,54,32,1,11,7,18,121,324
3199,R3,D1.R3.OO.3,R3.OO.3,O,O,OO,Female,4,41,32,1,11,-7,18,121,16
3593,R3,D1.R3.OO.3,R3.OO.3,O,O,OO,Female,18,1,32,1,11,7,18,121,324
3192,R3,D1.R3.OY.29,R3.OY.29,O,Y,OY,Female,4,68,32,1,15.2,-11.2,32,231.04,16
3241,R3,D1.R3.OY.29,R3.OY.29,O,Y,OY,Female,4,69,32,1,15.2,-11.2,32,231.04,16
3609,R3,D1.R3.OY.29,R3.OY.29,O,Y,OY,Female,18,55,32,1,15.2,2.8,32,231.04,324
3652,R3,D1.R3.OY.29,R3.OY.29,O,Y,OY,Female,18,68,32,1,15.2,2.8,32,231.04,324
4034,R3,D1.R3.OY.29,R3.OY.29,O,Y,OY,Female,32,0,32,1,15.2,16.8,32,231.04,1024
3225,R3,D1.R3.YO.24,R3.YO.24,Y,O,YO,Female,4,61,32,1,11,-7,18,121,16
3618,R3,D1.R3.YO.24,R3.YO.24,Y,O,YO,Female,18,0,32,1,11,7,18,121,324
3447,R4,D1.R4.OY.14,R4.OY.14,O,Y,OY,Female,4,44,32,1,11,-7,18,121,16
3813,R4,D1.R4.OY.14,R4.OY.14,O,Y,OY,Female,18,18,32,1,11,7,18,121,324
67,R1,D2.R1.YY.35,R1.YY.35,Y,Y,YY,Female,4,66,32,1,11,-7,18,121,16
1141,R1,D2.R1.YY.35,R1.YY.35,Y,Y,YY,Female,18,26,32,1,11,7,18,121,324
3166,R3,D2.R3.OO.3,R3.OO.3,O,O,OO,Female,4,24,32,1,11,-7,18,121,16
3684,R3,D2.R3.OO.3,R3.OO.3,O,O,OO,Female,18,0,32,1,11,7,18,121,324
3147,R3,D2.R3.YO.22,R3.YO.22,Y,O,YO,Female,4,0,32,1,13.33333333,-9.333333333,18,177.7777777,16
3655,R3,D2.R3.YO.22,R3.YO.22,Y,O,YO,Female,18,0,32,1,13.33333333,4.666666667,18,177.7777777,324
3663,R3,D2.R3.YO.22,R3.YO.22,Y,O,YO,Female,18,0,32,1,13.33333333,4.666666667,18,177.7777777,324
3139,R3,D2.R3.YO.27,R3.YO.27,Y,O,YO,Female,4,73,32,1,11,-7,18,121,16
3630,R3,D2.R3.YO.27,R3.YO.27,Y,O,YO,Female,18,0,32,1,11,7,18,121,324
3392,R4,D2.R4.OY.14,R4.OY.14,O,Y,OY,Female,4,66,32,1,11,-7,18,121,16
3916,R4,D2.R4.OY.14,R4.OY.14,O,Y,OY,Female,18,21,32,1,11,7,18,121,324
3472,R4,D2.R4.OY.25,R4.OY.25,O,Y,OY,Female,4,88,32,1,11,-7,18,121,16
3833,R4,D2.R4.OY.25,R4.OY.25,O,Y,OY,Female,18,45,32,1,11,7,18,121,324
3387,R4,D2.R4.YO.16,R4.YO.16,Y,O,YO,Female,4,47,32,1,11,-7,18,121,16
3881,R4,D2.R4.YO.16,R4.YO.16,Y,O,YO,Female,18,0,32,1,11,7,18,121,324
3415,R4,D2.R4.YO.3,R4.YO.3,Y,O,YO,Female,4,51,32,1,11,-7,18,121,16
3831,R4,D2.R4.YO.3,R4.YO.3,Y,O,YO,Female,18,0,32,1,11,7,18,121,324
148,R1,D3.R1.OO.20,R1.OO.20,O,O,OO,Female,4,70,32,1,11,-7,18,121,16
1006,R1,D3.R1.OO.20,R1.OO.20,O,O,OO,Female,18,0,32,1,11,7,18,121,324
126,R1,D3.R1.OO.22,R1.OO.22,O,O,OO,Female,4,66,32,1,11,-7,18,121,16
991,R1,D3.R1.OO.22,R1.OO.22,O,O,OO,Female,18,0,32,1,11,7,18,121,324
59,R1,D3.R1.OO.55,R1.OO.55,O,O,OO,Female,4,61,32,1,11,-7,18,121,16
1061,R1,D3.R1.OO.55,R1.OO.55,O,O,OO,Female,18,0,32,1,11,7,18,121,324
122,R1,D3.R1.YO.9,R1.YO.9,Y,O,YO,Female,4,77,32,1,11,-7,18,121,16
1109,R1,D3.R1.YO.9,R1.YO.9,Y,O,YO,Female,18,0,32,1,11,7,18,121,324
14,R1,D3.R1.YY.19,R1.YY.19,Y,Y,YY,Female,4,64,32,1,11,-7,18,121,16
1069,R1,D3.R1.YY.19,R1.YY.19,Y,Y,YY,Female,18,30,32,1,11,7,18,121,324
43,R1,D3.R1.YY.29,R1.YY.29,Y,Y,YY,Female,4,61,32,1,11,-7,18,121,16
1025,R1,D3.R1.YY.29,R1.YY.29,Y,Y,YY,Female,18,0,32,1,11,7,18,121,324
3160,R3,D3.R3.OO.19,R3.OO.19,O,O,OO,Female,4,40,32,1,11,-7,18,121,16
3695,R3,D3.R3.OO.19,R3.OO.19,O,O,OO,Female,18,19,32,1,11,7,18,121,324
3208,R3,D3.R3.YO.24,R3.YO.24,Y,O,YO,Female,4,64,32,1,11,-7,18,121,16
3608,R3,D3.R3.YO.24,R3.YO.24,Y,O,YO,Female,18,23,32,1,11,7,18,121,324
155,R1,D1.R1.OO.14,R1.OO.14,O,O,OO,Female,4,64,33,1,11,-7,18,121,16
1000,R1,D1.R1.OO.14,R1.OO.14,O,O,OO,Female,18,38,33,1,11,7,18,121,324
211,R1,D1.R1.OY.27,R1.OY.27,O,Y,OY,Female,4,83,33,1,11,-7,18,121,16
997,R1,D1.R1.OY.27,R1.OY.27,O,Y,OY,Female,18,31,33,1,11,7,18,121,324
207,R1,D1.R1.OY.70,R1.OY.70,O,Y,OY,Female,4,73,33,1,11,-7,18,121,16
987,R1,D1.R1.OY.70,R1.OY.70,O,Y,OY,Female,18,50,33,1,11,7,18,121,324
94,R1,D1.R1.YY.13,R1.YY.13,Y,Y,YY,Female,4,57,33,1,11,-7,18,121,16
1137,R1,D1.R1.YY.13,R1.YY.13,Y,Y,YY,Female,18,3,33,1,11,7,18,121,324
632,R2,D1.R2.OY.33,R2.OY.33,O,Y,OY,Female,4,81,33,1,11,-7,18,121,16
1414,R2,D1.R2.OY.33,R2.OY.33,O,Y,OY,Female,18,58,33,1,11,7,18,121,324
683,R2,D1.R2.YY.27,R2.YY.27,Y,Y,YY,Female,4,74,33,1,11,-7,18,121,16
1513,R2,D1.R2.YY.27,R2.YY.27,Y,Y,YY,Female,18,40,33,1,11,7,18,121,324
3159,R3,D1.R3.OY.14,R3.OY.14,O,Y,OY,Female,4,61,33,1,11,-7,18,121,16
3594,R3,D1.R3.OY.14,R3.OY.14,O,Y,OY,Female,18,43,33,1,11,7,18,121,324
3396,R4,D1.R4.YO.25,R4.YO.25,Y,O,YO,Female,4,0,33,1,11,-7,18,121,16
3905,R4,D1.R4.YO.25,R4.YO.25,Y,O,YO,Female,18,0,33,1,11,7,18,121,324
3409,R4,D1.R4.YY.18,R4.YY.18,Y,Y,YY,Female,4,71,33,1,11,-7,18,121,16
3915,R4,D1.R4.YY.18,R4.YY.18,Y,Y,YY,Female,18,69,33,1,11,7,18,121,324
42,R1,D2.R1.OO.59,R1.OO.59,O,O,OO,Female,4,74,33,1,11,-7,18,121,16
1091,R1,D2.R1.OO.59,R1.OO.59,O,O,OO,Female,18,0,33,1,11,7,18,121,324
174,R1,D2.R1.OY.37,R1.OY.37,O,Y,OY,Female,4,81,33,1,11,-7,18,121,16
1020,R1,D2.R1.OY.37,R1.OY.37,O,Y,OY,Female,18,0,33,1,11,7,18,121,324
68,R1,D2.R1.YY.29,R1.YY.29,Y,Y,YY,Female,4,33,33,1,11,-7,18,121,16
1139,R1,D2.R1.YY.29,R1.YY.29,Y,Y,YY,Female,18,24,33,1,11,7,18,121,324
491,R2,D2.R2.OY.15,R2.OY.15,O,Y,OY,Female,4,76,33,1,11,-7,18,121,16
1316,R2,D2.R2.OY.15,R2.OY.15,O,Y,OY,Female,18,42,33,1,11,7,18,121,324
564,R2,D2.R2.OY.36,R2.OY.36,O,Y,OY,Female,4,37,33,1,11,-7,18,121,16
1336,R2,D2.R2.OY.36,R2.OY.36,O,Y,OY,Female,18,0,33,1,11,7,18,121,324
609,R2,D2.R2.YO.25,R2.YO.25,Y,O,YO,Female,4,63,33,1,11,-7,18,121,16
1328,R2,D2.R2.YO.25,R2.YO.25,Y,O,YO,Female,18,0,33,1,11,7,18,121,324
597,R2,D2.R2.YY.2,R2.YY.2,Y,Y,YY,Female,4,74,33,1,11,-7,18,121,16
1326,R2,D2.R2.YY.2,R2.YY.2,Y,Y,YY,Female,18,0,33,1,11,7,18,121,324
509,R2,D2.R2.YY.23,R2.YY.23,Y,Y,YY,Female,4,87,33,1,11,-7,18,121,16
1547,R2,D2.R2.YY.23,R2.YY.23,Y,Y,YY,Female,18,60,33,1,11,7,18,121,324
3172,R3,D2.R3.OY.3,R3.OY.3,O,Y,OY,Female,4,70,33,1,11,-7,18,121,16
3639,R3,D2.R3.OY.3,R3.OY.3,O,Y,OY,Female,18,63,33,1,11,7,18,121,324
3391,R4,D2.R4.OO.4,R4.OO.4,O,O,OO,Female,4,72,33,1,11,-7,18,121,16
3823,R4,D2.R4.OO.4,R4.OO.4,O,O,OO,Female,18,61,33,1,11,7,18,121,324
62,R1,D3.R1.OO.10,R1.OO.10,O,O,OO,Female,4,70,33,1,11,-7,18,121,16
1145,R1,D3.R1.OO.10,R1.OO.10,O,O,OO,Female,18,46,33,1,11,7,18,121,324
8,R1,D3.R1.OO.35,R1.OO.35,O,O,OO,Female,4,45,33,1,11,-7,18,121,16
1010,R1,D3.R1.OO.35,R1.OO.35,O,O,OO,Female,18,0,33,1,11,7,18,121,324
120,R1,D3.R1.OO.9,R1.OO.9,O,O,OO,Female,4,57,33,1,11,-7,18,121,16
962,R1,D3.R1.OO.9,R1.OO.9,O,O,OO,Female,18,38,33,1,11,7,18,121,324
187,R1,D3.R1.OY.36,R1.OY.36,O,Y,OY,Female,4,49,33,1,11,-7,18,121,16
981,R1,D3.R1.OY.36,R1.OY.36,O,Y,OY,Female,18,0,33,1,11,7,18,121,324
203,R1,D3.R1.YO.23,R1.YO.23,Y,O,YO,Female,4,95,33,1,11,-7,18,121,16
967,R1,D3.R1.YO.23,R1.YO.23,Y,O,YO,Female,18,0,33,1,11,7,18,121,324
589,R2,D3.R2.YO.7,R2.YO.7,Y,O,YO,Female,4,72,33,1,11,-7,18,121,16
1325,R2,D3.R2.YO.7,R2.YO.7,Y,O,YO,Female,18,7,33,1,11,7,18,121,324
654,R2,D3.R2.YY.2,R2.YY.2,Y,Y,YY,Female,4,81,33,1,11,-7,18,121,16
1333,R2,D3.R2.YY.2,R2.YY.2,Y,Y,YY,Female,18,0,33,1,11,7,18,121,324
3228,R3,D3.R3.OO.2,R3.OO.2,O,O,OO,Female,4,48,33,1,11,-7,18,121,16
3697,R3,D3.R3.OO.2,R3.OO.2,O,O,OO,Female,18,42,33,1,11,7,18,121,324
3133,R3,D3.R3.OO.8,R3.OO.8,O,O,OO,Female,4,44,33,1,11,-7,18,121,16
3629,R3,D3.R3.OO.8,R3.OO.8,O,O,OO,Female,18,41,33,1,11,7,18,121,324
3206,R3,D3.R3.OY.20,R3.OY.20,O,Y,OY,Female,4,67,33,1,11,-7,18,121,16
3648,R3,D3.R3.OY.20,R3.OY.20,O,Y,OY,Female,18,0,33,1,11,7,18,121,324
3131,R3,D3.R3.YY.5,R3.YY.5,Y,Y,YY,Female,4,45,33,1,11,-7,18,121,16
3635,R3,D3.R3.YY.5,R3.YY.5,Y,Y,YY,Female,18,37,33,1,11,7,18,121,324
3404,R4,D3.R4.OY.3,R4.OY.3,O,Y,OY,Female,4,61,33,1,11,-7,18,121,16
3865,R4,D3.R4.OY.3,R4.OY.3,O,Y,OY,Female,18,30,33,1,11,7,18,121,324
3433,R4,D3.R4.YY.14,R4.YY.14,Y,Y,YY,Female,4,63,33,1,11,-7,18,121,16
3843,R4,D3.R4.YY.14,R4.YY.14,Y,Y,YY,Female,18,51,33,1,11,7,18,121,324
135,R1,D1.R1.OO.22,R1.OO.22,O,O,OO,Female,4,76,35,1,18,-14,32,324,16
1002,R1,D1.R1.OO.22,R1.OO.22,O,O,OO,Female,18,36,35,1,18,0,32,324,324
1755,R1,D1.R1.OO.22,R1.OO.22,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
45,R1,D1.R1.OO.60,R1.OO.60,O,O,OO,Female,4,65,35,1,18,-14,32,324,16
1066,R1,D1.R1.OO.60,R1.OO.60,O,O,OO,Female,18,64,35,1,18,0,32,324,324
1809,R1,D1.R1.OO.60,R1.OO.60,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
213,R1,D1.R1.OY.18,R1.OY.18,O,Y,OY,Female,4,98,35,1,18,-14,32,324,16
978,R1,D1.R1.OY.18,R1.OY.18,O,Y,OY,Female,18,38,35,1,18,0,32,324,324
1752,R1,D1.R1.OY.18,R1.OY.18,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
76,R1,D1.R1.OY.23,R1.OY.23,O,Y,OY,Female,4,85,35,1,18,-14,32,324,16
1127,R1,D1.R1.OY.23,R1.OY.23,O,Y,OY,Female,18,51,35,1,18,0,32,324,324
1785,R1,D1.R1.OY.23,R1.OY.23,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
170,R1,D1.R1.OY.37,R1.OY.37,O,Y,OY,Female,4,73,35,1,11,-7,18,121,16
972,R1,D1.R1.OY.37,R1.OY.37,O,Y,OY,Female,18,0,35,1,11,7,18,121,324
28,R1,D1.R1.OY.65,R1.OY.65,O,Y,OY,Female,4,77,35,1,18,-14,32,324,16
1123,R1,D1.R1.OY.65,R1.OY.65,O,Y,OY,Female,18,24,35,1,18,0,32,324,324
1788,R1,D1.R1.OY.65,R1.OY.65,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
99,R1,D1.R1.YO.2,R1.YO.2,Y,O,YO,Female,4,109,35,1,18,-14,32,324,16
974,R1,D1.R1.YO.2,R1.YO.2,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
1754,R1,D1.R1.YO.2,R1.YO.2,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
208,R1,D1.R1.YO.23,R1.YO.23,Y,O,YO,Female,4,80,35,1,18,-14,32,324,16
1009,R1,D1.R1.YO.23,R1.YO.23,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
1766,R1,D1.R1.YO.23,R1.YO.23,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
209,R1,D1.R1.YY.11,R1.YY.11,Y,Y,YY,Female,4,41,35,1,18,-14,32,324,16
1016,R1,D1.R1.YY.11,R1.YY.11,Y,Y,YY,Female,18,2,35,1,18,0,32,324,324
1780,R1,D1.R1.YY.11,R1.YY.11,Y,Y,YY,Female,32,0,35,1,18,14,32,324,1024
22,R1,D1.R1.YY.31,R1.YY.31,Y,Y,YY,Female,4,57,35,1,18,-14,32,324,16
1095,R1,D1.R1.YY.31,R1.YY.31,Y,Y,YY,Female,18,33,35,1,18,0,32,324,324
1830,R1,D1.R1.YY.31,R1.YY.31,Y,Y,YY,Female,32,0,35,1,18,14,32,324,1024
560,R2,D1.R2.OO.30,R2.OO.30,O,O,OO,Female,4,66,35,1,18,-14,32,324,16
1471,R2,D1.R2.OO.30,R2.OO.30,O,O,OO,Female,18,78,35,1,18,0,32,324,324
2050,R2,D1.R2.OO.30,R2.OO.30,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
526,R2,D1.R2.YO.24,R2.YO.24,Y,O,YO,Female,4,41,35,1,18,-14,32,324,16
1476,R2,D1.R2.YO.24,R2.YO.24,Y,O,YO,Female,18,55,35,1,18,0,32,324,324
2116,R2,D1.R2.YO.24,R2.YO.24,Y,O,YO,Female,32,14,35,1,18,14,32,324,1024
74,R1,D2.R1.OO.21,R1.OO.21,O,O,OO,Female,4,54,35,1,18,-14,32,324,16
1138,R1,D2.R1.OO.21,R1.OO.21,O,O,OO,Female,18,0,35,1,18,0,32,324,324
1787,R1,D2.R1.OO.21,R1.OO.21,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
11,R1,D2.R1.OY.26,R1.OY.26,O,Y,OY,Female,4,57,35,1,18,-14,32,324,16
1092,R1,D2.R1.OY.26,R1.OY.26,O,Y,OY,Female,18,0,35,1,18,0,32,324,324
1815,R1,D2.R1.OY.26,R1.OY.26,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
109,R1,D2.R1.YO.7,R1.YO.7,Y,O,YO,Female,4,92,35,1,18,-14,32,324,16
1111,R1,D2.R1.YO.7,R1.YO.7,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
1791,R1,D2.R1.YO.7,R1.YO.7,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
193,R1,D2.R1.YY.11,R1.YY.11,Y,Y,YY,Female,4,88,35,1,18,-14,32,324,16
1039,R1,D2.R1.YY.11,R1.YY.11,Y,Y,YY,Female,18,59,35,1,18,0,32,324,324
1767,R1,D2.R1.YY.11,R1.YY.11,Y,Y,YY,Female,32,0,35,1,18,14,32,324,1024
493,R2,D2.R2.OO.23,R2.OO.23,O,O,OO,Female,4,58,35,1,18,-14,32,324,16
1371,R2,D2.R2.OO.23,R2.OO.23,O,O,OO,Female,18,30,35,1,18,0,32,324,324
2089,R2,D2.R2.OO.23,R2.OO.23,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
625,R2,D2.R2.OO.54,R2.OO.54,O,O,OO,Female,4,93,35,1,18,-14,32,324,16
1327,R2,D2.R2.OO.54,R2.OO.54,O,O,OO,Female,18,0,35,1,18,0,32,324,324
2036,R2,D2.R2.OO.54,R2.OO.54,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
529,R2,D2.R2.YO.12,R2.YO.12,Y,O,YO,Female,4,88,35,1,18,-14,32,324,16
1530,R2,D2.R2.YO.12,R2.YO.12,Y,O,YO,Female,18,47,35,1,18,0,32,324,324
2072,R2,D2.R2.YO.12,R2.YO.12,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
690,R2,D2.R2.YO.13,R2.YO.13,Y,O,YO,Female,4,67,35,1,18,-14,32,324,16
1484,R2,D2.R2.YO.13,R2.YO.13,Y,O,YO,Female,18,54,35,1,18,0,32,324,324
2068,R2,D2.R2.YO.13,R2.YO.13,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
483,R2,D2.R2.YO.9,R2.YO.9,Y,O,YO,Female,4,65,35,1,18,-14,32,324,16
1323,R2,D2.R2.YO.9,R2.YO.9,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
2082,R2,D2.R2.YO.9,R2.YO.9,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
41,R1,D3.R1.OY.26,R1.OY.26,O,Y,OY,Female,4,48,35,1,18,-14,32,324,16
1129,R1,D3.R1.OY.26,R1.OY.26,O,Y,OY,Female,18,41,35,1,18,0,32,324,324
1796,R1,D3.R1.OY.26,R1.OY.26,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
137,R1,D3.R1.OY.78,R1.OY.78,O,Y,OY,Female,4,0,35,1,18,-14,32,324,16
1100,R1,D3.R1.OY.78,R1.OY.78,O,Y,OY,Female,18,43,35,1,18,0,32,324,324
1829,R1,D3.R1.OY.78,R1.OY.78,O,Y,OY,Female,32,0,35,1,18,14,32,324,1024
54,R1,D3.R1.YO.12,R1.YO.12,Y,O,YO,Female,4,61,35,1,18,-14,32,324,16
1135,R1,D3.R1.YO.12,R1.YO.12,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
1797,R1,D3.R1.YO.12,R1.YO.12,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
140,R1,D3.R1.YO.20,R1.YO.20,Y,O,YO,Female,4,0,35,1,18,-14,32,324,16
986,R1,D3.R1.YO.20,R1.YO.20,Y,O,YO,Female,18,0,35,1,18,0,32,324,324
1759,R1,D3.R1.YO.20,R1.YO.20,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
92,R1,D3.R1.YO.29,R1.YO.29,Y,O,YO,Female,4,62,35,1,18,-14,32,324,16
1062,R1,D3.R1.YO.29,R1.YO.29,Y,O,YO,Female,18,55,35,1,18,0,32,324,324
1813,R1,D3.R1.YO.29,R1.YO.29,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
19,R1,D3.R1.YO.30,R1.YO.30,Y,O,YO,Female,4,71,35,1,18,-14,32,324,16
1079,R1,D3.R1.YO.30,R1.YO.30,Y,O,YO,Female,18,57,35,1,18,0,32,324,324
1833,R1,D3.R1.YO.30,R1.YO.30,Y,O,YO,Female,32,0,35,1,18,14,32,324,1024
56,R1,D3.R1.YY.22,R1.YY.22,Y,Y,YY,Female,4,69,35,1,18,-14,32,324,16
1028,R1,D3.R1.YY.22,R1.YY.22,Y,Y,YY,Female,18,13,35,1,18,0,32,324,324
1795,R1,D3.R1.YY.22,R1.YY.22,Y,Y,YY,Female,32,0,35,1,18,14,32,324,1024
58,R1,D3.R1.YY.31,R1.YY.31,Y,Y,YY,Female,4,75,35,1,18,-14,32,324,16
1068,R1,D3.R1.YY.31,R1.YY.31,Y,Y,YY,Female,18,0,35,1,18,0,32,324,324
1817,R1,D3.R1.YY.31,R1.YY.31,Y,Y,YY,Female,32,0,35,1,18,14,32,324,1024
457,R2,D3.R2.OO.31,R2.OO.31,O,O,OO,Female,4,72,35,1,18,-14,32,324,16
1411,R2,D3.R2.OO.31,R2.OO.31,O,O,OO,Female,18,80,35,1,18,0,32,324,324
2027,R2,D3.R2.OO.31,R2.OO.31,O,O,OO,Female,32,0,35,1,18,14,32,324,1024
3230,R3,D1.R3.OO.10,R3.OO.10,O,O,OO,Female,4,27,36,1,18,-14,32,324,16
3660,R3,D1.R3.OO.10,R3.OO.10,O,O,OO,Female,18,0,36,1,18,0,32,324,324
4053,R3,D1.R3.OO.10,R3.OO.10,O,O,OO,Female,32,0,36,1,18,14,32,324,1024
3180,R3,D1.R3.OY.26,R3.OY.26,O,Y,OY,Female,4,57,36,1,18,-14,32,324,16
3596,R3,D1.R3.OY.26,R3.OY.26,O,Y,OY,Female,18,69,36,1,18,0,32,324,324
4040,R3,D1.R3.OY.26,R3.OY.26,O,Y,OY,Female,32,0,36,1,18,14,32,324,1024
3240,R3,D1.R3.YY.5,R3.YY.5,Y,Y,YY,Female,4,57,36,1,18,-14,32,324,16
3665,R3,D1.R3.YY.5,R3.YY.5,Y,Y,YY,Female,18,54,36,1,18,0,32,324,324
4032,R3,D1.R3.YY.5,R3.YY.5,Y,Y,YY,Female,32,0,36,1,18,14,32,324,1024
3367,R4,D1.R4.OY.16,R4.OY.16,O,Y,OY,Female,4,66,36,1,18,-14,32,324,16
3876,R4,D1.R4.OY.16,R4.OY.16,O,Y,OY,Female,18,56,36,1,18,0,32,324,324
4224,R4,D1.R4.OY.16,R4.OY.16,O,Y,OY,Female,32,0,36,1,18,14,32,324,1024
3416,R4,D1.R4.YY.14,R4.YY.14,Y,Y,YY,Female,4,65,36,1,18,-14,32,324,16
3863,R4,D1.R4.YY.14,R4.YY.14,Y,Y,YY,Female,18,0,36,1,18,0,32,324,324
4279,R4,D1.R4.YY.14,R4.YY.14,Y,Y,YY,Female,32,0,36,1,18,14,32,324,1024
3398,R4,D2.R4.YO.11,R4.YO.11,Y,O,YO,Female,4,76,36,1,18,-14,32,324,16
3840,R4,D2.R4.YO.11,R4.YO.11,Y,O,YO,Female,18,0,36,1,18,0,32,324,324
4254,R4,D2.R4.YO.11,R4.YO.11,Y,O,YO,Female,32,0,36,1,18,14,32,324,1024
3211,R3,D3.R3.OO.9,R3.OO.9,O,O,OO,Female,4,73,36,1,11,-7,18,121,16
3643,R3,D3.R3.OO.9,R3.OO.9,O,O,OO,Female,18,16,36,1,11,7,18,121,324
3163,R3,D3.R3.OY.1,R3.OY.1,O,Y,OY,Female,4,66,36,1,18,-14,32,324,16
3597,R3,D3.R3.OY.1,R3.OY.1,O,Y,OY,Female,18,40,36,1,18,0,32,324,324
4063,R3,D3.R3.OY.1,R3.OY.1,O,Y,OY,Female,32,0,36,1,18,14,32,324,1024
3231,R3,D3.R3.OY.26,R3.OY.26,O,Y,OY,Female,4,42,36,1,18,-14,32,324,16
3689,R3,D3.R3.OY.26,R3.OY.26,O,Y,OY,Female,18,0,36,1,18,0,32,324,324
4035,R3,D3.R3.OY.26,R3.OY.26,O,Y,OY,Female,32,0,36,1,18,14,32,324,1024
3390,R4,D3.R4.OO.5,R4.OO.5,O,O,OO,Female,4,83,36,1,18,-14,32,324,16
3913,R4,D3.R4.OO.5,R4.OO.5,O,O,OO,Female,18,53,36,1,18,0,32,324,324
4278,R4,D3.R4.OO.5,R4.OO.5,O,O,OO,Female,32,0,36,1,18,14,32,324,1024
172,R1,D1.R1.OY.20,R1.OY.20,O,Y,OY,Female,4,75,37,1,18,-14,32,324,16
950,R1,D1.R1.OY.20,R1.OY.20,O,Y,OY,Female,18,59,37,1,18,0,32,324,324
1760,R1,D1.R1.OY.20,R1.OY.20,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
101,R1,D1.R1.OY.54,R1.OY.54,O,Y,OY,Female,4,78,37,1,18,-14,32,324,16
945,R1,D1.R1.OY.54,R1.OY.54,O,Y,OY,Female,18,58,37,1,18,0,32,324,324
1735,R1,D1.R1.OY.54,R1.OY.54,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
180,R1,D1.R1.OY.77,R1.OY.77,O,Y,OY,Female,4,66,37,1,18,-14,32,324,16
1046,R1,D1.R1.OY.77,R1.OY.77,O,Y,OY,Female,18,29,37,1,18,0,32,324,324
1769,R1,D1.R1.OY.77,R1.OY.77,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
80,R1,D1.R1.YY.29,R1.YY.19,Y,Y,YY,Female,4,67,37,1,18,-14,32,324,16
1149,R1,D1.R1.YY.29,R1.YY.29,Y,Y,YY,Female,18,44,37,1,18,0,32,324,324
1801,R1,D1.R1.YY.29,R1.YY.29,Y,Y,YY,Female,32,0,37,1,18,14,32,324,1024
3200,R3,D1.R3.OY.1,R3.OY.1,O,Y,OY,Female,4,61,37,1,18,-14,32,324,16
3676,R3,D1.R3.OY.1,R3.OY.1,O,Y,OY,Female,18,0,37,1,18,0,32,324,324
4072,R3,D1.R3.OY.1,R3.OY.1,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
3213,R3,D1.R3.OY.28,R3.OY.28,O,Y,OY,Female,4,44,37,1,18,-14,32,324,16
3693,R3,D1.R3.OY.28,R3.OY.28,O,Y,OY,Female,18,62,37,1,18,0,32,324,324
4036,R3,D1.R3.OY.28,R3.OY.28,O,Y,OY,Female,32,0,37,1,18,14,32,324,1024
103,R1,D2.R1.YO.19,R1.YO.19,Y,O,YO,Female,4,76,37,1,18,-14,32,324,16
1042,R1,D2.R1.YO.19,R1.YO.19,Y,O,YO,Female,18,45,37,1,18,0,32,324,324
1782,R1,D2.R1.YO.19,R1.YO.19,Y,O,YO,Female,32,0,37,1,18,14,32,324,1024
73,R1,D2.R1.YO.4,R1.YO.4,Y,O,YO,Female,4,96,37,1,18,-14,32,324,16
1133,R1,D2.R1.YO.4,R1.YO.4,Y,O,YO,Female,18,6,37,1,18,0,32,324,324
1802,R1,D2.R1.YO.4,R1.YO.4,Y,O,YO,Female,32,0,37,1,18,14,32,324,1024
3165,R3,D2.R3.OO.17,R3.OO.17,O,O,OO,Female,4,67,37,1,18,-14,32,324,16
