FemaleID,ObsYear,FemaleCohort,AgeLastObs,Age,OffspringBirthWt,OffspringSex,OffspringCaptureAge,OffspringTwinStatus,BredYearling,EarlyLifeRec
11289,9,36,9,7,1.700000048,2,3,2,1,2
19255,9,9,9,6,2.319999933,1,2,1,0,0
7755,9,94,10,5,1.700000048,1,2,2,1,2
16718,9,9,11,6,2.25,1,1,1,1,0
1371,9,9,9,6,1.25,1,2,2,1,0
1371,9,9,9,6,1.700000048,2,2,2,1,0
13644,9,9,9,6,1.950000048,1,2,1,0,0
16538,9,94,11,5,2.75,1,2,1,0,1
12946,9,9,9,6,2.799999952,2,3,1,0,0
4259,9,9,9,6,2.319999933,1,2,1,0,0
19212,9,9,9,6,2.75999999,2,4,1,1,1
6545,9,94,11,5,2.880000114,2,2,1,0,1
15159,9,36,7,7,2.630000114,1,4,1,1,2
12080,9,36,8,7,2.349999905,1,2,1,1,0
12892,9,9,9,6,2.779999971,2,4,1,0,1
1527,9,94,7,5,2.369999886,1,2,1,1,1
15823,9,94,11,5,2.170000076,1,3,1,0,1
16047,9,94,9,5,3.150000095,1,3,1,0,1
864,9,94,5,5,2.140000105,2,4,2,0,0
864,9,94,5,5,1.220000029,1,4,2,0,0
5972,9,94,6,5,1.779999971,1,3,2,0,1
5972,9,94,6,5,1.940000057,2,3,2,0,1
18905,9,36,12,7,2.799999952,2,5,1,1,0
14228,9,5,10,9,2.269999981,2,8,1,0,1
14587,9,9,9,6,2,2,4,2,1,0
18128,9,36,8,7,2.579999924,1,4,1,0,0
13581,9,94,11,5,1.950000048,2,3,1,1,1
395,9,9,9,6,2.25,2,3,1,0,0
8988,9,36,8,7,2.400000095,1,4,1,0,0
19103,9,36,9,7,3.599999905,1,6,1,1,0
16527,9,36,8,7,2.099999905,2,2,2,1,0
12107,9,9,9,6,2.049999952,2,2,2,0,0
7175,9,9,11,6,2.849999905,2,2,1,0,0
16945,9,70,14,11,2.700000048,1,2,1,1,0
14329,9,94,6,5,1.649999976,2,2,2,1,0
14329,9,94,6,5,1.600000024,2,2,2,1,0
7734,9,36,10,7,1.860000014,2,4,2,0,1
7734,9,36,10,7,1.549999952,2,4,2,0,1
17942,9,9,9,6,2.420000076,2,2,1,0,0
19058,9,5,9,9,1.769999981,2,6,1,0,1
18997,9,9,7,6,3.049999952,2,4,1,0,0
16458,9,94,11,5,2.339999914,1,3,1,0,1
7784,9,94,6,5,1.840000033,2,2,2,0,1
4820,9,94,6,5,2.75999999,1,2,1,0,1
5450,9,100,8,8,2,2,3,2,0,1
6738,9,9,11,6,2.900000095,2,2,1,0,0
5266,9,36,10,7,2.529999971,2,1,1,0,1
11383,9,9,7,6,2.75,2,3,1,0,0
5547,9,70,11,11,3.400000095,1,9,1,1,1
4627,9,36,7,7,2.650000095,1,8,1,1,1
10541,9,94,6,5,2.950000048,2,5,2,0,0
10541,9,94,6,5,1.289999962,2,0,2,0,0
7302,9,100,9,8,2.720000029,1,5,1,1,0
9918,9,9,8,6,2.119999886,2,2,2,0,0
9918,9,9,8,6,1.419999957,1,2,2,0,0
14467,9,9,10,6,1.899999976,2,3,2,0,0
14467,9,9,10,6,1.5,2,3,2,0,0
14031,9,36,9,7,2.279999971,2,2,1,1,1
3325,9,9,7,6,1.75,1,7,2,1,0
6836,9,9,11,6,1.720000029,2,3,2,0,0
6836,9,9,11,6,1.75,1,3,2,0,0
9372,9,100,9,8,1.019999981,1,0,2,0,0
10885,9,5,10,9,1.200000048,2,1,2,1,0
8396,9,94,11,5,1.019999981,2,0,1,0,0
6905,9,36,12,7,1.230000019,2,1,2,1,1
2094,9,70,12,11,1.919999957,1,0,1,1,0
12107,9,9,9,6,1.200000048,1,2,2,0,0
10230,9,70,13,11,1.480000019,2,1,2,1,1
13258,98,94,11,6,2.5,1,6,1,1,1
3803,98,36,11,8,1.899999976,1,2,1,0,0
9372,98,100,9,9,2.049999952,1,3,1,0,0
18532,98,94,7,6,1.600000024,1,2,1,0,1
1366,98,94,9,6,2.74000001,2,2,1,1,1
10761,98,94,8,6,2.5,2,2,1,1,0
7755,98,94,10,6,1.700000048,2,1,2,1,2
7755,98,94,10,6,1.549999952,1,1,2,1,2
6629,98,71,7,5,2.039999962,1,2,1,0,0
6131,98,9,11,7,2.25,1,2,1,1,0
6746,98,36,11,8,2.720000029,2,2,1,0,1
3363,98,36,8,8,2.24000001,1,2,1,1,2
18138,98,71,10,5,2.349999905,2,2,1,1,0
15415,98,94,8,6,2.00999999,1,1,1,1,1
5467,98,36,8,8,2.650000095,1,2,1,1,0
6284,98,94,11,6,2.849999905,1,4,1,0,0
15039,98,100,10,9,2.319999933,2,2,1,0,1
14389,98,94,8,6,2.809999943,2,1,1,1,1
18292,98,71,9,5,2.279999971,2,2,2,0,0
18292,98,71,9,5,1.299999952,1,0,2,0,0
14228,98,5,10,10,1.700000048,1,5,1,0,1
2915,98,9,10,7,2.400000095,2,2,1,0,0
6905,98,36,12,8,2.700000048,2,2,1,1,1
16896,98,100,9,9,2.349999905,1,3,1,0,2
11831,98,36,8,8,2,2,3,1,1,0
14301,98,9,7,7,2.150000095,1,2,1,0,1
14855,98,94,11,6,2.049999952,1,2,1,0,1
17715,98,94,10,6,2.329999924,2,2,1,0,0
4973,98,71,7,5,2.5,1,2,1,0,1
4144,98,94,11,6,2.599999905,2,2,1,1,1
11289,98,36,9,8,2.5,2,3,1,1,2
14587,98,9,9,7,2.700000048,2,2,1,1,0
7167,98,9,9,7,1.700000048,1,2,1,0,0
1217,98,94,9,6,1.350000024,1,3,2,1,1
1217,98,94,9,6,1.559999943,2,3,2,1,1
12946,98,9,9,7,1.690000057,2,2,2,0,0
16168,98,94,7,6,2.019999981,2,2,1,0,0
14732,98,71,7,5,2.549999952,2,2,1,0,1
16758,98,71,10,5,2.25,1,3,1,0,2
16458,98,94,11,6,2.450000048,2,2,1,0,1
4820,98,94,6,6,2.599999905,1,2,1,0,1
1280,98,94,8,6,2.380000114,1,3,1,0,1
13458,98,94,6,6,1.980000019,1,2,1,0,1
18234,98,94,8,6,1.649999976,1,2,2,0,1
18234,98,94,8,6,1.799999952,1,2,2,0,1
17801,98,36,13,8,1.950000048,2,2,1,0,0
7295,98,9,9,7,2.400000095,1,2,1,1,0
10885,98,5,10,10,2.400000095,1,12,1,1,0
12107,98,9,9,7,2.650000095,2,1,1,0,0
223,98,36,8,8,1.649999976,1,3,2,1,0
1371,98,9,9,7,2.450000048,1,2,1,1,0
2123,98,71,5,5,2.470000029,1,3,1,0,1
5912,98,71,10,5,1.649999976,1,8,1,0,1
11608,98,9,9,7,1.409999967,1,3,2,0,0
11608,98,9,9,7,1.549999952,1,3,2,0,0
7683,98,94,10,6,2.799999952,1,5,1,1,1
1527,98,94,7,6,2.25,2,1,1,1,1
15950,98,9,9,7,2.569999933,2,1,1,1,1
6621,98,36,8,8,1.950000048,2,3,1,0,0
9881,98,100,9,9,2.470000029,1,6,1,0,0
2331,98,71,6,5,2.75,2,5,1,0,0
7734,98,36,10,8,2.700000048,1,2,1,0,1
17942,98,9,9,7,2.299999952,2,2,1,0,0
11552,98,9,7,7,2.339999914,1,1,1,0,0
16538,98,94,11,6,2.089999914,2,2,1,0,1
19393,98,94,9,6,2.529999971,2,3,1,0,1
10541,98,94,6,6,2.640000105,1,2,1,0,0
17205,98,71,9,5,2.5,2,2,1,0,1
5266,98,36,10,8,2.099999905,1,2,1,0,1
19255,98,9,9,7,1.700000048,2,3,1,0,0
6545,98,94,11,6,2.980000019,2,3,1,0,1
16047,98,94,9,6,3.200000048,1,2,1,0,1
16718,98,9,11,7,1.75,1,2,2,1,0
16718,98,9,11,7,1.850000024,2,2,2,1,0
7784,98,94,6,6,2.549999952,1,2,1,0,1
13581,98,94,11,6,2.839999914,1,2,1,1,1
395,98,9,9,7,2.099999905,1,2,1,0,0
9209,98,71,6,5,2.619999886,2,1,1,0,0
7302,98,100,9,9,2.559999943,1,2,1,1,0
12080,98,36,8,8,1.799999952,2,4,1,1,0
16527,98,36,8,8,2.150000095,1,2,1,1,0
16945,98,70,14,12,2.460000038,2,1,1,1,0
15332,98,71,10,5,2.349999905,1,1,1,1,0
18997,98,9,7,7,2.099999905,2,1,1,0,0
4259,98,9,9,7,2.470000029,2,1,1,0,0
19103,98,36,9,8,3.019999981,2,4,1,1,0
7175,98,9,11,7,1.950000048,2,2,2,0,0
7175,98,9,11,7,1.870000005,1,2,2,0,0
11242,98,9,7,7,3,1,10,1,0,0
8988,98,36,8,8,1.779999971,1,3,1,0,0
18905,98,36,12,8,2.359999895,1,3,1,1,0
9918,98,9,8,7,2.869999886,1,3,1,0,0
14329,98,94,6,6,1.710000038,2,6,2,1,0
3325,98,9,7,7,1.850000024,2,2,1,1,0
15823,98,94,11,6,1.929999948,1,2,2,0,1
4059,98,71,10,5,3.049999952,1,6,1,0,0
782,98,9,8,7,2.519999981,1,8,1,1,0
13263,98,94,8,6,1.75,1,4,1,0,0
11383,98,9,7,7,2.970000029,1,3,1,0,0
5409,98,71,9,5,2.710000038,1,6,1,1,0
14467,98,9,10,7,2.75,2,2,1,0,0
14031,98,36,9,8,2.49000001,1,3,1,1,1
2776,98,36,11,8,1.649999976,1,2,1,0,1
12946,98,9,9,7,1.120000005,2,1,2,0,0
4379,98,70,16,12,0.430000007,1,0,1,0,0
13644,98,9,9,7,0.959999979,2,1,1,0,0
14329,98,94,6,6,0.970000029,1,0,2,1,0
2094,98,70,12,12,1.429999948,1,0,1,1,0
10230,98,70,13,12,1.24000001,1,0,2,1,1
10230,98,70,13,12,1.090000033,1,1,2,1,1
18087,98,9,12,7,4.449999809,2,11,1,0,0
11289,64,36,9,9,1.549999952,1,9,1,1,2
13258,64,94,11,7,2.220000029,1,2,1,1,1
3803,64,36,11,9,1.820000052,2,3,2,0,0
15039,64,100,10,10,1.5,2,2,2,0,1
17801,64,36,13,9,1.970000029,1,3,1,0,0
16458,64,94,11,7,2.099999905,2,1,1,0,1
17205,64,71,9,6,2.25,1,1,1,0,1
4259,64,9,9,8,1.25,1,3,2,0,0
4259,64,9,9,8,1.679999948,1,3,2,0,0
2776,64,36,11,9,2.700000048,2,3,1,0,1
7271,64,96,6,5,2.75,2,2,1,0,0
2802,64,96,6,5,1.549999952,1,1,1,0,1
14389,64,94,8,7,2.299999952,1,1,1,1,1
6131,64,9,11,8,2.230000019,1,2,1,1,0
7734,64,36,10,9,2.180000067,1,0,1,0,1
11127,64,96,9,5,2,2,2,1,0,1
18138,64,71,10,6,2.099999905,2,1,1,1,0
18292,64,71,9,6,1.809999943,1,2,2,0,0
18292,64,71,9,6,1.809999943,2,2,2,0,0
14732,64,71,7,6,2.640000105,1,2,1,0,1
13644,64,9,9,8,1.539999962,1,3,1,0,0
8572,64,5,12,11,1.279999971,1,7,1,0,0
12107,64,9,9,8,2.5,1,1,1,0,0
8598,64,96,7,5,3.099999905,2,3,1,0,0
6905,64,36,12,9,1.649999976,1,4,2,1,1
6905,64,36,12,9,1.340000033,2,4,2,1,1
11608,64,9,9,8,1.379999995,1,4,2,0,0
11608,64,9,9,8,1.24000001,1,4,2,0,0
6629,64,71,7,6,1.629999995,2,2,1,0,0
19212,64,9,9,8,2.849999905,1,3,1,1,1
7683,64,94,10,7,2.529999971,1,1,1,1,1
14587,64,9,9,8,2.410000086,1,2,1,1,0
1366,64,94,9,7,2.359999895,2,1,1,1,1
12946,64,9,9,8,2.029999971,1,2,1,0,0
1280,64,94,8,7,1.899999976,2,2,1,0,1
13594,64,96,9,5,3.25,2,4,1,0,1
4144,64,94,11,7,2.450000048,2,2,1,1,1
16538,64,94,11,7,2.74000001,2,2,1,0,1
4973,64,71,7,6,2.279999971,1,2,1,0,1
6545,64,94,11,7,2.920000076,1,2,1,0,1
7295,64,9,9,8,2.099999905,2,2,1,1,0
7755,64,94,10,7,1.570000052,1,3,2,1,2
7755,64,94,10,7,1.860000014,2,3,2,1,2
18234,64,94,8,7,2.200000048,2,2,2,0,1
9209,64,71,6,6,2.519999981,1,1,1,0,0
6738,64,9,11,8,2,1,2,1,0,0
14855,64,94,11,7,2.00999999,1,3,1,0,1
7365,64,71,7,6,2.329999924,2,2,1,0,0
16718,64,9,11,8,2.549999952,1,2,1,1,0
15318,64,9,10,8,3.349999905,2,3,1,0,0
6284,64,94,11,7,3.900000095,1,11,1,0,0
16758,64,71,10,6,3.200000048,2,4,1,0,2
15332,64,71,10,6,2.369999886,1,1,1,1,0
12892,64,9,9,8,2.799999952,1,5,1,0,1
2291,64,96,9,5,2.25,1,2,1,0,0
15796,64,96,9,5,2.630000114,2,1,1,0,1
17942,64,9,9,8,2,2,1,1,0,0
18093,64,96,9,5,2.25999999,1,2,1,1,1
4059,64,71,10,6,3.25,1,4,1,0,0
1527,64,94,7,7,1.600000024,1,1,1,1,1
1371,64,9,9,8,1.600000024,1,2,2,1,0
4220,64,71,9,6,2.505000114,1,2,1,0,0
18905,64,36,12,9,2.619999886,2,1,1,1,0
15950,64,9,9,8,2.349999905,2,1,1,1,1
17715,64,94,10,7,2.099999905,1,1,1,0,0
4845,64,71,10,6,1.110000014,1,1,1,1,1
19393,64,94,9,7,2.630000114,2,4,1,0,1
5409,64,71,9,6,2.5,1,4,1,1,0
13581,64,94,11,7,1.320000052,1,5,2,1,1
7175,64,9,11,8,1.769999981,2,2,2,0,0
7175,64,9,11,8,1.370000005,2,0,2,0,0
5266,64,36,10,9,1.600000024,1,2,1,0,1
1217,64,94,9,7,2.559999943,2,1,1,1,1
3071,64,100,11,10,2.440000057,1,2,1,1,2
15823,64,94,11,7,2.390000105,2,2,2,0,1
6836,64,9,11,8,2.24000001,2,2,1,0,0
14467,64,9,10,8,1.480000019,2,2,2,0,0
14467,64,9,10,8,1.360000014,1,2,2,0,0
3803,64,36,11,9,0.970000029,2,0,2,0,0
782,64,9,8,8,0.819999993,2,0,1,1,0
8396,64,94,11,7,0.660000026,1,0,1,0,0
6746,64,36,11,9,0.689999998,2,0,2,0,1
15415,64,94,8,7,0.939999998,2,1,1,1,1
17715,96,94,10,8,2.505000114,2,5,1,0,0
18542,96,25,8,5,2.680000067,2,2,1,1,1
15318,96,9,10,9,3.099999905,1,4,1,0,0
16458,96,94,11,8,1.919999957,1,2,1,0,1
6905,96,36,12,10,1.600000024,2,2,2,1,1
6905,96,36,12,10,1.74000001,2,0,2,1,1
13005,96,25,5,5,2.119999886,2,2,1,1,0
70,96,25,8,5,2.349999905,2,1,1,1,1
9961,96,25,5,5,1.370000005,1,2,1,1,0
9470,96,25,8,5,2.299999952,2,2,1,1,0
1469,96,25,8,5,2.210000038,1,4,1,0,0
13263,96,94,8,8,1.889999986,1,2,1,0,0
18138,96,71,10,7,2.079999924,2,1,1,1,0
13970,96,25,8,5,2.299999952,2,1,1,1,1
6629,96,71,7,7,2,2,1,1,0,0
11608,96,9,9,9,1.399999976,2,4,2,0,0
11608,96,9,9,9,1.399999976,1,5,2,0,0
8514,96,25,8,5,2.579999924,2,2,1,1,0
10389,96,25,6,5,1.909999967,1,3,2,1,1
10389,96,25,6,5,2.150000095,1,3,2,1,1
28,96,25,8,5,2.369999886,2,1,1,1,0
14855,96,94,11,8,1.75,2,2,1,0,1
12946,96,9,9,9,2.50999999,1,3,1,0,0
18604,96,25,8,5,2.799999952,1,2,1,1,0
840,96,25,8,5,1.929999948,1,3,2,1,0
840,96,25,8,5,1.860000014,2,3,2,1,0
3390,96,25,8,5,2.410000086,1,1,1,1,0
13258,96,94,11,8,2.930000067,2,1,1,1,1
7683,96,94,10,8,2.299999952,1,1,1,1,1
2865,96,25,7,5,2.460000038,1,1,1,1,0
7167,96,9,9,9,2.24000001,1,2,1,0,0
7734,96,36,10,10,1.519999981,2,3,2,0,1
7734,96,36,10,10,1.50999999,2,3,2,0,1
6131,96,9,11,9,2.910000086,2,2,1,1,0
4144,96,94,11,8,2.359999895,1,1,1,1,1
6545,96,94,11,8,2.75,1,1,1,0,1
3071,96,100,11,11,2.319999933,1,1,1,1,2
1217,96,94,9,8,1.700000048,1,2,2,1,1
1217,96,94,9,8,1.299999952,1,2,2,1,1
7755,96,94,10,8,2.309999943,1,1,1,1,2
17942,96,9,9,9,1.860000014,1,1,1,0,0
4701,96,25,7,5,2.339999914,2,3,1,0,1
1366,96,94,9,8,2.400000095,1,1,1,1,1
12892,96,9,9,9,1.909999967,1,4,1,0,1
15950,96,9,9,9,2.859999895,2,2,1,1,1
7271,96,96,6,6,2.150000095,1,3,2,0,0
7271,96,96,6,6,1.720000029,1,3,2,0,0
13650,96,25,8,5,2.75999999,2,3,1,1,0
16047,96,94,9,8,3.099999905,1,2,1,0,1
15695,96,25,8,5,2.119999886,2,3,1,1,0
11127,96,96,9,6,2.400000095,1,3,1,0,1
2915,96,9,10,9,2.369999886,1,3,1,0,0
10761,96,94,8,8,3.599999905,2,4,1,1,0
8676,96,25,7,5,2.960000038,1,3,1,1,0
2776,96,36,11,10,2.910000086,2,4,1,0,1
18234,96,94,8,8,2.599999905,1,3,1,0,1
6738,96,9,11,9,2.700000048,1,2,1,0,0
17801,96,36,13,10,2.900000095,1,4,1,0,0
17675,96,25,6,5,2.230000019,1,4,1,1,1
1277,96,25,8,5,2.519999981,2,4,1,0,0
16175,96,25,6,5,2.849999905,2,4,1,0,1
14587,96,9,9,9,3.049999952,2,2,1,1,0
14732,96,71,7,7,1.950000048,2,3,2,0,1
14732,96,71,7,7,1.899999976,2,3,2,0,1
17126,96,25,8,5,2.74000001,1,6,1,0,1
18292,96,71,9,7,1.899999976,1,4,2,0,0
18292,96,71,9,7,2.150000095,2,4,2,0,0
1371,96,9,9,9,1.529999971,2,2,2,1,0
1371,96,9,9,9,2,1,2,2,1,0
9365,96,25,8,5,2.549999952,1,1,1,1,0
18905,96,36,12,10,2.75,1,3,1,1,0
16718,96,9,11,9,2.349999905,2,2,1,1,0
18093,96,96,9,6,1.899999976,2,1,2,1,1
18093,96,96,9,6,1.659999967,1,1,2,1,1
12107,96,9,9,9,2.670000076,1,4,1,0,0
11956,96,25,8,5,2.400000095,2,1,1,1,1
16758,96,71,10,7,2.980000019,1,2,1,0,2
15823,96,94,11,8,2.130000114,2,1,1,0,1
10252,96,25,5,5,3.049999952,1,1,1,0,0
13594,96,96,9,6,2.400000095,2,3,2,0,1
13594,96,96,9,6,2.5,2,3,2,0,1
16538,96,94,11,8,2.75,2,2,1,0,1
5644,96,25,8,5,2.910000086,1,3,1,1,0
7175,96,9,11,9,2.450000048,1,1,1,0,0
1280,96,94,8,8,2.099999905,2,3,1,0,1
4259,96,9,9,9,1.669999957,2,2,2,0,0
4259,96,9,9,9,1.5,1,2,2,0,0
4815,96,96,6,6,2.799999952,1,2,1,0,0
16945,96,70,14,14,2.640000105,2,1,1,1,0
5266,96,36,10,10,2.150000095,2,2,1,0,1
3803,96,36,11,10,2.299999952,1,2,1,0,0
2291,96,96,9,6,2.809999943,1,2,1,0,0
6072,96,25,5,5,2.309999943,1,1,1,1,0
19393,96,94,9,8,2.859999895,2,3,1,0,1
3534,96,25,6,5,3.5,1,6,1,1,0
395,96,9,9,9,2.460000038,2,6,1,0,0
3273,96,25,8,5,2.289999962,1,3,1,1,0
7365,96,71,7,7,2,1,3,1,0,0
5409,96,71,9,7,2.609999895,2,4,1,1,0
15332,96,71,10,7,2.730000019,1,2,1,1,0
14914,96,71,10,7,3.549999952,1,5,1,0,0
4220,96,71,9,7,2.730000019,2,3,1,0,0
15796,96,96,9,6,2.880000114,1,1,1,0,1
14030,96,25,8,5,2.349999905,2,2,1,0,0
6836,96,9,11,9,2.119999886,2,4,2,0,0
8572,96,5,12,12,2.150000095,1,3,1,0,0
13644,96,9,9,9,0.800000012,2,0,1,0,0
4391,96,25,8,5,1.409999967,2,0,1,1,0
14467,96,9,10,9,1.120000005,2,0,2,0,0
5724,96,25,7,5,0.709999979,2,0,2,0,0
5724,96,25,7,5,1.519999981,1,0,2,0,0
17205,96,71,9,7,1.070000052,1,0,2,0,1
9458,56,64,7,5,1.5,1,3,2,1,1
28,56,25,8,6,1.879999995,2,2,1,1,0
9470,56,25,8,6,2.200000048,2,3,1,1,0
12734,56,64,7,5,1.980000019,2,3,1,0,0
17715,56,94,10,9,2.349999905,1,2,1,0,0
6993,56,64,7,5,1.899999976,1,3,1,0,0
6131,56,9,11,10,2.099999905,2,2,1,1,0
1155,56,64,7,5,2,2,3,1,1,0
18542,56,25,8,6,1.899999976,2,2,1,1,1
4701,56,25,7,6,1.850000024,1,2,1,0,1
8514,56,25,8,6,2.420000076,1,2,1,1,0
15630,56,25,8,6,2.400000095,1,2,1,0,0
8676,56,25,7,6,1.480000019,1,3,2,1,0
5644,56,25,8,6,1.549999952,2,2,2,1,0
5644,56,25,8,6,1.679999948,1,2,2,1,0
9027,56,64,7,5,2,2,2,1,1,0
4144,56,94,11,9,1.980000019,2,2,1,1,1
70,56,25,8,6,2.279999971,2,3,1,1,1
10561,56,25,8,6,1.950000048,2,2,1,1,0
663,56,64,7,5,2.25999999,2,2,1,0,1
13258,56,94,11,9,1.850000024,2,2,2,1,1
13258,56,94,11,9,1.389999986,2,1,2,1,1
12431,56,64,7,5,2.559999943,2,2,1,0,1
6886,56,64,6,5,1.950000048,1,4,1,0,0
8718,56,64,7,5,1.970000029,1,2,1,1,1
3908,56,64,7,5,2.74000001,1,3,1,0,1
7755,56,94,10,9,1.320000052,1,3,2,1,2
7683,56,94,10,9,1.899999976,1,1,1,1,1
18604,56,25,8,6,1.600000024,1,4,2,1,0
13650,56,25,8,6,2.140000105,2,2,1,1,0
9365,56,25,8,6,1.25999999,2,4,2,1,0
3390,56,25,8,6,2.319999933,2,2,1,1,0
15432,56,64,7,5,2.539999962,1,2,1,0,1
6746,56,36,11,11,1.950000048,2,2,1,0,1
1277,56,25,8,6,1.779999971,2,2,1,0,0
11127,56,96,9,7,2.480000019,2,2,1,0,1
788,56,64,7,5,1.940000057,1,2,1,1,1
14172,56,64,7,5,2.099999905,1,1,1,1,0
18138,56,71,10,8,1.389999986,2,3,1,1,0
11956,56,25,8,6,1.980000019,1,2,1,1,1
5724,56,25,7,6,1.480000019,2,2,1,0,0
16864,56,64,7,5,1.49000001,2,2,1,0,0
13594,56,96,9,7,2.579999924,1,2,1,0,1
18292,56,71,9,8,1.539999962,2,4,2,0,0
18292,56,71,9,8,1.379999995,1,4,2,0,0
16538,56,94,11,9,1.320000052,1,2,1,0,1
4391,56,25,8,6,2.319999933,1,2,1,1,0
4638,56,64,7,5,1.75999999,1,3,1,1,0
12116,56,64,7,5,2.180000067,2,2,1,1,0
4059,56,71,10,8,2.619999886,2,3,1,0,0
16458,56,94,11,9,1.980000019,1,2,1,0,1
6207,56,64,7,5,2.200000048,1,2,1,1,0
2291,56,96,9,7,2.279999971,2,2,1,0,0
16718,56,9,11,10,2.019999981,1,2,1,1,0
17126,56,25,8,6,1.860000014,2,4,1,0,1
18093,56,96,9,7,1.320000052,2,3,2,1,1
18087,56,9,12,10,1.889999986,1,5,1,0,0
840,56,25,8,6,1.179999948,1,4,2,1,0
840,56,25,8,6,1.74000001,1,4,2,1,0
14030,56,25,8,6,2.279999971,2,3,1,0,0
16758,56,71,10,8,2.720000029,2,2,1,0,2
10868,56,64,7,5,2.74000001,1,5,1,0,0
15796,56,96,9,7,2.069999933,1,1,1,0,1
14303,56,64,6,5,2.059999943,1,3,1,0,2
3273,56,25,8,6,1.120000005,1,3,2,1,0
7175,56,9,11,10,2.150000095,2,1,1,0,0
15356,56,64,7,5,2.569999933,2,5,1,0,1
6738,56,9,11,10,2.119999886,1,1,1,0,0
3186,56,64,7,5,2.640000105,1,2,1,1,0
13970,56,25,8,6,2.529999971,1,1,1,1,1
6284,56,94,11,9,3.049999952,1,5,1,0,0
17205,56,71,9,8,2.069999933,2,1,1,0,1
15332,56,71,10,8,2.609999895,1,1,1,1,0
11649,56,64,7,5,2.430000067,2,6,1,0,0
15823,56,94,11,9,1.799999952,2,2,1,0,1
5409,56,71,9,8,1.519999981,1,4,2,1,0
5409,56,71,9,8,1.559999943,2,4,2,1,0
14855,56,94,11,9,1.779999971,2,2,1,0,1
6836,56,9,11,10,1.669999957,2,5,1,0,0
13581,56,94,11,9,2.569999933,1,4,1,1,1
18604,56,25,8,6,1.370000005,2,0,2,1,0
17801,56,36,13,11,1.24000001,1,1,1,0,0
1469,56,25,8,6,1.159999967,1,1,1,0,0
4220,56,71,9,8,1.330000043,2,1,2,0,0
18093,56,96,9,7,1.00999999,2,0,2,1,1
543,56,64,7,5,0.790000021,2,1,2,0,0
18905,56,36,12,11,0.899999976,2,1,2,1,0
6993,59,64,7,6,2.339999914,1,1,1,0,0
70,59,25,8,7,2.220000029,1,1,1,1,1
18542,59,25,8,7,2.5,1,1,1,1,1
12734,59,64,7,6,2.220000029,2,1,1,0,0
9470,59,25,8,7,2.440000057,2,1,1,1,0
9718,59,64,7,6,2.400000095,1,2,1,1,1
5705,59,52,6,5,2.210000038,2,2,1,1,0
4845,59,71,10,9,2.25,1,1,1,1,1
5737,59,52,6,5,2.210000038,2,2,1,0,0
9027,59,64,7,6,2.160000086,1,1,1,1,0
9458,59,64,7,6,2.299999952,1,1,1,1,1
8514,59,25,8,7,2.359999895,1,1,1,1,0
28,59,25,8,7,2.549999952,1,2,1,1,0
6207,59,64,7,6,2.420000076,1,2,1,1,0
1277,59,25,8,7,2.00999999,2,1,1,0,0
1469,59,25,8,7,2.579999924,2,2,1,0,0
663,59,64,7,6,1.840000033,1,3,2,0,1
663,59,64,7,6,2.380000114,2,3,2,0,1
10868,59,64,7,6,2.5,2,2,1,0,0
18292,59,71,9,9,2.50999999,1,1,1,0,0
4180,59,52,6,5,2.910000086,2,2,1,1,0
8676,59,25,7,7,1.529999971,1,4,2,1,0
8676,59,25,7,7,1.669999957,1,4,2,1,0
15432,59,64,7,6,1.480000019,1,3,2,0,1
15432,59,64,7,6,1.600000024,2,3,2,0,1
15160,59,96,9,8,3,1,3,1,0,0
13258,59,94,11,10,2.730000019,2,1,1,1,1
6131,59,9,11,11,2.799999952,1,2,1,1,0
6905,59,36,12,12,1.590000033,2,3,2,1,1
6905,59,36,12,12,1.879999995,2,4,2,1,1
16538,59,94,11,10,2.920000076,2,3,1,0,1
4144,59,94,11,10,2.420000076,1,1,1,1,1
18655,59,52,6,5,2.549999952,1,3,1,0,0
13650,59,25,8,7,2.599999905,2,2,1,1,0
3390,59,25,8,7,2.450000048,1,1,1,1,0
18604,59,25,8,7,2.099999905,2,4,2,1,0
18604,59,25,8,7,1.850000024,1,4,2,1,0
788,59,64,7,6,2.650000095,2,2,1,1,1
8399,59,64,7,6,2.609999895,1,2,1,0,1
2865,59,25,7,7,2.920000076,2,1,1,1,0
16758,59,71,10,9,2.950000048,1,3,1,0,2
6252,59,52,6,5,2.50999999,2,1,1,1,0
11127,59,96,9,8,2.25,2,2,1,0,1
11956,59,25,8,7,2.619999886,2,1,1,1,1
3273,59,25,8,7,2.039999962,2,1,1,1,0
7777,59,52,6,5,3.349999905,2,9,1,1,0
15695,59,25,8,7,2.680000067,2,2,1,1,0
14172,59,64,7,6,2.579999924,1,2,1,1,0
3111,59,52,6,5,3.400000095,2,5,1,0,0
18138,59,71,10,9,1.220000029,1,3,2,1,0
18138,59,71,10,9,1.139999986,2,3,2,1,0
6738,59,9,11,11,2.180000067,2,2,1,0,0
17126,59,25,8,7,2.579999924,1,3,1,0,1
18161,59,52,6,5,2.700000048,1,2,1,0,1
543,59,64,7,6,2.099999905,2,2,1,0,0
17801,59,36,13,12,2.819999933,1,4,1,0,0
11649,59,64,7,6,2.460000038,1,3,1,0,0
3908,59,64,7,6,2.5,2,1,1,0,1
15630,59,25,8,7,3.299999952,2,4,1,0,0
10926,59,52,6,5,2.089999914,1,3,2,0,0
