Block,ID,Family,DevT,AdultT,Overall_treatment,Sex,Adult_age,Daily_Eggs,Adult_lifespan,individual
B,BL11,BL,h,h,HH,f,1,26,5,B_BL_BL11
B,BL11,BL,h,h,HH,f,2,22,5,B_BL_BL11
B,BL11,BL,h,h,HH,f,3,18,5,B_BL_BL11
B,BL11,BL,h,h,HH,f,4,2,5,B_BL_BL11
B,BL11,BL,h,h,HH,f,5,0,5,B_BL_BL11
B,BL15,BL,a,h,AH,f,1,22,5,B_BL_BL15
B,BL15,BL,a,h,AH,f,2,21,5,B_BL_BL15
B,BL15,BL,a,h,AH,f,3,14,5,B_BL_BL15
B,BL15,BL,a,h,AH,f,4,5,5,B_BL_BL15
B,BL15,BL,a,h,AH,f,5,1,5,B_BL_BL15
B,BL28,BL,h,h,HH,f,1,29,5,B_BL_BL28
B,BL28,BL,h,h,HH,f,2,24,5,B_BL_BL28
B,BL28,BL,h,h,HH,f,3,17,5,B_BL_BL28
B,BL28,BL,h,h,HH,f,4,6,5,B_BL_BL28
B,BL28,BL,h,h,HH,f,5,0,5,B_BL_BL28
B,BM28,BM,h,h,HH,f,1,36,5,B_BM_BM28
B,BM28,BM,h,h,HH,f,2,23,5,B_BM_BM28
B,BM28,BM,h,h,HH,f,3,11,5,B_BM_BM28
B,BM28,BM,h,h,HH,f,4,4,5,B_BM_BM28
B,BM28,BM,h,h,HH,f,5,0,5,B_BM_BM28
B,BN23,BN,h,h,HH,f,1,35,5,B_BN_BN23
B,BN23,BN,h,h,HH,f,2,20,5,B_BN_BN23
B,BN23,BN,h,h,HH,f,3,15,5,B_BN_BN23
B,BN23,BN,h,h,HH,f,4,1,5,B_BN_BN23
B,BN23,BN,h,h,HH,f,5,0,5,B_BN_BN23
B,BO22,BO,h,h,HH,f,1,36,5,B_BO_BO22
B,BO22,BO,h,h,HH,f,2,22,5,B_BO_BO22
B,BO22,BO,h,h,HH,f,3,12,5,B_BO_BO22
B,BO22,BO,h,h,HH,f,4,6,5,B_BO_BO22
B,BO22,BO,h,h,HH,f,5,0,5,B_BO_BO22
B,BP2,BP,h,h,HH,f,1,31,5,B_BP_BP2
B,BP2,BP,h,h,HH,f,2,16,5,B_BP_BP2
B,BP2,BP,h,h,HH,f,3,6,5,B_BP_BP2
B,BP2,BP,h,h,HH,f,4,0,5,B_BP_BP2
B,BP2,BP,h,h,HH,f,5,0,5,B_BP_BP2
B,BP8,BP,h,h,HH,f,1,33,5,B_BP_BP8
B,BP8,BP,h,h,HH,f,2,22,5,B_BP_BP8
B,BP8,BP,h,h,HH,f,3,16,5,B_BP_BP8
B,BP8,BP,h,h,HH,f,4,3,5,B_BP_BP8
B,BP8,BP,h,h,HH,f,5,0,5,B_BP_BP8
B,BT14,BT,a,h,AH,f,1,19,5,B_BT_BT14
B,BT14,BT,a,h,AH,f,2,25,5,B_BT_BT14
B,BT14,BT,a,h,AH,f,3,13,5,B_BT_BT14
B,BT14,BT,a,h,AH,f,4,8,5,B_BT_BT14
B,BT14,BT,a,h,AH,f,5,1,5,B_BT_BT14
B,BT14,BT,a,h,AH,f,6,7,5,B_BT_BT14
B,BT20,BT,h,h,HH,f,1,24,5,B_BT_BT20
B,BT20,BT,h,h,HH,f,2,27,5,B_BT_BT20
B,BT20,BT,h,h,HH,f,3,13,5,B_BT_BT20
B,BT20,BT,h,h,HH,f,4,1,5,B_BT_BT20
B,BT20,BT,h,h,HH,f,5,0,5,B_BT_BT20
B,BT23,BT,h,h,HH,f,1,31,5,B_BT_BT23
B,BT23,BT,h,h,HH,f,2,25,5,B_BT_BT23
B,BT23,BT,h,h,HH,f,3,15,5,B_BT_BT23
B,BT23,BT,h,h,HH,f,4,10,5,B_BT_BT23
B,BT23,BT,h,h,HH,f,5,0,5,B_BT_BT23
B,BT25,BT,h,h,HH,f,1,33,5,B_BT_BT25
B,BT25,BT,h,h,HH,f,2,15,5,B_BT_BT25
B,BT25,BT,h,h,HH,f,3,9,5,B_BT_BT25
B,BT25,BT,h,h,HH,f,4,1,5,B_BT_BT25
B,BT25,BT,h,h,HH,f,5,0,5,B_BT_BT25
B,BT4,BT,h,h,HH,f,1,26,5,B_BT_BT4
B,BT4,BT,h,h,HH,f,2,19,5,B_BT_BT4
B,BT4,BT,h,h,HH,f,3,17,5,B_BT_BT4
B,BT4,BT,h,h,HH,f,4,7,5,B_BT_BT4
B,BT4,BT,h,h,HH,f,5,1,5,B_BT_BT4
B,BU1,BU,h,h,HH,f,1,26,5,B_BU_BU1
B,BU1,BU,h,h,HH,f,2,18,5,B_BU_BU1
B,BU1,BU,h,h,HH,f,3,3,5,B_BU_BU1
B,BU1,BU,h,h,HH,f,4,5,5,B_BU_BU1
B,BU1,BU,h,h,HH,f,5,0,5,B_BU_BU1
B,BU14,BU,h,h,HH,f,1,28,5,B_BU_BU14
B,BU14,BU,h,h,HH,f,2,18,5,B_BU_BU14
B,BU14,BU,h,h,HH,f,3,13,5,B_BU_BU14
B,BU14,BU,h,h,HH,f,4,3,5,B_BU_BU14
B,BU14,BU,h,h,HH,f,5,0,5,B_BU_BU14
B,BU17,BU,h,h,HH,f,1,38,5,B_BU_BU17
B,BU17,BU,h,h,HH,f,2,23,5,B_BU_BU17
B,BU17,BU,h,h,HH,f,3,8,5,B_BU_BU17
B,BU17,BU,h,h,HH,f,4,3,5,B_BU_BU17
B,BU17,BU,h,h,HH,f,5,1,5,B_BU_BU17
B,BV1,BV,h,h,HH,f,1,31,5,B_BV_BV1
B,BV1,BV,h,h,HH,f,2,20,5,B_BV_BV1
B,BV1,BV,h,h,HH,f,3,19,5,B_BV_BV1
B,BV1,BV,h,h,HH,f,4,8,5,B_BV_BV1
B,BV1,BV,h,h,HH,f,5,1,5,B_BV_BV1
B,BV10,BV,h,h,HH,f,1,30,5,B_BV_BV10
B,BV10,BV,h,h,HH,f,2,15,5,B_BV_BV10
B,BV10,BV,h,h,HH,f,3,7,5,B_BV_BV10
B,BV10,BV,h,h,HH,f,4,0,5,B_BV_BV10
B,BV10,BV,h,h,HH,f,5,0,5,B_BV_BV10
B,BV20,BV,h,h,HH,f,1,33,5,B_BV_BV20
B,BV20,BV,h,h,HH,f,2,17,5,B_BV_BV20
B,BV20,BV,h,h,HH,f,3,11,5,B_BV_BV20
B,BV20,BV,h,h,HH,f,4,3,5,B_BV_BV20
B,BV20,BV,h,h,HH,f,5,0,5,B_BV_BV20
B,BV24,BV,a,h,AH,f,1,19,5,B_BV_BV24
B,BV24,BV,a,h,AH,f,2,13,5,B_BV_BV24
B,BV24,BV,a,h,AH,f,3,11,5,B_BV_BV24
B,BV24,BV,a,h,AH,f,4,0,5,B_BV_BV24
B,BV24,BV,a,h,AH,f,5,0,5,B_BV_BV24
B,BV5,BV,h,h,HH,f,1,40,5,B_BV_BV5
B,BV5,BV,h,h,HH,f,2,17,5,B_BV_BV5
B,BV5,BV,h,h,HH,f,3,0,5,B_BV_BV5
B,BV5,BV,h,h,HH,f,4,12,5,B_BV_BV5
B,BV5,BV,h,h,HH,f,5,1,5,B_BV_BV5
B,BX18,BX,a,h,AH,f,1,28,5,B_BX_BX18
B,BX18,BX,a,h,AH,f,2,14,5,B_BX_BX18
B,BX18,BX,a,h,AH,f,3,19,5,B_BX_BX18
B,BX18,BX,a,h,AH,f,4,3,5,B_BX_BX18
B,BX18,BX,a,h,AH,f,5,2,5,B_BX_BX18
B,BY10,BY,h,h,HH,f,1,32,5,B_BY_BY10
B,BY10,BY,h,h,HH,f,2,20,5,B_BY_BY10
B,BY10,BY,h,h,HH,f,3,10,5,B_BY_BY10
B,BY10,BY,h,h,HH,f,4,4,5,B_BY_BY10
B,BY10,BY,h,h,HH,f,5,1,5,B_BY_BY10
B,BZ16,BZ,h,h,HH,f,1,34,5,B_BZ_BZ16
B,BZ16,BZ,h,h,HH,f,2,18,5,B_BZ_BZ16
B,BZ16,BZ,h,h,HH,f,3,10,5,B_BZ_BZ16
B,BZ16,BZ,h,h,HH,f,4,2,5,B_BZ_BZ16
B,BZ16,BZ,h,h,HH,f,5,0,5,B_BZ_BZ16
B,BZ2,BZ,h,h,HH,f,1,36,5,B_BZ_BZ2
B,BZ2,BZ,h,h,HH,f,2,25,5,B_BZ_BZ2
B,BZ2,BZ,h,h,HH,f,3,11,5,B_BZ_BZ2
B,BZ2,BZ,h,h,HH,f,4,0,5,B_BZ_BZ2
B,BZ2,BZ,h,h,HH,f,5,0,5,B_BZ_BZ2
B,B?1,Bom,h,h,HH,f,1,0,5,B_Bom_B?1
B,B?1,Bom,h,h,HH,f,2,0,5,B_Bom_B?1
B,B?1,Bom,h,h,HH,f,3,0,5,B_Bom_B?1
B,B?1,Bom,h,h,HH,f,4,0,5,B_Bom_B?1
B,B?1,Bom,h,h,HH,f,5,0,5,B_Bom_B?1
B,B?10,Bom,h,h,HH,f,1,30,5,B_Bom_B?10
B,B?10,Bom,h,h,HH,f,2,15,5,B_Bom_B?10
B,B?10,Bom,h,h,HH,f,3,3,5,B_Bom_B?10
B,B?10,Bom,h,h,HH,f,4,2,5,B_Bom_B?10
B,B?10,Bom,h,h,HH,f,5,0,5,B_Bom_B?10
C,C?24,Ctr,a,h,AH,f,1,25,5,C_Ctr_C?24
C,C?24,Ctr,a,h,AH,f,2,23,5,C_Ctr_C?24
C,C?24,Ctr,a,h,AH,f,3,17,5,C_Ctr_C?24
C,C?24,Ctr,a,h,AH,f,4,6,5,C_Ctr_C?24
C,C?24,Ctr,a,h,AH,f,5,0,5,C_Ctr_C?24
C,C?24,Cpi,a,h,AH,f,1,32,5,C_Cpi_C?24
C,C?24,Cpi,a,h,AH,f,2,20,5,C_Cpi_C?24
C,C?24,Cpi,a,h,AH,f,3,16,5,C_Cpi_C?24
C,C?24,Cpi,a,h,AH,f,4,10,5,C_Cpi_C?24
C,C?24,Cpi,a,h,AH,f,5,2,5,C_Cpi_C?24
C,C©5,Cbox,h,h,HH,f,1,26,5,C_Cbox_C©5
C,C©5,Cbox,h,h,HH,f,2,5,5,C_Cbox_C©5
C,C©5,Cbox,h,h,HH,f,3,12,5,C_Cbox_C©5
C,C©5,Cbox,h,h,HH,f,4,1,5,C_Cbox_C©5
C,CB3,CB,a,h,AH,f,1,28,5,C_CB_CB3
C,CB3,CB,a,h,AH,f,2,21,5,C_CB_CB3
C,CB3,CB,a,h,AH,f,3,15,5,C_CB_CB3
C,CB3,CB,a,h,AH,f,4,6,5,C_CB_CB3
C,CB3,CB,a,h,AH,f,5,1,5,C_CB_CB3
C,CE12,CE,a,h,AH,f,1,24,5,C_CE_CE12
C,CE12,CE,a,h,AH,f,2,28,5,C_CE_CE12
C,CE12,CE,a,h,AH,f,3,10,5,C_CE_CE12
C,CE12,CE,a,h,AH,f,4,8,5,C_CE_CE12
C,CE12,CE,a,h,AH,f,5,0,5,C_CE_CE12
C,CG9,CG,a,h,AH,f,1,0,5,C_CG_CG9
C,CG9,CG,a,h,AH,f,2,0,5,C_CG_CG9
C,CG9,CG,a,h,AH,f,3,0,5,C_CG_CG9
C,CG9,CG,a,h,AH,f,4,0,5,C_CG_CG9
C,CG9,CG,a,h,AH,f,5,0,5,C_CG_CG9
C,CL18,CL,a,h,AH,f,1,26,5,C_CL_CL18
C,CL18,CL,a,h,AH,f,2,21,5,C_CL_CL18
C,CL18,CL,a,h,AH,f,3,17,5,C_CL_CL18
C,CL18,CL,a,h,AH,f,4,6,5,C_CL_CL18
C,CL18,CL,a,h,AH,f,5,0,5,C_CL_CL18
C,CN15,CN,a,h,AH,f,1,35,5,C_CN_CN15
C,CN15,CN,a,h,AH,f,2,24,5,C_CN_CN15
C,CN15,CN,a,h,AH,f,3,21,5,C_CN_CN15
C,CN15,CN,a,h,AH,f,4,8,5,C_CN_CN15
C,CN15,CN,a,h,AH,f,5,0,5,C_CN_CN15
C,CP7,CP,h,h,HH,f,1,15,5,C_CP_CP7
C,CP7,CP,h,h,HH,f,2,3,5,C_CP_CP7
C,CP7,CP,h,h,HH,f,3,0,5,C_CP_CP7
C,CP7,CP,h,h,HH,f,4,6,5,C_CP_CP7
C,CP7,CP,h,h,HH,f,5,1,5,C_CP_CP7
C,CR14,CR,h,h,HH,f,1,0,5,C_CR_CR14
C,CR14,CR,h,h,HH,f,2,0,5,C_CR_CR14
C,CR14,CR,h,h,HH,f,3,0,5,C_CR_CR14
C,CR14,CR,h,h,HH,f,4,0,5,C_CR_CR14
C,CR14,CR,h,h,HH,f,5,0,5,C_CR_CR14
C,CR21,CR,a,h,AH,f,1,38,5,C_CR_CR21
C,CR21,CR,a,h,AH,f,2,22,5,C_CR_CR21
C,CR21,CR,a,h,AH,f,3,23,5,C_CR_CR21
C,CR21,CR,a,h,AH,f,4,2,5,C_CR_CR21
C,CR21,CR,a,h,AH,f,5,6,5,C_CR_CR21
C,CR3,CR,a,h,AH,f,1,40,5,C_CR_CR3
C,CR3,CR,a,h,AH,f,2,18,5,C_CR_CR3
C,CR3,CR,a,h,AH,f,3,10,5,C_CR_CR3
C,CR3,CR,a,h,AH,f,4,13,5,C_CR_CR3
C,CR3,CR,a,h,AH,f,5,0,5,C_CR_CR3
C,CR30,CR,a,h,AH,f,1,38,5,C_CR_CR30
C,CR30,CR,a,h,AH,f,2,13,5,C_CR_CR30
C,CR30,CR,a,h,AH,f,3,2,5,C_CR_CR30
C,CR30,CR,a,h,AH,f,4,17,5,C_CR_CR30
C,CR30,CR,a,h,AH,f,5,2,5,C_CR_CR30
C,CS3,CS,a,h,AH,f,1,42,5,C_CS_CS3
C,CS3,CS,a,h,AH,f,2,31,5,C_CS_CS3
C,CS3,CS,a,h,AH,f,3,18,5,C_CS_CS3
C,CS3,CS,a,h,AH,f,4,5,5,C_CS_CS3
C,CS3,CS,a,h,AH,f,5,0,5,C_CS_CS3
C,CT9,CT,a,h,AH,f,1,30,5,C_CT_CT9
C,CT9,CT,a,h,AH,f,2,25,5,C_CT_CT9
C,CT9,CT,a,h,AH,f,3,13,5,C_CT_CT9
C,CT9,CT,a,h,AH,f,4,4,5,C_CT_CT9
C,CT9,CT,a,h,AH,f,5,0,5,C_CT_CT9
C,CX27,CX,a,h,AH,f,1,32,5,C_CX_CX27
C,CX27,CX,a,h,AH,f,2,23,5,C_CX_CX27
C,CX27,CX,a,h,AH,f,3,17,5,C_CX_CX27
C,CX27,CX,a,h,AH,f,4,4,5,C_CX_CX27
C,CX27,CX,a,h,AH,f,5,0,5,C_CX_CX27
C,CY3,CY,a,h,AH,f,1,35,5,C_CY_CY3
C,CY3,CY,a,h,AH,f,2,23,5,C_CY_CY3
C,CY3,CY,a,h,AH,f,3,16,5,C_CY_CY3
C,CY3,CY,a,h,AH,f,4,6,5,C_CY_CY3
C,CY3,CY,a,h,AH,f,5,1,5,C_CY_CY3
C,CZ4,CZ,h,h,HH,f,1,19,5,C_CZ_CZ4
C,CZ4,CZ,h,h,HH,f,2,3,5,C_CZ_CZ4
C,CZ4,CZ,h,h,HH,f,3,7,5,C_CZ_CZ4
C,CZ4,CZ,h,h,HH,f,4,0,5,C_CZ_CZ4
C,CZ4,CZ,h,h,HH,f,5,0,5,C_CZ_CZ4
C,C?21,Com,a,h,AH,f,1,33,5,C_Com_C?21
C,C?21,Com,a,h,AH,f,2,24,5,C_Com_C?21
C,C?21,Com,a,h,AH,f,3,13,5,C_Com_C?21
C,C?21,Com,a,h,AH,f,4,0,5,C_Com_C?21
A,AB14,AB,a,h,AH,f,1,14,6,A_AB_AB14
A,AB14,AB,a,h,AH,f,2,13,6,A_AB_AB14
A,AB14,AB,a,h,AH,f,3,18,6,A_AB_AB14
A,AB14,AB,a,h,AH,f,4,9,6,A_AB_AB14
A,AB14,AB,a,h,AH,f,5,0,6,A_AB_AB14
A,AB14,AB,a,h,AH,f,6,0,6,A_AB_AB14
A,AD18,AD,a,h,AH,f,1,32,6,A_AD_AD18
A,AD18,AD,a,h,AH,f,2,24,6,A_AD_AD18
A,AD18,AD,a,h,AH,f,3,13,6,A_AD_AD18
A,AD18,AD,a,h,AH,f,4,3,6,A_AD_AD18
A,AD18,AD,a,h,AH,f,5,0,6,A_AD_AD18
A,AD18,AD,a,h,AH,f,6,0,6,A_AD_AD18
A,AJ2,AJ,h,h,HH,f,1,0,6,A_AJ_AJ2
A,AJ2,AJ,h,h,HH,f,2,0,6,A_AJ_AJ2
A,AJ2,AJ,h,h,HH,f,3,0,6,A_AJ_AJ2
A,AJ2,AJ,h,h,HH,f,4,0,6,A_AJ_AJ2
A,AJ2,AJ,h,h,HH,f,5,0,6,A_AJ_AJ2
A,AJ2,AJ,h,h,HH,f,6,0,6,A_AJ_AJ2
A,AJ7,AJ,a,h,AH,f,1,29,6,A_AJ_AJ7
A,AJ7,AJ,a,h,AH,f,2,17,6,A_AJ_AJ7
A,AJ7,AJ,a,h,AH,f,3,16,6,A_AJ_AJ7
A,AJ7,AJ,a,h,AH,f,4,10,6,A_AJ_AJ7
A,AJ7,AJ,a,h,AH,f,5,0,6,A_AJ_AJ7
A,AJ7,AJ,a,h,AH,f,6,0,6,A_AJ_AJ7
A,AM6,AM,a,h,AH,f,1,33,6,A_AM_AM6
A,AM6,AM,a,h,AH,f,2,17,6,A_AM_AM6
A,AM6,AM,a,h,AH,f,3,7,6,A_AM_AM6
A,AM6,AM,a,h,AH,f,4,1,6,A_AM_AM6
A,AM6,AM,a,h,AH,f,5,0,6,A_AM_AM6
A,AO13,AO,a,h,AH,f,1,34,6,A_AO_AO13
A,AO13,AO,a,h,AH,f,2,3,6,A_AO_AO13
A,AO13,AO,a,h,AH,f,3,17,6,A_AO_AO13
A,AO13,AO,a,h,AH,f,4,2,6,A_AO_AO13
A,AO13,AO,a,h,AH,f,5,2,6,A_AO_AO13
A,AO13,AO,a,h,AH,f,6,0,6,A_AO_AO13
A,AO5,AO,a,h,AH,f,1,31,6,A_AO_AO5
A,AO5,AO,a,h,AH,f,2,15,6,A_AO_AO5
A,AO5,AO,a,h,AH,f,3,0,6,A_AO_AO5
A,AO5,AO,a,h,AH,f,4,9,6,A_AO_AO5
A,AO5,AO,a,h,AH,f,5,0,6,A_AO_AO5
A,AO5,AO,a,h,AH,f,6,0,6,A_AO_AO5
A,AQ14,AQ,a,h,AH,f,1,0,6,A_AQ_AQ14
A,AQ14,AQ,a,h,AH,f,2,0,6,A_AQ_AQ14
A,AQ14,AQ,a,h,AH,f,3,0,6,A_AQ_AQ14
A,AQ14,AQ,a,h,AH,f,4,0,6,A_AQ_AQ14
A,AQ14,AQ,a,h,AH,f,5,0,6,A_AQ_AQ14
A,AQ14,AQ,a,h,AH,f,6,0,6,A_AQ_AQ14
A,AT13,AT,a,h,AH,f,1,27,6,A_AT_AT13
A,AT13,AT,a,h,AH,f,2,1,6,A_AT_AT13
A,AT13,AT,a,h,AH,f,3,0,6,A_AT_AT13
A,AT13,AT,a,h,AH,f,4,0,6,A_AT_AT13
A,AT13,AT,a,h,AH,f,5,0,6,A_AT_AT13
A,AT13,AT,a,h,AH,f,6,0,6,A_AT_AT13
A,AU13,AU,a,h,AH,f,1,24,6,A_AU_AU13
A,AU13,AU,a,h,AH,f,2,11,6,A_AU_AU13
A,AU13,AU,a,h,AH,f,3,18,6,A_AU_AU13
A,AU13,AU,a,h,AH,f,4,14,6,A_AU_AU13
A,AU13,AU,a,h,AH,f,5,4,6,A_AU_AU13
A,AU13,AU,a,h,AH,f,6,0,6,A_AU_AU13
A,AW19,AW,h,h,HH,f,1,10,6,A_AW_AW19
A,AW19,AW,h,h,HH,f,2,1,6,A_AW_AW19
A,AW19,AW,h,h,HH,f,3,0,6,A_AW_AW19
A,AW19,AW,h,h,HH,f,4,1,6,A_AW_AW19
A,AW19,AW,h,h,HH,f,5,2,6,A_AW_AW19
A,AW19,AW,h,h,HH,f,6,0,6,A_AW_AW19
A,AX17,AX,h,h,HH,f,1,1,6,A_AX_AX17
A,AX17,AX,h,h,HH,f,2,0,6,A_AX_AX17
A,AX17,AX,h,h,HH,f,3,0,6,A_AX_AX17
A,AX17,AX,h,h,HH,f,4,0,6,A_AX_AX17
A,AX17,AX,h,h,HH,f,5,0,6,A_AX_AX17
A,AX17,AX,h,h,HH,f,6,0,6,A_AX_AX17
A,AZ20,AZ,a,h,AH,f,1,18,6,A_AZ_AZ20
A,AZ20,AZ,a,h,AH,f,2,0,6,A_AZ_AZ20
A,AZ20,AZ,a,h,AH,f,3,0,6,A_AZ_AZ20
A,AZ20,AZ,a,h,AH,f,4,5,6,A_AZ_AZ20
A,AZ20,AZ,a,h,AH,f,5,1,6,A_AZ_AZ20
A,AZ20,AZ,a,h,AH,f,6,0,6,A_AZ_AZ20
B,B?12,Btr,a,h,AH,f,1,30,6,B_Btr_B?12
B,B?12,Btr,a,h,AH,f,2,14,6,B_Btr_B?12
B,B?12,Btr,a,h,AH,f,3,1,6,B_Btr_B?12
B,B?12,Btr,a,h,AH,f,4,0,6,B_Btr_B?12
B,B?12,Btr,a,h,AH,f,5,11,6,B_Btr_B?12
B,B?12,Btr,a,h,AH,f,6,0,6,B_Btr_B?12
B,B?22,Btr,h,h,HH,f,1,0,6,B_Btr_B?22
B,B?22,Btr,h,h,HH,f,2,0,6,B_Btr_B?22
B,B?22,Btr,h,h,HH,f,3,0,6,B_Btr_B?22
B,B?22,Btr,h,h,HH,f,4,0,6,B_Btr_B?22
B,B?22,Btr,h,h,HH,f,5,0,6,B_Btr_B?22
B,B?6,Btr,a,h,AH,f,1,26,6,B_Btr_B?6
B,B?6,Btr,a,h,AH,f,2,26,6,B_Btr_B?6
B,B?6,Btr,a,h,AH,f,3,17,6,B_Btr_B?6
B,B?6,Btr,a,h,AH,f,4,9,6,B_Btr_B?6
B,B?6,Btr,a,h,AH,f,5,1,6,B_Btr_B?6
B,B?6,Btr,a,h,AH,f,6,0,6,B_Btr_B?6
B,B?10,Bpi,h,h,HH,f,1,25,6,B_Bpi_B?10
B,B?10,Bpi,h,h,HH,f,2,18,6,B_Bpi_B?10
B,B?10,Bpi,h,h,HH,f,3,14,6,B_Bpi_B?10
B,B?10,Bpi,h,h,HH,f,4,11,6,B_Bpi_B?10
B,B?10,Bpi,h,h,HH,f,5,1,6,B_Bpi_B?10
B,B?10,Bpi,h,h,HH,f,6,0,6,B_Bpi_B?10
B,B?15,Bpi,a,h,AH,f,1,24,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,2,21,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,3,15,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,4,10,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,5,8,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,6,4,6,B_Bpi_B?15
B,B?15,Bpi,a,h,AH,f,7,0,6,B_Bpi_B?15
B,B?5,Bpi,h,h,HH,f,1,37,6,B_Bpi_B?5
B,B?5,Bpi,h,h,HH,f,2,14,6,B_Bpi_B?5
B,B?5,Bpi,h,h,HH,f,3,11,6,B_Bpi_B?5
B,B?5,Bpi,h,h,HH,f,4,3,6,B_Bpi_B?5
B,B?5,Bpi,h,h,HH,f,5,0,6,B_Bpi_B?5
B,B©1,Bbox,h,h,HH,f,1,35,6,B_Bbox_B©1
B,B©1,Bbox,h,h,HH,f,2,23,6,B_Bbox_B©1
B,B©1,Bbox,h,h,HH,f,3,18,6,B_Bbox_B©1
B,B©1,Bbox,h,h,HH,f,4,6,6,B_Bbox_B©1
B,B©1,Bbox,h,h,HH,f,5,1,6,B_Bbox_B©1
B,B©1,Bbox,h,h,HH,f,6,0,6,B_Bbox_B©1
B,B©10,Bbox,h,h,HH,f,1,21,6,B_Bbox_B©10
B,B©10,Bbox,h,h,HH,f,2,19,6,B_Bbox_B©10
B,B©10,Bbox,h,h,HH,f,3,10,6,B_Bbox_B©10
B,B©10,Bbox,h,h,HH,f,4,3,6,B_Bbox_B©10
B,B©10,Bbox,h,h,HH,f,5,0,6,B_Bbox_B©10
B,B©10,Bbox,h,h,HH,f,6,0,6,B_Bbox_B©10
B,B©27,Bbox,a,h,AH,f,1,19,6,B_Bbox_B©27
B,B©27,Bbox,a,h,AH,f,2,0,6,B_Bbox_B©27
B,B©27,Bbox,a,h,AH,f,3,0,6,B_Bbox_B©27
B,B©27,Bbox,a,h,AH,f,4,13,6,B_Bbox_B©27
B,B©27,Bbox,a,h,AH,f,5,8,6,B_Bbox_B©27
B,B©27,Bbox,a,h,AH,f,6,0,6,B_Bbox_B©27
B,B©5,Bbox,h,h,HH,f,1,35,6,B_Bbox_B©5
B,B©5,Bbox,h,h,HH,f,2,26,6,B_Bbox_B©5
B,B©5,Bbox,h,h,HH,f,3,16,6,B_Bbox_B©5
B,B©5,Bbox,h,h,HH,f,4,9,6,B_Bbox_B©5
B,B©5,Bbox,h,h,HH,f,5,0,6,B_Bbox_B©5
B,B©5,Bbox,h,h,HH,f,6,0,6,B_Bbox_B©5
B,B©6,Bbox,a,h,AH,f,1,17,6,B_Bbox_B©6
B,B©6,Bbox,a,h,AH,f,2,18,6,B_Bbox_B©6
B,B©6,Bbox,a,h,AH,f,3,22,6,B_Bbox_B©6
B,B©6,Bbox,a,h,AH,f,4,13,6,B_Bbox_B©6
B,B©6,Bbox,a,h,AH,f,5,2,6,B_Bbox_B©6
B,B©6,Bbox,a,h,AH,f,6,0,6,B_Bbox_B©6
B,BA25,BA,h,h,HH,f,1,41,6,B_BA_BA25
B,BA25,BA,h,h,HH,f,2,22,6,B_BA_BA25
B,BA25,BA,h,h,HH,f,3,17,6,B_BA_BA25
B,BA25,BA,h,h,HH,f,4,5,6,B_BA_BA25
B,BA25,BA,h,h,HH,f,5,1,6,B_BA_BA25
B,BA25,BA,h,h,HH,f,6,0,6,B_BA_BA25
B,BA3,BA,h,h,HH,f,1,43,6,B_BA_BA3
B,BA3,BA,h,h,HH,f,2,18,6,B_BA_BA3
B,BA3,BA,h,h,HH,f,3,11,6,B_BA_BA3
B,BA3,BA,h,h,HH,f,4,NA,6,B_BA_BA3
B,BA3,BA,h,h,HH,f,5,0,6,B_BA_BA3
B,BB25,BB,h,h,HH,f,1,32,6,B_BB_BB25
B,BB25,BB,h,h,HH,f,2,21,6,B_BB_BB25
B,BB25,BB,h,h,HH,f,3,15,6,B_BB_BB25
B,BB25,BB,h,h,HH,f,4,5,6,B_BB_BB25
B,BB25,BB,h,h,HH,f,5,0,6,B_BB_BB25
B,BB25,BB,h,h,HH,f,6,0,6,B_BB_BB25
B,BB3,BB,h,h,HH,f,1,34,6,B_BB_BB3
B,BB3,BB,h,h,HH,f,2,21,6,B_BB_BB3
B,BB3,BB,h,h,HH,f,3,13,6,B_BB_BB3
B,BB3,BB,h,h,HH,f,4,1,6,B_BB_BB3
B,BB3,BB,h,h,HH,f,5,1,6,B_BB_BB3
B,BB3,BB,h,h,HH,f,6,0,6,B_BB_BB3
B,BC16,BC,h,h,HH,f,1,24,6,B_BC_BC16
B,BC16,BC,h,h,HH,f,2,12,6,B_BC_BC16
B,BC16,BC,h,h,HH,f,3,8,6,B_BC_BC16
B,BC16,BC,h,h,HH,f,4,3,6,B_BC_BC16
B,BC16,BC,h,h,HH,f,5,1,6,B_BC_BC16
B,BD1,BD,h,h,HH,f,1,36,6,B_BD_BD1
B,BD1,BD,h,h,HH,f,2,17,6,B_BD_BD1
B,BD1,BD,h,h,HH,f,3,12,6,B_BD_BD1
B,BD1,BD,h,h,HH,f,4,2,6,B_BD_BD1
B,BD1,BD,h,h,HH,f,5,0,6,B_BD_BD1
B,BE12,BE,h,h,HH,f,1,26,6,B_BE_BE12
B,BE12,BE,h,h,HH,f,2,13,6,B_BE_BE12
B,BE12,BE,h,h,HH,f,3,16,6,B_BE_BE12
B,BE12,BE,h,h,HH,f,4,3,6,B_BE_BE12
