FemaleID,ObsYear,FemaleCohort,AgeLastObs,Age,Fecundity,OffspringRecruitment,BredYearling,EarlyLifeRec
118,62,61,5,5,1,0,1,0
10,62,61,8,5,1,0,1,0
10,100,61,8,6,0,,1,0
10,54,61,8,7,1,0,1,0
10,76,61,8,8,1,0,1,0
16291,62,61,8,5,1,0,1,0
16291,100,61,8,6,1,0,1,0
16291,54,61,8,7,1,0,1,0
16291,76,61,8,8,0,,1,0
19619,62,61,8,5,1,0,1,0
19619,100,61,8,6,1,0,1,0
19619,54,61,8,7,1,0,1,0
19619,76,61,8,8,1,0,1,0
15057,62,61,8,5,1,0,1,0
15057,100,61,8,6,1,1,1,0
15057,54,61,8,7,1,0,1,0
15057,76,61,8,8,1,1,1,0
19306,62,61,8,5,1,0,0,0
19306,100,61,8,6,1,0,0,0
19306,54,61,8,7,1,0,0,0
19306,76,61,8,8,1,0,0,0
12926,62,61,8,5,1,0,0,1
12926,100,61,8,6,1,1,0,1
12926,54,61,8,7,1,1,0,1
12926,76,61,8,8,1,1,0,1
5324,62,61,8,5,1,0,1,0
5324,100,61,8,6,1,0,1,0
5324,54,61,8,7,1,0,1,0
5324,76,61,8,8,1,1,1,0
16221,62,61,7,5,1,0,0,1
16221,100,61,7,6,1,1,0,1
16221,54,61,7,7,1,0,0,1
10087,62,61,8,5,1,0,0,1
10087,100,61,8,6,1,1,0,1
10087,54,61,8,7,1,1,0,1
10087,76,61,8,8,1,1,0,1
11506,62,61,8,5,1,0,1,1
11506,100,61,8,6,1,1,1,1
11506,54,61,8,7,1,1,1,1
11506,76,61,8,8,1,0,1,1
13111,62,61,5,5,1,0,0,0
13191,62,61,6,5,1,0,1,1
13191,100,61,6,6,0,,1,1
12839,62,61,8,5,1,0,0,0
12839,100,61,8,6,1,0,0,0
12839,54,61,8,7,1,0,0,0
12839,76,61,8,8,1,1,0,0
6359,62,61,8,5,1,0,1,0
6359,100,61,8,6,1,1,1,0
6359,54,61,8,7,1,1,1,0
6359,76,61,8,8,1,0,1,0
12402,62,61,7,5,1,0,0,0
12402,100,61,7,6,1,1,0,0
12402,54,61,7,7,1,1,0,0
17937,62,61,8,5,1,0,1,1
17937,100,61,8,6,1,0,1,1
17937,54,61,8,7,1,1,1,1
17937,76,61,8,8,1,1,1,1
15712,62,61,5,5,1,0,1,0
533,62,61,8,5,1,0,1,0
533,100,61,8,6,1,0,1,0
533,54,61,8,7,1,0,1,0
533,76,61,8,8,0,,1,0
16990,62,61,8,5,1,0,0,0
16990,100,61,8,6,1,1,0,0
16990,54,61,8,7,1,0,0,0
16990,76,61,8,8,1,0,0,0
8954,62,61,8,5,1,0,1,0
8954,100,61,8,6,1,0,1,0
8954,54,61,8,7,1,0,1,0
8954,76,61,8,8,1,0,1,0
17784,62,61,5,5,1,0,1,0
13483,62,61,5,5,1,0,0,0
13782,62,61,8,5,0,,0,0
13782,100,61,8,6,1,1,0,0
13782,54,61,8,7,1,0,0,0
13782,76,61,8,8,0,,0,0
7695,62,61,8,5,1,1,0,0
7695,100,61,8,6,1,1,0,0
7695,54,61,8,7,0,,0,0
7695,76,61,8,8,0,,0,0
4234,62,61,8,5,0,,0,0
4234,100,61,8,6,0,,0,0
4234,54,61,8,7,0,,0,0
4234,76,61,8,8,0,,0,0
2201,62,61,6,5,1,0,0,1
2201,100,61,6,6,0,,0,1
16492,100,45,7,5,1,1,0,0
16492,54,45,7,6,1,0,0,0
16492,76,45,7,7,1,0,0,0
1769,100,45,7,5,1,0,1,0
1769,54,45,7,6,1,1,1,0
1769,76,45,7,7,1,1,1,0
120,100,45,6,5,1,1,0,2
120,54,45,6,6,1,0,0,2
11113,100,45,7,5,1,1,0,0
11113,54,45,7,6,1,1,0,0
11113,76,45,7,7,1,1,0,0
4718,100,45,7,5,1,1,0,1
4718,54,45,7,6,1,1,0,1
4718,76,45,7,7,1,1,0,1
14043,100,45,7,5,1,1,1,1
14043,54,45,7,6,1,1,1,1
14043,76,45,7,7,1,1,1,1
6893,100,45,7,5,1,1,1,0
6893,54,45,7,6,1,0,1,0
6893,76,45,7,7,1,1,1,0
14184,100,45,7,5,1,1,0,0
14184,54,45,7,6,1,1,0,0
14184,76,45,7,7,1,0,0,0
6212,100,45,7,5,1,0,0,1
6212,54,45,7,6,1,1,0,1
6212,76,45,7,7,1,1,0,1
3244,100,45,7,5,1,1,0,1
3244,54,45,7,6,1,0,0,1
3244,76,45,7,7,1,1,0,1
6103,100,45,7,5,1,1,1,0
6103,54,45,7,6,1,1,1,0
6103,76,45,7,7,1,0,1,0
17723,100,45,7,5,1,1,0,1
17723,54,45,7,6,1,1,0,1
17723,76,45,7,7,1,0,0,1
14957,100,45,7,5,1,0,1,0
14957,54,45,7,6,1,1,1,0
14957,76,45,7,7,1,1,1,0
11158,100,45,7,5,1,1,0,0
11158,54,45,7,6,1,0,0,0
11158,76,45,7,7,1,1,0,0
16339,100,45,7,5,0,,1,1
16339,54,45,7,6,1,1,1,1
16339,76,45,7,7,1,1,1,1
3260,100,45,7,5,1,1,1,0
3260,54,45,7,6,1,0,1,0
3260,76,45,7,7,1,0,1,0
18054,100,45,7,5,1,1,0,1
18054,54,45,7,6,1,1,0,1
18054,76,45,7,7,1,0,0,1
8822,100,45,7,5,1,1,1,0
8822,54,45,7,6,1,1,1,0
8822,76,45,7,7,1,1,1,0
12160,100,45,7,5,1,0,0,1
12160,54,45,7,6,1,1,0,1
12160,76,45,7,7,1,1,0,1
18980,100,45,7,5,1,1,1,0
18980,54,45,7,6,1,0,1,0
18980,76,45,7,7,1,0,1,0
11219,100,45,6,5,1,0,0,0
11219,54,45,6,6,1,0,0,0
16445,100,45,7,5,1,0,1,0
16445,54,45,7,6,1,0,1,0
16445,76,45,7,7,1,1,1,0
334,100,45,7,5,1,1,1,1
334,54,45,7,6,1,0,1,1
334,76,45,7,7,1,1,1,1
19291,100,45,7,5,1,0,0,0
19291,54,45,7,6,1,1,0,0
19291,76,45,7,7,1,1,0,0
10115,62,61,8,5,1,0,1,0
10115,100,61,8,6,1,0,1,0
10115,54,61,8,7,1,1,1,0
10115,76,61,8,8,1,1,1,0
880,100,45,7,5,1,1,1,1
880,54,45,7,6,1,1,1,1
880,76,45,7,7,1,1,1,1
3521,100,45,7,5,1,1,0,0
3521,54,45,7,6,1,0,0,0
3521,76,45,7,7,1,1,0,0
16547,54,17,6,5,1,1,1,0
16547,76,17,6,6,1,0,1,0
18022,54,17,6,5,1,1,0,0
18022,76,17,6,6,1,1,0,0
14657,54,17,6,5,1,0,1,0
14657,76,17,6,6,1,1,1,0
7991,54,17,6,5,1,0,0,0
7991,76,17,6,6,1,1,0,0
15233,54,17,6,5,1,1,0,0
15233,76,17,6,6,1,0,0,0
19915,54,17,6,5,1,1,1,0
19915,76,17,6,6,1,1,1,0
7288,54,17,6,5,1,0,0,0
7288,76,17,6,6,1,0,0,0
13672,54,17,6,5,1,1,0,0
13672,76,17,6,6,1,1,0,0
6548,54,17,6,5,1,0,0,0
6548,76,17,6,6,1,1,0,0
576,54,17,6,5,1,0,1,0
576,76,17,6,6,1,0,1,0
11706,54,17,6,5,1,0,1,0
11706,76,17,6,6,1,0,1,0
1002,54,17,6,5,1,0,1,0
1002,76,17,6,6,0,,1,0
13311,54,17,6,5,1,1,1,0
13311,76,17,6,6,1,1,1,0
4236,54,17,6,5,1,1,0,0
4236,76,17,6,6,0,,0,0
10237,54,17,6,5,1,0,1,0
10237,76,17,6,6,1,1,1,0
2176,54,17,6,5,1,1,0,1
2176,76,17,6,6,1,0,0,1
10582,54,17,6,5,1,0,1,0
10582,76,17,6,6,1,1,1,0
5205,76,91,5,5,1,0,1,0
15470,76,91,5,5,1,0,0,0
19550,76,91,5,5,1,0,1,1
17225,76,91,5,5,1,1,0,0
6782,76,91,5,5,1,1,0,0
14558,76,91,5,5,1,1,0,1
14968,76,91,5,5,1,1,0,0
18962,76,91,5,5,1,1,0,0
5930,76,91,5,5,1,0,0,0
19896,76,91,5,5,1,1,0,0
3472,76,91,5,5,1,1,0,1
19097,76,91,5,5,1,1,0,1
10135,76,91,5,5,1,1,0,1
18871,76,91,5,5,0,,0,1
13746,76,91,5,5,1,1,0,1
19914,76,91,5,5,1,1,0,1
6968,76,91,5,5,0,,0,0
15997,76,91,5,5,0,,0,0
10049,76,91,5,5,1,0,1,1
3019,76,91,5,5,1,0,1,1
5298,76,91,5,5,0,,0,0
8936,76,91,5,5,1,1,0,0
6531,76,91,5,5,1,1,0,1
12511,76,91,5,5,1,1,0,1
14911,76,91,5,5,1,1,0,0
11376,100,45,7,5,1,1,0,0
11376,54,45,7,6,1,1,0,0
11376,76,45,7,7,1,1,0,0
19738,62,61,8,5,0,,0,0
19738,100,61,8,6,0,,0,0
19738,54,61,8,7,0,,0,0
19738,76,61,8,8,1,1,0,0
13346,54,17,6,5,0,,0,1
13346,76,17,6,6,1,1,0,1
